,p value
ZNF24,0.526237036
ZNF28,0.646392105
ZNF32,0.924198756
ZNF33A,0.828728283
ZNF33B,0.477293407
ZNF35,0.692097879
ZKSCAN1,0.305148089
ZNF37A,0.780274738
ZSCAN21,0.114647242
ZNF41,0.429781096
ZNF43,0.526086902
ZNF45,0.866654359
ZBTB25,0.815333278
ZNF75A,0.133365027
ZNF76,0.148897189
ZNF79,0.466510421
ZNF84,0.049541716
ZNF85,0.656782635
ZNF91,0.629618499
ZNF121,0.803447174
ZNF124,0.757475885
ZNF131,0.274745551
ZNF133,0.010769198
ZNF134,0.959415366
ZNF136,0.698947801
ZNF138,0.069847061
ZNF140,0.017299479
ZNF141,0.543122121
ZNF142,0.500936912
ZNF143,0.857062334
ZNF146,0.625075451
TRIM25,0.714606988
ZNF148,0.589372097
ZBTB17,0.172959996
VEZF1,0.330093496
TRIM26,0.631433271
ZNF174,0.91432435
ZNF180,0.776253135
RNF113A,0.936217762
ZNF184,0.545711511
ZSCAN26,0.00026403
ZNF189,0.474847329
ZKSCAN8,0.02917056
ZSCAN9,0.091968741
ZNF195,0.668276722
ZMYM2,0.325415337
ZNF200,0.812458824
ZNF202,0.66366165
ZNF207,0.204244825
ZNF215,0.86769072
ZFAND5,0.553209392
ZNF217,0.657383669
ZNF224,0.507950752
ZNF226,0.05200373
ZNF227,0.243840533
ZNF232,0.853610022
SLC30A1,0.72574501
ZYX,0.330417892
LUZP1,0.655829335
PRDM2,0.537943126
PTP4A1,0.804022528
LRP8,0.524621509
LAPTM5,0.620418145
CSDE1,0.06707174
DAP3,0.424492379
BTG2,0.881684773
ALMS1,0.514626554
MOGS,0.918191008
RNF103,0.961137328
TUBA1A,0.493763894
CXCR4,0.647452578
BRPF1,0.046148841
IFRD2,0.604301617
MAPKAPK3,0.119163739
SLMAP,0.908612694
MANF,0.833893279
USP7,0.980326948
RAB7A,0.602915643
SLBP,0.282136615
ST8SIA4,0.415983474
REEP5,0.123974417
DEK,0.841563166
ALDH5A1,0.712973747
PRRC2A,0.917006834
BAG6,0.120651733
GPANK1,0.659327131
DDX39B,0.821043294
ABHD16A,0.584777321
SLC39A7,0.985412638
HSD17B8,0.089605123
NELFE,0.975692674
LST1,0.360909491
TFEB,0.965345122
AIMP2,0.517009567
MAFK,0.10631201
MTERF1,0.638180005
SEM1,0.021417667
ST7,0.972664316
ZNF212,0.610762627
UBXN8,0.671229135
KAT6A,0.290949865
NUP214,0.474502822
STAM,0.686749527
MLLT10,0.444558372
CCDC6,0.980211164
NCOA4,0.048496307
SLC25A16,0.930646114
SHOC2,0.790773117
RASSF7,0.401359826
PDHX,0.860340896
CUL5,0.153284781
PTP4A2,0.676045062
USP5,0.65092082
MLF2,0.13460582
AAAS,0.865754232
FXR1,0.053375763
YEATS4,0.406398723
CDK2AP1,0.460235779
IFT88,0.846492489
PABPN1,0.041037976
TCL1A,0.982391183
ANP32A,0.297089103
NPRL3,0.681124636
SLC7A5,0.078447511
TAF15,0.429326562
COIL,0.656125322
AKAP1,0.420862156
SF3A2,0.239561583
ELL,0.158481007
SYMPK,0.272533083
CLPP,0.01965394
MKKS,0.161607451
NCOA3,0.647240769
NRIP1,0.360482959
CHAF1B,0.728909505
GATD3A,0.330856031
LZTR1,0.306900128
ESS2,0.128457335
GTPBP6,0.34609385
PUDP,0.714255463
AKAP17A,0.312999324
ZRSR2,0.232211891
USP11,0.778305215
USP9X,0.733158635
RBM10,0.412376151
KDM5C,0.595941019
SMC1A,0.888678625
NAA10,0.822239215
F8A1,0.252782044
UBL4A,0.174594146
LAGE3,0.661633141
SLC10A3,0.933218085
KDM5D,0.994519676
USP9Y,0.995636045
ARID1A,0.758132734
SERF1A,0.78590466
H4C9,0.914663327
TRRAP,0.733989778
PICALM,0.64320059
SNN,0.774492047
ACOX3,0.653681869
AXIN1,0.431466021
BAP1,0.070312068
BRAP,0.071826447
CDC7,0.95670625
CDC45,0.423668494
H2AC13,0.657489837
H2AC15,0.950890712
H2AC14,0.56305839
H2AC16,0.761588188
H2AC6,0.488965217
H2AC4,0.826298889
H2AC17,0.594588832
H2AC18,0.452669948
H2AC20,0.437991381
H2BC8,0.463710502
H2BC13,0.445340926
H2BC15,0.380335521
H2BC14,0.295664496
H2BC7,0.653349616
H2BC6,0.356312168
H2BC9,0.434057442
H2BC10,0.528915706
H2BC4,0.434729703
H2BC17,0.313739787
H2BC21,0.44647325
H3C1,0.409440591
H3C4,0.402948877
H3C3,0.249148339
H3C6,0.199294106
H3C11,0.446540803
H3C8,0.570080317
H3C12,0.892492974
H3C10,0.384168261
H3C2,0.600279607
H4C1,0.947755685
H4C4,0.647170567
H4C6,0.744734904
H4C12,0.882507577
H4C11,0.948702666
H4C3,0.991092843
H4C8,0.339479622
H4C2,0.826892541
H4C5,0.912161839
H4C13,0.990732416
H4C14,0.277225518
MAD1L1,0.569744089
PIP5K1A,0.94135488
PIP5K1B,0.847190858
PIP4K2B,0.901879497
PLA2G6,0.182186545
SLC25A11,0.633787159
SPOP,0.485927393
TAGLN2,0.656462807
UXT,0.261369806
EEA1,0.158700976
BCAR3,0.927962791
STX7,0.787431166
CMAHP,0.101816505
SNHG3,0.073436532
ZNF282,0.034818654
STK24,0.170851171
RAD54L,0.735475521
NSMAF,0.516812343
NCK2,0.686993387
GNPAT,0.280555766
DYRK2,0.829830402
DUSP11,0.580027308
DHX16,0.915675811
CUL4B,0.626200012
CUL4A,0.454246184
CUL3,0.29881595
CUL2,0.629104204
CUL1,0.999776302
ATRN,0.176979359
TTF2,0.194283279
TPST2,0.844584602
TPST1,0.439377412
SMARCA5,0.042478219
OGT,0.311396123
CDC42BPA,0.635339701
GPR65,0.814422326
HIRIP3,0.292717319
RAE1,0.320346048
OFD1,0.422131704
SEMA7A,0.976899116
GEMIN2,0.719789991
PPM1D,0.857391899
PPFIBP2,0.749011848
PPFIBP1,0.160607129
RANBP3,0.281481745
PPFIA1,0.609084183
SLC43A1,0.342770685
PKP4,0.242295234
PIK3R3,0.615866523
PEX3,0.792427193
CNTNAP1,0.858212993
ENC1,0.307677317
NIPSNAP1,0.887716246
NDST2,0.767196977
KCNAB2,0.573956115
IKBKG,0.739215121
ELP1,0.721264714
IFITM1,0.378001252
HAT1,0.468692291
GAS7,0.991866458
DGKZ,0.759558694
DGKE,0.097418334
DGKD,0.243547045
YBX3,0.277888937
COPS3,0.44851703
CBX4,0.007277543
API5,0.268151337
AGPS,0.303315399
APOL1,0.257769036
LMO4,0.942152124
PIR,0.631543599
CGGBP1,0.251749715
AP3B1,0.792845378
BLZF1,0.538532557
MAPKAPK5,0.739886013
BHLHE40,0.979675197
PIAS1,0.316879767
CDK10,0.658007145
PRPF18,0.552300151
DEGS1,0.940803802
DENR,0.709369463
THOC5,0.456616676
KMO,0.423242683
YARS1,0.559282281
PDXK,0.337646279
MADD,0.607772092
RRP1,0.239633642
MKNK1,0.921101306
KHSRP,0.820714242
AKR7A2,0.963360466
PRKRA,0.682810255
STK16,0.287556877
TNFSF11,0.681549981
RGS20,0.215439205
NOP14,0.963503656
FAM193A,0.602437562
SLC25A12,0.671580239
RUVBL1,0.795440308
USO1,0.028512574
CDK13,0.111005894
ASMTL,0.912578997
PSMG1,0.586092603
RFXANK,0.861083759
TP63,0.550306582
JRK,0.912699777
SKAP1,0.592310604
RTCA,0.775307114
RNASET2,0.540407864
SSNA1,0.47172062
NCOA1,0.780711352
LAMTOR3,0.74296364
NUMB,0.291800783
SOCS1,0.848012444
DDX3Y,0.98813826
DYNLL1,0.725656231
TNKS,0.62612911
ALDH4A1,0.815063651
EIF3A,0.02035413
EIF3B,0.360406017
EIF3C,0.638939321
EIF3D,0.410041659
EIF3F,0.429950256
EIF3G,0.486961788
EIF3H,0.345750231
EIF3I,0.624174028
EIF3J,0.615366103
EIF4G3,0.877974662
VAMP8,0.203212073
STX16,0.672993006
STX11,0.999397574
STX10,0.103618149
BECN1,0.106341854
PEA15,0.852925174
SRSF9,0.676584905
JRKL,0.266455996
HYAL2,0.982684195
DGAT1,0.525260996
CDC23,0.662868917
S1PR4,0.370717971
B4GALT4,0.703246535
B4GALT3,0.119552136
B4GALT2,0.718145436
TRADD,0.48483166
MBTPS1,0.908051763
EDF1,0.956518723
SNX4,0.996423269
SNX3,0.214184273
URI1,0.407468089
EED,0.78022872
CTNNAL1,0.939996842
ADAM19,0.223452286
GBF1,0.63645987
RNMT,0.723279032
RNGTT,0.674091215
GPAA1,0.276109669
RIPK1,0.522305193
CRADD,0.642015332
TNFSF14,0.996221395
TNFSF10,0.891444112
TNFSF9,0.746994089
ADAM15,0.789547772
ADAM9,0.039045972
CDS2,0.252137123
PABPC4,0.707287424
CD164,0.674769268
TNFRSF14,0.796180954
RAB11A,0.875561357
RIPK2,0.628362623
FADD,0.358265097
SNAP23,0.516318831
NAPG,0.231099308
NAPA,0.476287079
MTMR1,0.844816253
RIOK3,0.653673957
PSPHP1,0.857709635
FPGT,0.163985186
TNFRSF10B,0.852748739
DYRK4,0.333910757
PEX11B,0.287460814
SUCLG2,0.811406033
SUCLG1,0.50008095
SUCLA2,0.958771964
CREG1,0.182650795
TRIM24,0.404136954
IL18R1,0.217714042
CCNK,0.762093883
DPM1,0.879456984
BANF1,0.306178258
DCAF5,0.957222108
DPM2,0.279620515
SAP30,0.850996657
CES2,0.750986082
LIN7A,0.953619782
IQGAP1,0.325342295
CD84,0.628097419
GMPS,0.332668482
TMEM11,0.905045827
SOCS2,0.44745899
GGH,0.634864849
CFLAR,0.386112104
HDAC3,0.505725788
KSR1,0.626209715
ALKBH1,0.454720468
DLEU2,0.20050392
KAT2B,0.033173457
CDK5R1,0.800506296
STK19,0.945519932
LDB1,0.281940747
PER2,0.602574981
IER3,0.784973734
CDC123,0.935133628
ARHGEF7,0.951786006
VNN2,0.509708147
SQSTM1,0.31705588
SGPL1,0.127676725
FUBP1,0.757582124
CDC16,0.389284601
ZPR1,0.600834118
NAE1,0.40486446
SLC5A6,0.455655602
DDX18,0.510851217
TAX1BP1,0.141579859
MCM3AP,0.891596931
EIF2B4,0.736256427
EIF2B3,0.462290532
EIF2B2,0.586235129
EIF2B5,0.341458872
EIF2S2,0.91159963
CPNE3,0.670460437
BUD31,0.952369174
MTMR3,0.654415628
MTMR2,0.217961871
PRPF4B,0.254679062
CPNE1,0.696526297
AP1S2,0.599578915
AP1G2,0.719967316
AP1M1,0.944188026
SGCE,0.428085535
TIMELESS,0.970728655
BCL10,0.591524333
HERC2,0.696891859
HERC1,0.762709195
SNURF,0.811988134
MBD4,0.395877126
MBD2,0.227817701
RTL8C,0.39667134
RAB29,0.349178959
SKAP2,0.327566895
FUBP3,0.162841872
TOP3B,0.32461351
KYNU,0.423162567
AP3D1,0.472615221
BTRC,0.025048151
H3C7,0.426060088
H2AC11,0.722010458
H2BC11,0.414285239
H1-10,0.428134029
USP13,0.690513683
PLOD3,0.930911147
RPS6KA4,0.377367754
ATP6V0E1,0.866751778
LIMD1,0.182917792
TAF1C,0.665777344
TAF1B,0.866015715
TAF1A,0.989452647
SLC25A14,0.686342719
MPZL1,0.992115792
MAP3K14,0.481443046
RNF8,0.809878401
HIP1R,0.904932224
BAZ1B,0.417050299
UBA3,0.819468915
UBE2M,0.032055633
SPAG9,0.41818494
BTAF1,0.980497554
RPL14,0.850241244
DOK2,0.051352807
AIP,0.650678703
PSTPIP2,0.920270163
PSTPIP1,0.67639758
NFS1,0.483957516
PRC1,0.627470255
SLC7A7,0.930782187
SLC7A6,0.819786508
PAPSS1,0.091557988
PIAS2,0.692284647
ASH2L,0.66351048
EIF1AY,0.785413686
PKMYT1,0.182695683
PIGQ,0.213565388
SART1,0.40136241
DNAJA3,0.807302577
UNC119,0.73153382
USP14,0.710264135
USP10,0.435695573
USP8,0.133175954
FCGR2C,0.408640779
MTMR6,0.914641324
MTMR4,0.543964689
NMI,0.499575361
MTA1,0.383173432
LATS1,0.952280809
ATP6V0D1,0.65805973
SEC22C,0.698761829
SLC16A6,0.901364769
SLC16A3,0.124488923
PDLIM1,0.983665082
CNOT9,0.988203277
SMC3,0.030931982
PRPF4,0.608865056
PRPF3,0.246599431
FAM50A,0.261810686
AIFM1,0.707322284
CCNB2,0.636500023
CCNE2,0.774655538
RABEP1,0.24310811
RRP9,0.130872601
ARHGEF1,0.568458638
ATG12,0.476833706
PDCD5,0.442422575
SYNGR2,0.478238957
HGS,0.209709224
NEMF,0.000967851
DYRK1B,0.758615514
CTDP1,0.010763334
EXO1,0.81646163
FIBP,0.249978984
PCSK7,0.647221054
EBAG9,0.695982712
COX7A2L,0.884621397
TMSB10,0.36072976
SCAF11,0.312522662
MAP3K13,0.485008211
AP4M1,0.507258164
ARHGEF2,0.612474045
ZW10,0.947584198
BUB3,0.646068121
DDX21,0.989067593
ZBED1,0.615668753
DEDD,0.778660053
SLC33A1,0.99025691
ZMYM4,0.112809329
ZMYM3,0.829826381
ZMYM6,0.040262731
ZMYM5,0.609705026
LRRFIP1,0.046397476
LRRFIP2,0.679935833
AURKB,0.507813425
XPR1,0.600368051
FCMR,0.677714063
LARGE1,0.437687955
VAPA,0.411481842
MTA2,0.411083147
NOLC1,0.919375334
RAB11B,0.599802848
PTTG1,0.574049569
IL32,0.254502641
CCPG1,0.633639222
TBRG4,0.393697232
PNMA1,0.504615102
MSC,0.724864865
UBE2L6,0.55886874
AIMP1,0.71870875
MFHAS1,0.872726618
PDLIM7,0.818733075
MAPKAPK2,0.882345865
STK17B,0.604404712
STK17A,0.083347449
CYTH3,0.787415673
CYTH2,0.922573772
CYTH1,0.887747256
ITGB1BP1,0.209687298
BCL7C,0.758253857
BCL7B,0.486076292
COPB2,0.078419488
WDR46,0.287521827
ZBTB22,0.420224762
MED14,0.322691498
GPR55,0.578090527
S1PR2,0.534622408
SRSF11,0.373655442
ATP6V1F,0.899346568
SNORD29,0.045087794
SNORD31,0.484077107
SNORD30,0.478518816
SNORD28,0.322492694
SNORD27,0.895174913
SNORD26,0.846466376
SNORD22,0.903960738
CD83,0.433324334
NREP,0.751905741
PTER,0.490281183
COPS2,0.300121518
TRIP13,0.281451709
TRIP12,0.439390453
TRIP11,0.002903839
TRIP10,0.903486563
HMGN3,0.940070022
TRIP4,0.195171288
ZNHIT3,0.655390727
GTF3C5,0.193497717
GTF3C4,0.588079806
GTF3C3,0.020020516
B4GALT6,0.581719236
B4GALT5,0.745918686
CNOT8,0.709027335
TCEAL1,0.548159171
VAMP3,0.48449534
SNAP29,0.414549355
EFTUD2,0.526230239
TAOK2,0.220520227
RPL23,0.67696896
TXNL1,0.914862709
UBE4A,0.84375337
PPIG,0.002488725
LONP1,0.115312067
RAB33A,0.626115901
RAB28,0.865933034
RAB9A,0.65460694
SLC9A3R1,0.031714728
KIF3B,0.760629838
PLAA,0.471458405
TM9SF2,0.706484665
COX5A,0.499186102
GRHPR,0.545698486
COG1,0.261782808
CIAO1,0.754891003
TGFBRAP1,0.66382139
HS6ST1,0.04044534
NMT2,0.201902862
RECQL5,0.677219271
RECQL4,0.169705069
GRAP2,0.570806125
SELENOF,0.925531431
LPXN,0.195218542
ZRANB2,0.55411441
PEX16,0.246751231
SNRNP40,0.612506572
MED21,0.431948766
TJP2,0.23277016
FADS2,0.938954651
DDX23,0.916997499
CYP7B1,0.597810644
CDYL,0.679027623
CHST2,0.841502504
MED23,0.215158039
MED17,0.958141006
MED26,0.734077691
MED27,0.683331193
MED7,0.213019824
QKI,0.098721098
ITM2B,0.979631282
GSTO1,0.668584506
AIM2,0.813977464
LY86,0.090177607
EIF2AK3,0.846818791
ITM2A,0.151863873
GGPS1,0.367096915
ARHGEF6,0.42489436
PICK1,0.295617102
IL27RA,0.809204016
SH3BP5,0.996865419
EIF4E2,0.651825739
THEMIS2,0.204513758
ATG5,0.421018573
ROCK2,0.197734655
NAPSA,0.195937509
MED20,0.576118051
STX8,0.455481851
CHST10,0.495788369
PIGL,0.35058647
PIGB,0.703565858
PGS1,0.210412944
PSMF1,0.452147854
KIF23,0.81836724
SLC4A7,0.379449166
MAGED1,0.623227862
PMPCB,0.941278589
FXR2,0.165828514
LITAF,0.520380892
SPTLC2,0.843096841
TBPL1,0.440253284
NPEPPS,0.502050458
EEF1E1,0.132672055
SCAMP1,0.07004406
TECR,0.17367223
VPS4B,0.511372444
MPDU1,0.334607408
GOSR1,0.260522496
TMEM59,0.89424663
BAG5,0.860263173
BAG4,0.744862373
BAG2,0.640986274
POLR1C,0.884990813
ZNF254,0.555695011
GMFG,0.702977514
EI24,0.105755464
TP53I3,0.315106632
CIR1,0.00178711
APBA3,0.402087372
ATP6V1G1,0.485924715
ATP5MF,0.32744226
SPAG7,0.859335721
MRPL33,0.561856048
MACROH2A1,0.216967587
ATP5MPL,0.864825775
CHD1L,0.819388309
VPS26A,0.166979295
CCL4L2,0.700999569
MINPP1,0.779393444
H6PD,0.046902295
BCAR1,0.457101658
GTPBP1,0.378292058
GOSR2,0.822607103
CLOCK,0.418694007
BABAM2,0.131306112
CDC42BPB,0.753327024
PREPL,0.046527212
APOBEC3B,0.979486056
ENTPD4,0.37553902
RBM39,0.243647071
KIF20B,0.770552386
MAD2L1BP,0.42866265
PRDX6,0.331572305
WTAP,0.780833024
IER2,0.14741919
CYTIP,0.403233269
PITPNM1,0.948700079
PDIA4,0.818490837
NFE2L3,0.824217331
RNF14,0.83329763
NCOR1,0.974789012
NCOR2,0.466271003
RNF7,0.852330198
MTRF1,0.959904356
TRAF4,0.213053849
NUP155,0.920604892
SEC24C,0.608565595
ISG15,0.872897574
FEZ2,0.589272157
FEZ1,0.807500875
ZNF592,0.565787286
IKBKE,0.219089804
MORF4L2,0.568424409
SH3PXD2A,0.165703456
CTR9,0.000731415
PPM1F,0.863231053
GCC2,0.549262243
MTFR1,0.68355505
TTC37,0.460008221
HS2ST1,0.738308397
TTLL4,0.796644347
MDC1,0.264306236
IQCB1,0.83491733
CEP135,0.122255334
LPIN2,0.603596242
MARF1,0.863053477
DZIP3,0.028948945
SAFB2,0.709818659
EIF5B,3.14E-05
IPO13,0.890880048
SLC25A44,0.692134376
KIAA0040,0.302254066
TTI1,0.837443738
PPIP5K1,0.584312194
PHF14,0.069098863
FAM53B,0.248165496
DEPDC5,0.211722822
KDM4A,0.843282981
N4BP1,0.428849756
LRRC14,0.363071133
CLINT1,0.930849015
VGLL4,0.020219273
NUP93,0.947376617
BZW1,0.888568261
UBE3C,0.813875195
PRORP,0.674158906
RAPGEF2,0.958800074
EMC2,0.717451799
EDEM1,0.793019895
TRAM2,0.703040243
PUM1,0.816844161
ESPL1,0.229828772
PPP6R2,0.575922105
CEP57,0.567620734
KIAA0100,0.888583928
DHX34,0.488105372
HERPUD1,0.743586287
KIAA0355,0.947230628
RUBCN,0.747205492
USP6NL,0.45311243
AQR,0.228796461
TMEM63A,0.65971629
ZNF646,0.232307225
RAB11FIP3,0.38001448
SECISBP2L,0.976208253
DCAF1,0.57911743
CEP104,0.630345156
SART3,0.562269336
HDAC9,0.469675521
KNTC1,0.235867951
USP34,0.312910504
CCP110,0.116065983
SETD1A,0.549290528
LAPTM4A,0.177282975
ACAP1,0.416486311
CLSTN3,0.14606921
SLK,0.956391024
RIPOR2,0.264812675
ZSCAN12,0.296549816
KMT2B,0.487369777
TOX,0.337604328
MLEC,0.466611562
SUSD6,0.447844945
JADE3,0.208300467
PCLAF,0.25047178
RASSF2,0.117101442
TMEM94,0.790249705
BCLAF1,0.379789336
EIF4A3,0.787094634
ATG13,0.811988304
TM9SF4,0.624823273
KIAA0232,0.249757138
TBC1D5,0.274003295
PIEZO1,0.12235995
MATR3,0.487261094
SNX17,0.395080653
DHX38,0.079288601
KIAA0586,0.97046252
DLGAP5,0.854800812
SPCS2,0.226834563
BMS1,0.0552877
PTDSS1,0.756742226
SERTAD2,0.103754153
CKAP5,0.95566781
MAML1,0.840080243
TATDN2,0.722269077
IST1,0.729960441
MRPL19,0.708487725
DAZAP2,0.62025313
TOMM20,0.451065893
SCRN1,0.949444579
IP6K1,0.891813926
RNF40,0.314595421
DELE1,0.511727559
EFCAB14,0.539289772
SFI1,0.282381762
GIT2,0.510534964
URB2,0.871881897
KEAP1,0.173773794
NUP58,0.942151999
CUL7,0.728506215
RB1CC1,0.035365132
ARMCX2,0.238372523
ARHGAP11A,0.681026062
SPATA2,0.82803926
RGP1,0.380375195
TRIM14,0.991648334
ZNF623,0.117823774
MELK,0.92978273
FAM30A,0.570308691
LCMT2,0.788140125
GINS1,0.830356226
TESPA1,0.987132195
ZBTB24,0.654977194
PLEKHM1,0.729787996
ELMO1,0.827202574
C2CD5,0.202036222
ZNF518A,0.314036124
KIAA0753,0.356339224
EPM2AIP1,0.343875335
C2CD2L,0.305306553
FARP2,0.085060073
CEP350,0.366057627
CEP170,0.124249148
PSMD6,0.055983252
MED24,0.454258674
PJA2,0.089618136
TOMM70,0.771844029
SETDB1,0.860931756
AREL1,0.884189821
SEC24D,0.642716062
FCHSD2,0.100436305
TLK1,0.772937934
URB1,0.335544953
ZC3H11A,0.621161702
TOX4,0.784593061
DDX46,0.01130568
TRANK1,0.811747564
TBC1D4,0.080685899
POM121,0.641007006
OSBPL2,0.942423201
SMG7,0.830767566
ZBED4,0.726350523
TELO2,0.199941433
FIG4,0.41299692
WASHC5,0.15761478
UBAP2L,0.779685221
KLHL21,0.608259804
RBM19,0.403970325
SGSM2,0.671511032
SLC35E2A,0.565034188
AP5Z1,0.398672676
G3BP2,0.575149584
DENND4B,0.944297963
RABGAP1L,0.383107443
SUPT7L,0.947395566
FAM20B,0.838569837
NCAPD2,0.547401557
SEC16A,0.581574565
RNF10,0.409823077
IQSEC1,0.652217818
ZBTB40,0.918938355
PAN2,0.578494272
ZBTB5,0.678501404
LPGAT1,0.186839239
MFN2,0.363831382
KIF14,0.759716216
JOSD1,0.427804777
HELZ,0.688561594
PUM3,0.28817054
DCLRE1A,0.783292158
ARHGAP25,0.447560584
RBM8A,0.546451877
EXOG,0.954810894
OXSR1,0.723245164
CRYZL1,0.677495455
WDR1,0.844153453
AMMECR1,0.810502861
GOLGA5,0.176852123
USP15,0.834447293
USP3,0.716349585
MVP,0.702165367
SLC23A2,0.92269503
THRAP3,0.695202362
MED12,0.711036869
MED13,0.73059936
NUP153,0.821020108
CCS,0.329202435
CLEC2B,0.3453107
RBX1,0.760767776
THOC1,0.358391423
REC8,0.018936216
RCE1,0.487653178
HNRNPDL,0.531852764
DMTF1,0.59463457
PPP4R1,0.089922422
SLC12A6,0.733635591
PTBP3,0.081157027
DGCR2,0.495620387
CASP8AP2,0.45814377
SCO2,0.719115313
MED6,0.811586172
ACOT8,0.706296166
ABI1,0.539096691
GNPDA1,0.857585823
ZBTB33,0.926890745
TANK,0.604314626
SRA1,0.210158885
HDAC6,0.614560738
HDAC5,0.413323756
PDCD6IP,0.775750705
PDCD6,0.439289278
BCL2L10,0.440237962
SH2B3,0.989057793
GNE,0.800147875
TROAP,0.515748139
MED16,0.194615057
PIGK,0.528270777
CHAF1A,0.454271928
PARP2,0.243650046
PARP3,0.530501196
HMGXB4,0.977592955
TOM1,0.903864686
SH2D3C,0.105228857
RANBP9,0.901337359
DNAJB6,0.214364121
SMC4,0.961237208
UBA2,0.941212867
SAE1,0.76599503
FARSB,0.54650811
ABCB6,0.579880123
DNM1L,0.877690205
ABCF2,0.621831167
COX17,0.942123388
SCAMP2,0.243341653
SCAMP3,0.950158059
IL18BP,0.270365358
RWDD2B,0.847155209
DPP3,0.382769449
SNUPN,0.929656143
HUWE1,0.957555373
TSSC4,0.652627923
PDCD7,0.913941029
PQBP1,0.759045331
CERT1,0.930210054
UST,0.311894619
ARPC5,0.961883415
ARPC4,0.596786449
ARPC3,0.329985226
ARPC1B,0.946153969
ACTR3,0.67765795
ACTR2,0.147619552
TSPAN3,0.368313801
NUBP2,0.669508895
TSFM,0.238671191
PPIF,0.412299161
CTDSP2,0.479476751
ARPC2,0.135820642
RAD50,0.062972793
KIF20A,0.570841447
PREB,0.825285519
HIPK3,0.83502614
FEM1B,0.680579053
ACTR1B,0.546237898
ACTR1A,0.680970413
RASGRP1,0.815207173
DNAL4,0.544900109
ZNF263,0.267224874
LRPPRC,0.983572378
PDIA6,0.390700249
TRAP1,0.976240535
OPTN,0.901987141
BCAP31,0.834209963
NAMPT,0.383682275
RBM12,0.678085881
YAF2,0.900679682
ARFRP1,0.594819345
TOB1,0.112359904
AKAP9,0.308163172
G3BP1,0.605233703
SUGP2,0.129084639
EBI3,0.848248917
MBNL2,0.629333367
CEBPZ,0.411403658
PLXNC1,0.507315155
TRIM28,0.634742556
ATP6AP2,0.238022583
LPAR6,0.53572353
LPCAT3,0.767287084
WASF2,0.732992144
SLC25A13,0.966496105
SLC25A15,0.766144947
ZNF197,0.462482363
SERF2,0.953175211
RCL1,0.453166214
ZNF256,0.527464365
CNIH1,0.73073299
RBM7,0.040927521
RBM6,0.152525685
RBM5,0.631372493
LHFPL2,0.527117452
TNK2,0.529973426
ALYREF,0.798722318
TXNDC9,0.492268874
RNF41,0.98164785
TSHZ1,0.971124478
ALG3,0.707897456
PRMT3,0.490559723
PSME3,0.863676928
MPHOSPH9,0.941216515
MPHOSPH10,0.08354719
MPHOSPH6,0.302193823
NME6,0.986389245
NUTF2,0.896464868
TRIM13,0.350142263
USPL1,0.155676403
EIF1,0.468718966
TOPORS,0.029018338
FLOT1,0.200861391
DDX39A,0.38548757
PSMD14,0.040436948
TRIB1,0.685720013
PLIN3,0.586049361
MFSD10,0.321099957
STX6,0.854429068
COQ7,0.176685562
HNRNPR,0.678470255
SLC35B1,0.794862608
DCAF7,0.404648218
AP3S2,0.804837123
MRPS31,0.938467088
CALCOCO2,0.030318293
GPHN,0.215608057
RABEPK,0.174648396
TIMM17B,0.256232091
RIDA,0.860282353
POP7,0.392260044
SRRM1,0.102829698
STAM2,0.097600135
ABCC4,0.839554128
DENND4A,0.569427697
SF3B4,0.645613741
CDK2AP2,0.912182284
ZMPSTE24,0.17394054
AKAP8,0.238545962
FSTL3,0.814039588
STUB1,0.850581535
STAG1,0.679039161
NET1,0.810620158
UBE4B,0.281990904
SIGMAR1,0.6106521
BET1,0.853294363
CWC27,0.316228581
SAP18,0.643458719
SMNDC1,0.920819781
BCAS2,0.833863475
RGS19,0.161486237
EIF1B,0.495242843
SF3A1,0.357762554
TRAIP,0.678995421
DNAJA2,0.490548817
BCKDK,0.906608506
MAEA,0.785184416
MARCHF6,0.203035295
KATNB1,0.698791562
DLEU1,0.431718257
SNAPC5,0.146892351
APBB3,0.519740333
ZNF267,0.43919719
VPS26C,0.3343527
TCIRG1,0.242311715
RTN3,0.821965654
LANCL1,0.717130831
TNIP1,0.745121919
IKZF1,0.769854928
SMYD5,0.393456766
RRAGB,0.590216877
AKR1A1,0.293496278
EMC8,0.148680634
RXYLT1,0.358908167
CNPY2,0.598625188
TLR6,0.186079063
PCGF3,0.36085752
TFG,0.995010192
TRIM22,0.322916587
ABCA7,0.159913183
WARS2,0.77505316
HMGB1P5,0.930515653
NPM3,0.324812381
HMG20B,0.826983845
HMG20A,0.245032893
MICU1,0.777966749
CITED2,0.975312147
TUBA1B,0.710446392
IRF9,0.559894772
BPNT1,0.937503355
TUBB4B,0.640910072
BTN3A3,0.851194853
BTN2A2,0.759133278
CEPT1,0.400641635
ANAPC10,0.925686654
ATP8A1,0.21223509
MYL9,0.434822539
RACK1,0.882333672
PEMT,0.303638379
PIAS3,0.782307173
ST3GAL6,0.534857671
NDC80,0.762683262
WFDC2,0.827461712
BASP1,0.21668843
IFITM3,0.250234571
NSA2,0.514070394
PRMT5,0.746177419
CD2BP2,0.986221423
UBAC1,0.556186988
CDIPT,0.510659943
PGRMC2,0.714915618
ARIH2,0.122357901
TUBGCP3,0.041536467
