,Gene ID
1737,MAP2K6
1738,MAP2K7
1739,EIF2AK2
1740,DNAJC3
1741,THAP12
1742,PRKX
1743,PRNP
1744,PRPS1
1745,PRPS2
1746,PRPSAP1
1747,PRPSAP2
1748,LGMN
1749,PSAP
1750,PSEN1
1751,PSEN2
1752,PSKH1
1753,PSMA1
1754,PSMA2
1755,PSMA3
1756,PSMA4
1757,PSMA5
1758,PSMA6
1759,PSMA7
1760,PSMB1
1761,PSMB2
1762,PSMB3
1763,PSMB4
1764,PSMB5
1765,PSMB6
1766,PSMB7
1767,PSMB8
1768,PSMB9
1769,PSMB10
1770,PSMC1
1771,PSMC2
1772,PSMC3
1773,PSMC4
1774,PSMC5
1775,PSMC6
1776,PSMD1
1777,PSMD2
1778,PSMD3
1779,PSMD4
1780,PSMD5
1781,PSMD7
1782,PSMD8
1783,PSMD9
1784,PSMD10
1785,PSMD11
1786,PSMD12
1787,PSMD13
1788,PSME1
1789,PSME2
1790,PSPH
1791,PTAFR
1792,PTBP1
1793,PTEN
1794,PTK2
1795,TWF1
1796,PTMA
1797,PTMAP2
1798,PTMAP4
1799,PTMS
1800,QSOX1
1801,PTPN1
1802,PTPN2
1803,PTPN6
1804,PTPN7
1805,PTPN9
1806,PTPN11
1807,PTPN12
1808,PTPRA
1809,PTPRC
1810,PTPRCAP
1811,PTPRS
1812,PTS
1813,RAD1
1814,PURA
1815,PURB
1816,PVT1
1817,PWP2
1818,PEX19
1819,ABCD3
1820,ABCD4
1821,PXMP2
1822,PEX2
1823,PEX5
1824,PYCR1
1825,ALDH18A1
1826,PCYT2
1827,PYGB
1828,QARS1
1829,QDPR
1830,RAB1A
1831,RAB2A
1832,RGL2
1833,RAB4A
1834,RAB5A
1835,RAB5B
1836,RAB6A
1837,MAP4K2
1838,RAB13
1839,RAB27A
1840,RABGGTA
1841,RABGGTB
1842,RABIF
1843,RAB5C
1844,RAC1
1845,RAC2
1846,RAD9A
1847,RAD17
1848,RAD21
1849,RAD23A
1850,RAD23B
1851,RAD51
1852,RAD51C
1853,RAD51B
1854,RAD51D
1855,RAF1
1856,RALA
1857,RALB
1858,RALGDS
1859,RAN
1860,RANBP1
1861,RANBP2
1862,RANGAP1
1863,RAP1A
1864,RAP1B
1865,RAP1GDS1
1866,RAP2A
1867,RAP2B
1868,RARA
1869,RARS1
1870,PLAAT4
1871,RASA1
1872,RASA2
1873,RB1
1874,ARID4A
1875,KDM5A
1876,RBBP4
1877,RBBP5
1878,RBBP6
1879,RBBP7
1880,RBBP8
1881,RBL1
1882,RBL2
1883,RBM3
1884,RBM4
1885,RCN1
1886,RCN2
1887,RDX
1888,RECQL
1889,REL
1890,RELA
1891,RELB
1892,UPF1
1893,DPF2
1894,REST
1895,REV3L
1896,RFC1
1897,RFC2
1898,RFC3
1899,RFC4
1900,RFC5
1901,RFNG
1902,TRIM27
1903,RFX5
1904,RGS1
1905,RGS2
1906,RGS3
1907,RGS10
1908,RGS13
1909,RGS16
1910,RHEB
1911,RING1
1912,RIT1
1913,RLF
1914,RMRP
1915,RN7SL1
1916,RN7SL4P
1917,RNASE6
1918,RNASEL
1919,SNORA63
1920,SNORA62
1921,RNF2
1922,BRD2
1923,RNF4
1924,RNF5
1925,RNF6
1926,RNH1
1927,RNPEP
1928,ABCE1
1929,RNU1-4
1930,SNORD15A
1931,SNORA73A
1932,SNORD20
1933,RNY1
1934,RNY3
1935,ROBO1
1936,ROCK1
1937,RP9
1938,RP2
1939,RPA1
1940,RPA2
1941,RPA3
1942,RPE
1943,RPL3
1944,RPL4
1945,RPL5
1946,RPL9P7
1947,RPL6
1948,RPL7
1949,RPL7A
1950,RPL8
1951,RPL9
1952,RPL10
1953,RPL11
1954,RPL12
1955,RPL13
1956,RPL15
1957,RPL17
1958,RPL18
1959,RPL18A
1960,RPL19
1961,RPL21
1962,RPL22
1963,RPL23A
1964,MRPL23
1965,RPL24
1966,RPL26
1967,RPL27
1968,RPL30
1969,RPL27A
1970,RPL28
1971,RPL29
1972,RPL31
1973,RPL32
1974,RPL34
1975,RPL35A
1976,RPL36AL
1977,RPL37
1978,RPL37A
1979,RPL38
1980,RPL39
1981,RPL41
1982,RPL41P5
1983,RPL36A
1984,RPL7P1
1985,RPLP0
1986,RPLP1
1987,RPLP2
1988,MRPL12
1989,MRPS12
1990,RPN1
1991,RPN2
1992,RPS2
1993,RPS3
1994,RPS3A
1995,RPS4X
1996,RPS4Y1
1997,RPS5
1998,RPS6
1999,RPS6KA1
2000,RPS6KA3
2001,RPS6KB1
2002,RPS6KB2
2003,RPS7
2004,RPS8
2005,RPS9
2006,RPS10
2007,RPS11
2008,RPS12
2009,RPS13
2010,RPS14
2011,RPS15
2012,RPS15A
2013,RPS16
2014,RPS17
2015,RPS18
2016,RPS19
2017,RPS20
2018,RPS21
2019,RPS23
2020,RPS24
2021,RPS25
2022,RPS26
2023,RPS27
2024,RPS27A
2025,RPS28
2026,RPS29
2027,RRBP1
2028,RREB1
2029,RRM1
2030,RRM2
2031,RTKN
2032,CLIP1
2033,RSU1
2034,RXRA
2035,RXRB
2036,RYK
2037,S100A4
2038,S100A6
2039,S100A11
2040,S100A13
2041,VPS52
2042,SAFB
2043,ACSM3
2044,MAPK12
2045,SARS1
2046,TSPAN31
2047,SAT1
2048,SBF1
2049,MSMO1
2050,SC5D
2051,ATXN1
2052,ATXN2
2053,ATXN7
2054,SCD
2055,SCO1
2056,SCP2
2057,CCL3
2058,CCL3L1
2059,CCL4
2060,CCL5
2061,CCL17
2062,CCL22
2063,XCL1
2064,SDC1
2065,SDCBP
2066,SDF2
2067,SDHA
2068,SDHB
2069,SDHC
2070,SDHD
2071,SEC13
2072,SEC14L1
2073,TRAPPC2
2074,SEL1L
2075,SELL
2076,SELPLG
2077,SELENOW
2078,MAP2K4
2079,SET
2080,SETMAR
2081,SFPQ
2082,SRSF1
2083,SRSF2
2084,SRSF3
2085,SRSF4
2086,SRSF5
2087,SRSF6
2088,SRSF7
2089,SFSWAP
2090,TRA2B
2091,SGK1
2092,SGTA
2093,SH3BGRL
2094,SH3BP2
2095,SH3GL1
2096,SHC1
2097,FBXW4
2098,SHMT1
2099,SHMT2
2100,SIAH1
2101,SIAH2
2102,ST6GAL1
2103,ST3GAL2
2104,ST3GAL3
2105,STIL
2106,SIPA1
2107,SKIL
2108,SKIV2L
2109,SKP1
2110,SKP2
2111,SLAMF1
2112,SLC1A1
2113,SLC1A4
2114,SLC1A5
2115,SLC2A1
2116,SLC2A3
2117,SLC2A5
2118,SLC3A2
2119,SLC4A2
2120,SMTN
2121,SLC5A3
2122,SLC6A6
2123,SLC7A1
2124,SLC12A2
2125,SLC12A4
2126,SLC16A1
2127,SLC19A1
2128,SLC20A1
2129,SLC25A1
2130,SMARCA2
2131,HLTF
2132,SMARCA4
2133,SMARCB1
2134,SMARCC1
2135,SMARCC2
2136,SMARCD1
2137,SMARCD2
2138,SMARCE1
2139,SMN1
2140,SMN2
2141,SMPD1
2142,SMPD2
2143,SMS
2144,SUMO3
2145,SUMO2
2146,SNAPC1
2147,SNAPC2
2148,SNAPC3
2149,SNAPC4
2150,FSCN1
2151,SNRNP70
2152,SNRPA
2153,SNRPA1
2154,SNRPB
2155,SNRPB2
2156,SNRPC
2157,SNRPD1
2158,SNRPD2
2159,SNRPD3
2160,SNRPE
2161,SNRPF
2162,SNRPG
2163,SNRPN
2164,SNX1
2165,SNX2
2166,SOAT1
2167,SOD1
2168,SOD2
2169,CAPN15
2170,SON
2171,SORD
2172,SORL1
2173,SOS1
2174,SOS2
2175,SOX4
2176,SOX9
2177,SP1
2178,SP3
2179,SP4
2180,SP100
2181,SPAG1
2182,UAP1
2183,SPARC
2184,SPAST
2185,SPG7
2186,SPI1
2187,SPIB
2188,SPN
2189,SPR
2190,SPTAN1
2191,SPTBN1
2192,SQLE
2193,SRC
2194,SRI
2195,SREBF1
2196,SREBF2
2197,SRF
2198,SRM
2199,SRP9
2200,SRP14
2201,SRP19
2202,SRP54
2203,SRP68
2204,SRP72
2205,SRPK1
2206,SRPK2
2207,SRPRA
2208,TRIM21
2209,RO60
2210,SSB
2211,SSBP1
2212,ITPRID2
2213,SSR1
2214,SSR2
2215,SSR3
2216,SSR4
2217,SSRP1
2218,SS18
2219,ST13
2220,STAT1
2221,STAT2
2222,STAT3
2223,STAT5A
2224,STAT5B
2225,STAT6
2226,STAU1
2227,HSPA13
2228,STIM1
2229,NEK4
2230,STK3
2231,STK4
2232,AURKA
2233,STK10
2234,STK11
2235,STRN
2236,STX4
2237,STX5
2238,STXBP2
2239,STXBP3
2240,STYX
2241,SUOX
2242,SUPT4H1
2243,SUPT5H
2244,SUPT6H
2245,SUPV3L1
2246,SURF1
2247,SURF2
2248,SURF4
2249,MED22
2250,SURF6
2251,SUV39H1
2252,VAMP1
2253,VAMP2
2254,VAMP7
2255,SYK
2256,SYPL1
2257,TBXT
2258,TACC1
2259,ADAM17
2260,TADA2A
2261,TAF1
2262,TAF2
2263,TAF4B
2264,TAF5
2265,TAF6
2266,TAF7
2267,TAF9
2268,TAF10
2269,TAF11
2270,TAF12
2271,TAF13
2272,MAP3K7
2273,TALDO1
2274,TAP1
2275,TAP2
2276,TAPBP
2277,TARBP1
2278,TARBP2
2279,TARS1
2280,TAZ
2281,TBCA
2282,TBCC
2283,TBCD
2284,TBCE
2285,TBL1X
2286,TBP
2287,TBXAS1
2288,TCEA1
2289,ELOC
2290,ELOB
2291,ELOA
2292,TCF4
2293,HNF1B
2294,TCF3
2295,TCF7
2296,ZEB1
2297,GCFC2
2298,TCF12
2299,TCF19
2300,TCF20
2301,VPS72
2302,MLX
2303,TCN2
2304,TCOF1
2305,TCP1
2306,TCTA
2307,DYNLT3
2308,PPP1R11
2309,DYNLT1
2310,TDG
2311,PRDX2
2312,TEAD4
2313,TEC
2314,TMBIM6
2315,TEP1
2316,TERC
2317,TERF1
2318,TERF2
2319,TESK1
2320,TFAM
2321,TFAP4
2322,TFCP2
2323,TFDP1
2324,TFDP2
2325,TFE3
2326,TFRC
2327,TGFB1
2328,TGFBR1
2329,TGFBR3
2330,THOP1
2331,KLF10
2332,TIA1
2333,TIAL1
2334,TIMP1
2335,TK1
2336,TKT
2337,TLE3
2338,TLE4
2339,TLN1
2340,SEC62
2341,TLR1
2342,GPR137B
2343,TM7SF2
2344,TRAPPC10
2345,TMF1
2346,TMOD1
2347,TMPO
2348,TMSB4X
2349,TMSB4XP1
2350,TMSB4XP8
2351,TMSB4XP4
2352,TMSB4XP6
2353,TNF
2354,TNFAIP1
2355,TNFAIP2
2356,TNFAIP3
2357,TNFRSF1A
2358,TNFRSF1B
2359,TOP1
2360,TOP2A
2361,TRA-TGC7-1
2362,TOP2B
2363,TOP3A
2364,TP53
2365,TP53BP1
2366,TP53BP2
2367,TP73
2368,TPD52
2369,TPD52L2
2370,TPI1
2371,TPM3
2372,TPM4
2373,TPMT
2374,TPP2
2375,TPR
2376,TPT1
2377,NR2C1
2378,NR2C2
2379,HSP90B1
2380,TRAF1
2381,TRAF2
2382,TRAF3
2383,TRAF5
2384,CCT3
2385,TRIO
2386,TRIP6
2387,TRL-TAG1-1
2388,TRN-GTT2-1
2389,TRP-AGG2-6
2390,TRR-ACG1-2
2391,TRV-AAC1-4
2392,TSN
2393,TSC1
2394,TSC2
2395,TSG101
2396,TSNAX
2397,TSPYL1
2398,EIPR1
2399,TST
2400,TSTA3
2401,TTC1
2402,DNAJC7
2403,TTC3
2404,TTC4
2405,TTF1
2406,TTK
2407,TUBA4A
2408,TUBB2A
2409,TUBG1
2410,TUFM
2411,TULP3
2412,HIRA
2413,TNFSF4
2414,TXN
2415,TXNRD1
2416,TYK2
2417,TYMS
2418,U2AF1
2419,UBA52
2420,UBB
2421,UBC
2422,UBA1
2423,UBA7
2424,UBE2A
2425,UBE2B
2426,UBE2D1
2427,UBE2D2
2428,UBE2D3
2429,UBE2E1
2430,UBE2E2
2431,UBE2G1
2432,UBE2G2
2433,UBE2H
2434,UBE2I
2435,UBE2L3
2436,UBE2N
2437,UBE2V1
2438,UBE2V2
2439,UBE3A
2440,SUMO1
2441,UBP1
2442,UBTF
2443,UCHL1
2444,UCHL3
2445,UCP2
2446,UFD1
2447,SLC35A2
2448,UGCG
2449,UGDH
2450,UGP2
2451,UGT2B15
2452,UGT2B17
2453,UCK2
2454,UMPS
2455,UNG
2456,USP4
2457,NR1H2
2458,UQCRB
2459,UQCRC1
2460,UQCRC2
2461,UQCRFS1
2462,UQCRH
2463,UROD
2464,UROS
2465,USF1
2466,USF2
2467,USP1
2468,UTRN
2469,KDM6A
2470,UTY
2471,UVRAG
2472,VARS1
2473,VASP
2474,VAV1
2475,VAV2
2476,VBP1
2477,VCL
2478,VCP
2479,VDAC1
2480,VDAC2
2481,VDAC3
2482,VDR
2483,VEGFA
2484,VEGFB
2485,VHL
2486,EZR
2487,VIM
2488,VRK1
2489,VRK2
2490,WARS1
2491,WAS
2492,WIPF1
2493,EIF4H
2494,CLIP2
2495,LAT2
2496,WEE1
2497,NSD2
2498,NELFA
2499,GET1
2500,WRN
2501,XBP1
2502,XIST
2503,XPA
2504,XPC
2505,XPNPEP1
2506,XPO1
2507,XRCC1
2508,XRCC2
2509,XRCC3
2510,XRCC4
2511,XRCC5
2512,YES1
2513,YY1
2514,YWHAB
2515,YWHAE
2516,YWHAG
2517,YWHAH
2518,YWHAZ
2519,SF1
2520,ZFP36
2521,ZBTB14
2522,ZFPL1
2523,ZFX
2524,ZFY
2525,ZNF3
2526,ZNF7
2527,CNBP
2528,ZNF12
2529,ZNF14
2530,ZNF708
2531,ZNF17
2532,ZNF18
2533,ZNF182
2534,ZNF22
2535,ZNF23
2536,ZNF24
2537,ZNF28
2538,ZNF32
2539,ZNF33A
2540,ZNF33B
2541,ZNF35
2542,ZKSCAN1
2543,ZNF37A
2544,ZSCAN21
2545,ZNF41
2546,ZNF43
2547,ZNF45
2548,ZBTB25
2549,ZNF75A
2550,ZNF76
2551,ZNF79
2552,ZNF84
2553,ZNF85
2554,ZNF91
2555,ZNF121
2556,ZNF124
2557,ZNF131
2558,ZNF133
2559,ZNF134
2560,ZNF136
2561,ZNF138
2562,ZNF140
2563,ZNF141
2564,ZNF142
2565,ZNF143
2566,ZNF146
2567,TRIM25
2568,ZNF148
2569,ZBTB17
2570,VEZF1
2571,TRIM26
2572,ZNF174
2573,ZNF180
2574,RNF113A
2575,ZNF184
2576,ZSCAN26
2577,ZNF189
2578,ZKSCAN8
2579,ZSCAN9
2580,ZNF195
2581,ZMYM2
2582,ZNF200
2583,ZNF202
2584,ZNF207
2585,ZNF215
2586,ZFAND5
2587,ZNF217
2588,ZNF224
2589,ZNF226
2590,ZNF227
2591,ZNF232
2592,SLC30A1
2593,ZYX
2594,LUZP1
2595,PRDM2
2596,PTP4A1
2597,LRP8
2598,LAPTM5
2599,CSDE1
2600,DAP3
2601,BTG2
2602,ALMS1
2603,MOGS
2604,RNF103
2605,TUBA1A
2606,CXCR4
2607,BRPF1
2608,IFRD2
2609,MAPKAPK3
2610,SLMAP
2611,MANF
2612,USP7
2613,RAB7A
2614,SLBP
2615,ST8SIA4
2616,REEP5
2617,DEK
2618,ALDH5A1
2619,PRRC2A
2620,BAG6
2621,GPANK1
2622,DDX39B
2623,ABHD16A
2624,SLC39A7
2625,HSD17B8
2626,NELFE
2627,LST1
2628,TFEB
2629,AIMP2
2630,MAFK
2631,MTERF1
2632,SEM1
2633,ST7
2634,ZNF212
2635,UBXN8
2636,KAT6A
2637,NUP214
2638,STAM
2639,MLLT10
2640,CCDC6
2641,NCOA4
2642,SLC25A16
2643,SHOC2
2644,RASSF7
2645,PDHX
2646,CUL5
2647,PTP4A2
2648,USP5
2649,MLF2
2650,AAAS
2651,FXR1
2652,YEATS4
2653,CDK2AP1
2654,IFT88
2655,PABPN1
2656,TCL1A
2657,ANP32A
2658,NPRL3
2659,SLC7A5
2660,TAF15
2661,COIL
2662,AKAP1
2663,SF3A2
2664,ELL
2665,SYMPK
2666,CLPP
2667,MKKS
2668,NCOA3
2669,NRIP1
2670,CHAF1B
2671,GATD3A
2672,LZTR1
2673,ESS2
2674,GTPBP6
2675,PUDP
2676,AKAP17A
2677,ZRSR2
2678,USP11
2679,USP9X
2680,RBM10
2681,KDM5C
2682,SMC1A
2683,NAA10
2684,F8A1
2685,UBL4A
2686,LAGE3
2687,SLC10A3
2688,KDM5D
2689,USP9Y
2690,ARID1A
2691,SERF1A
2692,H4C9
2693,TRRAP
2694,PICALM
2695,SNN
2696,ACOX3
2697,AXIN1
2698,BAP1
2699,BRAP
2700,CDC7
2701,CDC45
2702,H2AC13
2703,H2AC15
2704,H2AC14
2705,H2AC16
2706,H2AC6
2707,H2AC4
2708,H2AC17
2709,H2AC18
2710,H2AC20
2711,H2BC8
2712,H2BC13
2713,H2BC15
2714,H2BC14
2715,H2BC7
2716,H2BC6
2717,H2BC9
2718,H2BC10
2719,H2BC4
2720,H2BC17
2721,H2BC21
2722,H3C1
2723,H3C4
2724,H3C3
2725,H3C6
2726,H3C11
2727,H3C8
2728,H3C12
2729,H3C10
2730,H3C2
2731,H4C1
2732,H4C4
2733,H4C6
2734,H4C12
2735,H4C11
2736,H4C3
2737,H4C8
2738,H4C2
2739,H4C5
2740,H4C13
2741,H4C14
2742,MAD1L1
2743,PIP5K1A
2744,PIP5K1B
2745,PIP4K2B
2746,PLA2G6
2747,SLC25A11
2748,SPOP
2749,TAGLN2
2750,UXT
2751,EEA1
2752,BCAR3
2753,STX7
2754,CMAHP
2755,SNHG3
2756,ZNF282
2757,STK24
2758,RAD54L
2759,NSMAF
2760,NCK2
2761,GNPAT
2762,DYRK2
2763,DUSP11
2764,DHX16
2765,CUL4B
2766,CUL4A
2767,CUL3
2768,CUL2
2769,CUL1
2770,ATRN
2771,TTF2
2772,TPST2
2773,TPST1
2774,SMARCA5
2775,OGT
2776,CDC42BPA
2777,GPR65
2778,HIRIP3
2779,RAE1
2780,OFD1
2781,SEMA7A
2782,GEMIN2
2783,PPM1D
2784,PPFIBP2
2785,PPFIBP1
2786,RANBP3
2787,PPFIA1
2788,SLC43A1
2789,PKP4
2790,PIK3R3
2791,PEX3
2792,CNTNAP1
2793,ENC1
2794,NIPSNAP1
2795,NDST2
2796,KCNAB2
2797,IKBKG
2798,ELP1
2799,IFITM1
2800,HAT1
2801,GAS7
2802,DGKZ
2803,DGKE
2804,DGKD
2805,YBX3
2806,COPS3
2807,CBX4
2808,API5
2809,AGPS
2810,APOL1
2811,LMO4
2812,PIR
2813,CGGBP1
2814,AP3B1
2815,BLZF1
2816,MAPKAPK5
2817,BHLHE40
2818,PIAS1
2819,CDK10
2820,PRPF18
2821,DEGS1
2822,DENR
2823,THOC5
2824,KMO
2825,YARS1
2826,PDXK
2827,MADD
2828,RRP1
2829,MKNK1
2830,KHSRP
2831,AKR7A2
2832,PRKRA
2833,STK16
2834,TNFSF11
2835,RGS20
2836,NOP14
2837,FAM193A
2838,SLC25A12
2839,RUVBL1
2840,USO1
2841,CDK13
2842,ASMTL
2843,PSMG1
2844,RFXANK
2845,TP63
2846,JRK
2847,SKAP1
2848,RTCA
2849,RNASET2
2850,SSNA1
2851,NCOA1
2852,LAMTOR3
2853,NUMB
2854,SOCS1
2855,DDX3Y
2856,DYNLL1
2857,TNKS
2858,ALDH4A1
2859,EIF3A
2860,EIF3B
2861,EIF3C
2862,EIF3D
2863,EIF3F
2864,EIF3G
2865,EIF3H
2866,EIF3I
2867,EIF3J
2868,EIF4G3
2869,VAMP8
2870,STX16
2871,STX11
2872,STX10
2873,BECN1
2874,PEA15
2875,SRSF9
2876,JRKL
2877,HYAL2
2878,DGAT1
2879,CDC23
2880,S1PR4
2881,B4GALT4
2882,B4GALT3
2883,B4GALT2
2884,TRADD
2885,MBTPS1
2886,EDF1
2887,SNX4
2888,SNX3
2889,URI1
2890,EED
2891,CTNNAL1
2892,ADAM19
2893,GBF1
2894,RNMT
2895,RNGTT
2896,GPAA1
2897,RIPK1
2898,CRADD
2899,TNFSF14
2900,TNFSF10
2901,TNFSF9
2902,ADAM15
2903,ADAM9
2904,CDS2
2905,PABPC4
2906,CD164
2907,TNFRSF14
2908,RAB11A
2909,RIPK2
2910,FADD
2911,SNAP23
2912,NAPG
2913,NAPA
2914,MTMR1
2915,RIOK3
2916,PSPHP1
2917,FPGT
2918,TNFRSF10B
2919,DYRK4
2920,PEX11B
2921,SUCLG2
2922,SUCLG1
2923,SUCLA2
2924,CREG1
2925,TRIM24
2926,IL18R1
2927,CCNK
2928,DPM1
2929,BANF1
2930,DCAF5
2931,DPM2
2932,SAP30
2933,CES2
2934,LIN7A
2935,IQGAP1
2936,CD84
2937,GMPS
2938,TMEM11
2939,SOCS2
2940,GGH
2941,CFLAR
2942,HDAC3
2943,KSR1
2944,ALKBH1
2945,DLEU2
2946,KAT2B
2947,CDK5R1
2948,STK19
2949,LDB1
2950,PER2
2951,IER3
2952,CDC123
2953,ARHGEF7
2954,VNN2
2955,SQSTM1
2956,SGPL1
2957,FUBP1
2958,CDC16
2959,ZPR1
2960,NAE1
2961,SLC5A6
2962,DDX18
2963,TAX1BP1
2964,MCM3AP
2965,EIF2B4
2966,EIF2B3
2967,EIF2B2
2968,EIF2B5
2969,EIF2S2
2970,CPNE3
2971,BUD31
2972,MTMR3
2973,MTMR2
2974,PRPF4B
2975,CPNE1
2976,AP1S2
2977,AP1G2
2978,AP1M1
2979,SGCE
2980,TIMELESS
2981,BCL10
2982,HERC2
2983,HERC1
2984,SNURF
2985,MBD4
2986,MBD2
2987,RTL8C
2988,RAB29
2989,SKAP2
2990,FUBP3
2991,TOP3B
2992,KYNU
2993,AP3D1
2994,BTRC
2995,H3C7
2996,H2AC11
2997,H2BC11
2998,H1-10
2999,USP13
3000,PLOD3
3001,RPS6KA4
3002,ATP6V0E1
3003,LIMD1
3004,TAF1C
3005,TAF1B
3006,TAF1A
3007,SLC25A14
3008,MPZL1
3009,MAP3K14
3010,RNF8
3011,HIP1R
3012,BAZ1B
3013,UBA3
3014,UBE2M
3015,SPAG9
3016,BTAF1
3017,RPL14
3018,DOK2
3019,AIP
3020,PSTPIP2
3021,PSTPIP1
3022,NFS1
3023,PRC1
3024,SLC7A7
3025,SLC7A6
3026,PAPSS1
3027,PIAS2
3028,ASH2L
3029,EIF1AY
3030,PKMYT1
3031,PIGQ
3032,SART1
3033,DNAJA3
3034,UNC119
3035,USP14
3036,USP10
3037,USP8
3038,FCGR2C
3039,MTMR6
3040,MTMR4
3041,NMI
3042,MTA1
3043,LATS1
3044,ATP6V0D1
3045,SEC22C
3046,SLC16A6
3047,SLC16A3
3048,PDLIM1
3049,CNOT9
3050,SMC3
3051,PRPF4
3052,PRPF3
3053,FAM50A
3054,AIFM1
3055,CCNB2
3056,CCNE2
3057,RABEP1
3058,RRP9
3059,ARHGEF1
3060,ATG12
3061,PDCD5
3062,SYNGR2
3063,HGS
3064,NEMF
3065,DYRK1B
3066,CTDP1
3067,EXO1
3068,FIBP
3069,PCSK7
3070,EBAG9
3071,COX7A2L
3072,TMSB10
3073,SCAF11
3074,MAP3K13
3075,AP4M1
3076,ARHGEF2
3077,ZW10
3078,BUB3
3079,DDX21
3080,ZBED1
3081,DEDD
3082,SLC33A1
3083,ZMYM4
3084,ZMYM3
3085,ZMYM6
3086,ZMYM5
3087,LRRFIP1
3088,LRRFIP2
3089,AURKB
3090,XPR1
3091,FCMR
3092,LARGE1
3093,VAPA
3094,MTA2
3095,NOLC1
3096,RAB11B
3097,PTTG1
3098,IL32
3099,CCPG1
3100,TBRG4
3101,PNMA1
3102,MSC
3103,UBE2L6
3104,AIMP1
3105,MFHAS1
3106,PDLIM7
3107,MAPKAPK2
3108,STK17B
3109,STK17A
3110,CYTH3
3111,CYTH2
3112,CYTH1
3113,ITGB1BP1
3114,BCL7C
3115,BCL7B
3116,COPB2
3117,WDR46
3118,ZBTB22
3119,MED14
3120,GPR55
3121,S1PR2
3122,SRSF11
3123,ATP6V1F
3124,SNORD29
3125,SNORD31
3126,SNORD30
3127,SNORD28
3128,SNORD27
3129,SNORD26
3130,SNORD22
3131,CD83
3132,NREP
3133,PTER
3134,COPS2
3135,TRIP13
3136,TRIP12
3137,TRIP11
3138,TRIP10
3139,HMGN3
3140,TRIP4
3141,ZNHIT3
3142,GTF3C5
3143,GTF3C4
3144,GTF3C3
3145,B4GALT6
3146,B4GALT5
3147,CNOT8
3148,TCEAL1
3149,VAMP3
3150,SNAP29
3151,EFTUD2
3152,TAOK2
3153,RPL23
3154,TXNL1
3155,UBE4A
3156,PPIG
3157,LONP1
3158,RAB33A
3159,RAB28
3160,RAB9A
3161,SLC9A3R1
3162,KIF3B
3163,PLAA
3164,TM9SF2
3165,COX5A
3166,GRHPR
3167,COG1
3168,CIAO1
3169,TGFBRAP1
3170,HS6ST1
3171,NMT2
3172,RECQL5
3173,RECQL4
3174,GRAP2
3175,SELENOF
3176,LPXN
3177,ZRANB2
3178,PEX16
3179,SNRNP40
3180,MED21
3181,TJP2
3182,FADS2
3183,DDX23
3184,CYP7B1
3185,CDYL
3186,CHST2
3187,MED23
3188,MED17
3189,MED26
3190,MED27
3191,MED7
3192,QKI
3193,ITM2B
3194,GSTO1
3195,AIM2
3196,LY86
3197,EIF2AK3
3198,ITM2A
3199,GGPS1
3200,ARHGEF6
3201,PICK1
3202,IL27RA
3203,SH3BP5
3204,EIF4E2
3205,THEMIS2
3206,ATG5
3207,ROCK2
3208,NAPSA
3209,MED20
3210,STX8
3211,CHST10
3212,PIGL
3213,PIGB
3214,PGS1
3215,PSMF1
3216,KIF23
3217,SLC4A7
3218,MAGED1
3219,PMPCB
3220,FXR2
3221,LITAF
3222,SPTLC2
3223,TBPL1
3224,NPEPPS
3225,EEF1E1
3226,SCAMP1
3227,TECR
3228,VPS4B
3229,MPDU1
3230,GOSR1
3231,TMEM59
3232,BAG5
3233,BAG4
3234,BAG2
3235,POLR1C
3236,ZNF254
3237,GMFG
3238,EI24
3239,TP53I3
3240,CIR1
3241,APBA3
3242,ATP6V1G1
3243,ATP5MF
3244,SPAG7
3245,MRPL33
3246,MACROH2A1
3247,ATP5MPL
3248,CHD1L
3249,VPS26A
3250,CCL4L2
3251,MINPP1
3252,H6PD
3253,BCAR1
3254,GTPBP1
3255,GOSR2
3256,CLOCK
3257,BABAM2
3258,CDC42BPB
3259,PREPL
3260,APOBEC3B
3261,ENTPD4
3262,RBM39
3263,KIF20B
3264,MAD2L1BP
3265,PRDX6
3266,WTAP
3267,IER2
3268,CYTIP
3269,PITPNM1
3270,PDIA4
3271,NFE2L3
3272,RNF14
3273,NCOR1
3274,NCOR2
3275,RNF7
3276,MTRF1
3277,TRAF4
3278,NUP155
3279,SEC24C
3280,ISG15
3281,FEZ2
3282,FEZ1
3283,ZNF592
3284,IKBKE
3285,MORF4L2
3286,SH3PXD2A
3287,CTR9
3288,PPM1F
3289,GCC2
3290,MTFR1
3291,TTC37
3292,HS2ST1
3293,TTLL4
3294,MDC1
3295,IQCB1
3296,CEP135
3297,LPIN2
3298,MARF1
3299,DZIP3
3300,SAFB2
3301,EIF5B
3302,IPO13
3303,SLC25A44
3304,KIAA0040
3305,TTI1
3306,PPIP5K1
3307,PHF14
3308,FAM53B
3309,DEPDC5
3310,KDM4A
3311,N4BP1
3312,LRRC14
3313,CLINT1
3314,VGLL4
3315,NUP93
3316,BZW1
3317,UBE3C
3318,PRORP
3319,RAPGEF2
3320,EMC2
3321,EDEM1
3322,TRAM2
3323,PUM1
3324,ESPL1
3325,PPP6R2
3326,CEP57
3327,KIAA0100
3328,DHX34
3329,HERPUD1
3330,KIAA0355
3331,RUBCN
3332,USP6NL
3333,AQR
3334,TMEM63A
3335,ZNF646
