,p value
ZNF76,0.121210129
ZNF79,0.504401722
ZNF84,0.069126543
ZNF85,0.688569055
ZNF91,0.672757377
ZNF121,0.709939388
ZNF124,0.781845465
ZNF131,0.2271994
ZNF133,0.015120346
ZNF134,0.823468832
ZNF136,0.981949724
ZNF138,0.023836383
ZNF140,0.036101684
ZNF141,0.585541776
ZNF142,0.281080445
ZNF143,0.903720631
ZNF146,0.450374667
TRIM25,0.828970312
ZNF148,0.511899964
ZBTB17,0.148265535
VEZF1,0.21560795
TRIM26,0.658339332
ZNF174,0.860251389
ZNF180,0.524931605
RNF113A,0.979524058
ZNF184,0.541467889
ZSCAN26,0.00240675
ZNF189,0.510444361
ZKSCAN8,0.060471747
ZSCAN9,0.121237122
ZNF195,0.640759922
ZMYM2,0.395330402
ZNF200,0.603859507
ZNF202,0.934815126
ZNF207,0.104263422
ZNF215,0.714267151
ZFAND5,0.551144541
ZNF217,0.614624183
ZNF224,0.603116514
ZNF226,0.075214561
ZNF227,0.23113877
ZNF232,0.820956001
SLC30A1,0.667988206
ZYX,0.306421815
LUZP1,0.557908848
PRDM2,0.540705159
PTP4A1,0.830624173
LRP8,0.371766203
LAPTM5,0.808337741
CSDE1,0.171060764
DAP3,0.275582889
BTG2,0.856787143
ALMS1,0.545749367
MOGS,0.981409292
RNF103,0.846252586
TUBA1A,0.373474094
CXCR4,0.649894509
BRPF1,0.006012075
IFRD2,0.678861077
MAPKAPK3,0.089512589
SLMAP,0.873618137
MANF,0.863947972
USP7,0.925252018
RAB7A,0.394591051
SLBP,0.191279373
ST8SIA4,0.443504726
REEP5,0.129188526
DEK,0.883403651
ALDH5A1,0.953323053
PRRC2A,0.94912714
BAG6,0.117659834
GPANK1,0.580023976
DDX39B,0.718073233
ABHD16A,0.56738736
SLC39A7,0.948931338
HSD17B8,0.128094804
NELFE,0.848148661
LST1,0.419984846
TFEB,0.899314772
AIMP2,0.506716416
MAFK,0.042137839
MTERF1,0.76876248
SEM1,0.006752699
ST7,0.921416956
ZNF212,0.964906941
UBXN8,0.601053371
KAT6A,0.198922873
NUP214,0.339137077
STAM,0.569940454
MLLT10,0.394616562
CCDC6,0.921970023
NCOA4,0.094181648
SLC25A16,0.449714956
SHOC2,0.809146327
RASSF7,0.336357463
PDHX,0.912651268
CUL5,0.103646498
PTP4A2,0.823408102
USP5,0.68629666
MLF2,0.083232923
AAAS,0.646583409
FXR1,0.0581354
YEATS4,0.371213101
CDK2AP1,0.350843949
IFT88,0.921054893
PABPN1,0.008238748
TCL1A,0.912842402
ANP32A,0.169033836
NPRL3,0.68743989
SLC7A5,0.059911145
TAF15,0.323324637
COIL,0.649464176
AKAP1,0.365863806
SF3A2,0.195581262
ELL,0.187052747
SYMPK,0.229503209
CLPP,0.00130162
MKKS,0.194111047
NCOA3,0.779361918
NRIP1,0.286331987
CHAF1B,0.759761434
GATD3A,0.210628096
LZTR1,0.247840626
ESS2,0.084485906
GTPBP6,0.269976163
PUDP,0.666741625
AKAP17A,0.282678573
ZRSR2,0.292083502
USP11,0.76671365
USP9X,0.721579217
RBM10,0.285754791
KDM5C,0.626243491
SMC1A,0.859087083
NAA10,0.929792297
F8A1,0.206874685
UBL4A,0.107311236
LAGE3,0.594391711
SLC10A3,0.918843048
KDM5D,0.999688773
USP9Y,0.978959183
ARID1A,0.715381994
SERF1A,0.600698235
H4C9,0.956961216
TRRAP,0.839370249
PICALM,0.700641273
SNN,0.712594313
ACOX3,0.5572029
AXIN1,0.335273063
BAP1,0.014538337
BRAP,0.037320426
CDC7,0.86355169
CDC45,0.424681268
H2AC13,0.67705029
H2AC15,0.935421143
H2AC14,0.447558687
H2AC16,0.504626803
H2AC6,0.206869015
H2AC4,0.715624319
H2AC17,0.298424855
H2AC18,0.274722922
H2AC20,0.260282768
H2BC8,0.295174317
H2BC13,0.281720659
H2BC15,0.225648893
H2BC14,0.079719944
H2BC7,0.308809751
H2BC6,0.319274606
H2BC9,0.370594906
H2BC10,0.323683202
H2BC4,0.486179715
H2BC17,0.133743331
H2BC21,0.444616479
H3C1,0.29779683
H3C4,0.16263181
H3C3,0.073476008
H3C6,0.284582158
H3C11,0.289761211
H3C8,0.688866894
H3C12,0.653818944
H3C10,0.260026802
H3C2,0.518095712
H4C1,0.813839778
H4C4,0.435035812
H4C6,0.737173355
H4C12,0.804019191
H4C11,0.878681088
H4C3,0.824648224
H4C8,0.236675847
H4C2,0.724894821
H4C5,0.885818894
H4C13,0.911616246
H4C14,0.188881387
MAD1L1,0.671057048
PIP5K1A,0.747481873
PIP5K1B,0.857096074
PIP4K2B,0.964922202
PLA2G6,0.09056324
SLC25A11,0.645278466
SPOP,0.355428091
TAGLN2,0.683486747
UXT,0.205113532
EEA1,0.178978435
BCAR3,0.946295311
STX7,0.880329931
CMAHP,0.145574116
SNHG3,0.050965153
ZNF282,0.007671551
STK24,0.174441367
RAD54L,0.681229671
NSMAF,0.398285234
NCK2,0.736626637
GNPAT,0.129500296
DYRK2,0.789799283
DUSP11,0.61326171
DHX16,0.926969103
CUL4B,0.563149802
CUL4A,0.302658314
CUL3,0.287495401
CUL2,0.519053603
CUL1,0.893614519
ATRN,0.09168129
TTF2,0.185367191
TPST2,0.787488767
TPST1,0.830860152
SMARCA5,0.04730505
OGT,0.475288987
CDC42BPA,0.977687885
GPR65,0.984268522
HIRIP3,0.319709835
RAE1,0.273429706
OFD1,0.44733908
SEMA7A,0.849161379
GEMIN2,0.662890131
PPM1D,0.950652739
PPFIBP2,0.764638489
PPFIBP1,0.18329066
RANBP3,0.194902163
PPFIA1,0.576691163
SLC43A1,0.334844121
PKP4,0.170618923
PIK3R3,0.654725963
PEX3,0.784388779
CNTNAP1,0.755620388
ENC1,0.467560911
NIPSNAP1,0.881430994
NDST2,0.783038056
KCNAB2,0.55898815
IKBKG,0.721342951
ELP1,0.628208959
IFITM1,0.429655707
HAT1,0.352774768
GAS7,0.848092559
DGKZ,0.836929147
DGKE,0.044016496
DGKD,0.268999637
YBX3,0.238868447
COPS3,0.240480708
CBX4,0.003393898
API5,0.097062721
AGPS,0.210727426
APOL1,0.200594316
LMO4,0.990024074
PIR,0.745399333
CGGBP1,0.177027002
AP3B1,0.704972679
BLZF1,0.52847583
MAPKAPK5,0.359986083
BHLHE40,0.970822929
PIAS1,0.280247153
CDK10,0.664227055
PRPF18,0.525296031
DEGS1,0.924724971
DENR,0.50066481
THOC5,0.423900947
KMO,0.621011219
YARS1,0.551436766
PDXK,0.262757305
MADD,0.553741158
RRP1,0.178148472
MKNK1,0.994849881
KHSRP,0.869011993
AKR7A2,0.935510401
PRKRA,0.538794597
STK16,0.404607605
TNFSF11,0.759807512
RGS20,0.262505741
NOP14,0.84368525
FAM193A,0.655167813
SLC25A12,0.654441909
RUVBL1,0.675951987
USO1,0.041359218
CDK13,0.087531498
ASMTL,0.921529266
PSMG1,0.589029552
RFXANK,0.654025022
TP63,0.67644395
JRK,0.912185948
SKAP1,0.573009672
RTCA,0.6720033
RNASET2,0.501127476
SSNA1,0.369701387
NCOA1,0.713013831
LAMTOR3,0.756106781
NUMB,0.298627905
SOCS1,0.881076646
DDX3Y,0.997214514
DYNLL1,0.395342745
TNKS,0.684879414
ALDH4A1,0.774405085
EIF3A,0.022061842
EIF3B,0.283815754
EIF3C,0.59432423
EIF3D,0.418836702
EIF3F,0.393432499
EIF3G,0.331296888
EIF3H,0.258975866
EIF3I,0.607612554
EIF3J,0.334396478
EIF4G3,0.901534851
VAMP8,0.174510144
STX16,0.817821254
STX11,0.969588743
STX10,0.070162665
BECN1,0.095363726
PEA15,0.763381234
SRSF9,0.863588356
JRKL,0.396756229
HYAL2,0.975371241
DGAT1,0.360775565
CDC23,0.364586743
S1PR4,0.459477044
B4GALT4,0.846973339
B4GALT3,0.163731902
B4GALT2,0.637811661
TRADD,0.483932278
MBTPS1,0.893102195
EDF1,0.677094614
SNX4,0.881996234
SNX3,0.17079289
URI1,0.446205299
EED,0.755408551
CTNNAL1,0.994273335
ADAM19,0.244467968
GBF1,0.669174348
RNMT,0.627670612
RNGTT,0.671629506
GPAA1,0.23512072
RIPK1,0.822348264
CRADD,0.512672492
TNFSF14,0.822161084
TNFSF10,0.995026393
TNFSF9,0.735221063
ADAM15,0.565255955
ADAM9,0.034822135
CDS2,0.282167655
PABPC4,0.771039161
CD164,0.816322851
TNFRSF14,0.739082224
RAB11A,0.996249126
RIPK2,0.53684718
FADD,0.286163164
SNAP23,0.461878982
NAPG,0.216303282
NAPA,0.604583926
MTMR1,0.785138897
RIOK3,0.577414222
PSPHP1,0.806180522
FPGT,0.376466729
TNFRSF10B,0.839493884
DYRK4,0.297049965
PEX11B,0.227532845
SUCLG2,0.763576403
SUCLG1,0.365638561
SUCLA2,0.846017643
CREG1,0.236081548
TRIM24,0.264762103
IL18R1,0.296413535
CCNK,0.944719758
DPM1,0.736966753
BANF1,0.203217712
DCAF5,0.996965697
DPM2,0.181208762
SAP30,0.710561668
CES2,0.808354992
LIN7A,0.495511406
IQGAP1,0.236008489
CD84,0.421870001
GMPS,0.236677757
TMEM11,0.943000583
SOCS2,0.464995165
GGH,0.708117321
CFLAR,0.380906683
HDAC3,0.506844056
KSR1,0.646533009
ALKBH1,0.485354082
DLEU2,0.176235364
KAT2B,0.031540495
CDK5R1,0.65513273
STK19,0.873717536
LDB1,0.294468794
PER2,0.376564769
IER3,0.812287852
CDC123,0.736257334
ARHGEF7,0.960346596
VNN2,0.665079492
SQSTM1,0.305521291
SGPL1,0.17756818
FUBP1,0.535627075
CDC16,0.311761262
ZPR1,0.477442641
NAE1,0.252716008
SLC5A6,0.301824452
DDX18,0.347189808
TAX1BP1,0.181896391
MCM3AP,0.769227198
EIF2B4,0.74489735
EIF2B3,0.295358611
EIF2B2,0.511850746
EIF2B5,0.226160861
EIF2S2,0.984762483
CPNE3,0.725343648
BUD31,0.984991035
MTMR3,0.802386462
MTMR2,0.112981006
PRPF4B,0.162979796
CPNE1,0.819174928
AP1S2,0.538599765
AP1G2,0.809973226
AP1M1,0.836996136
SGCE,0.603219093
TIMELESS,0.973764444
BCL10,0.59376328
HERC2,0.656400254
HERC1,0.686426525
SNURF,0.742616812
MBD4,0.409056987
MBD2,0.172741309
RTL8C,0.390746191
RAB29,0.452965945
SKAP2,0.284338033
FUBP3,0.088695648
TOP3B,0.216572103
KYNU,0.512179342
AP3D1,0.573333372
BTRC,0.038075042
H3C7,0.343083453
H2AC11,0.672537781
H2BC11,0.233780954
H1-10,0.373254181
USP13,0.815372494
PLOD3,0.929980621
RPS6KA4,0.286475064
ATP6V0E1,0.711198016
LIMD1,0.166674589
TAF1C,0.624641485
TAF1B,0.883418509
TAF1A,0.820986792
SLC25A14,0.715560025
MPZL1,0.973286761
MAP3K14,0.525906914
RNF8,0.854726845
HIP1R,0.990231538
BAZ1B,0.26039086
UBA3,0.778095966
UBE2M,0.010039963
SPAG9,0.32175042
BTAF1,0.93619817
RPL14,0.58733191
DOK2,0.074571813
AIP,0.507391383
PSTPIP2,0.985101031
PSTPIP1,0.585097193
NFS1,0.350238145
PRC1,0.670167379
SLC7A7,0.809193747
SLC7A6,0.801827643
PAPSS1,0.132543899
PIAS2,0.545618605
ASH2L,0.681704587
EIF1AY,0.804971406
PKMYT1,0.137386694
PIGQ,0.109042904
SART1,0.358281404
DNAJA3,0.871657942
UNC119,0.700748851
USP14,0.627558654
USP10,0.409951342
USP8,0.451448991
FCGR2C,0.421274469
MTMR6,0.922426565
MTMR4,0.44590157
NMI,0.510707755
MTA1,0.400520664
LATS1,0.957367688
ATP6V0D1,0.600125238
SEC22C,0.73324462
SLC16A6,0.830980143
SLC16A3,0.103309685
PDLIM1,0.965981248
CNOT9,0.888976743
SMC3,0.024004014
PRPF4,0.354667792
PRPF3,0.188512844
FAM50A,0.172206865
AIFM1,0.49976836
CCNB2,0.697077252
CCNE2,0.601322658
RABEP1,0.116614872
RRP9,0.061695575
ARHGEF1,0.602583197
ATG12,0.445426992
PDCD5,0.410293011
SYNGR2,0.623733485
HGS,0.180207676
NEMF,0.002599837
DYRK1B,0.566809959
CTDP1,0.001405092
EXO1,0.892276259
FIBP,0.172521775
PCSK7,0.520130126
EBAG9,0.761015093
COX7A2L,0.835096736
TMSB10,0.331723593
SCAF11,0.25118478
MAP3K13,0.49249652
AP4M1,0.518228676
ARHGEF2,0.693391661
ZW10,0.978074279
BUB3,0.604193375
DDX21,0.868413964
ZBED1,0.569284156
DEDD,0.695352909
SLC33A1,0.857286652
ZMYM4,0.078958052
ZMYM3,0.659386327
ZMYM6,0.106741641
ZMYM5,0.594999753
LRRFIP1,0.026814686
LRRFIP2,0.634600504
AURKB,0.450408022
XPR1,0.384185809
FCMR,0.653254802
LARGE1,0.487004047
VAPA,0.30141174
MTA2,0.376400624
NOLC1,0.744535753
RAB11B,0.587787286
PTTG1,0.563094943
IL32,0.290410598
CCPG1,0.54588331
TBRG4,0.302169386
PNMA1,0.460894281
MSC,0.615308516
UBE2L6,0.704533869
AIMP1,0.60184649
MFHAS1,0.939123166
PDLIM7,0.75768457
MAPKAPK2,0.989337011
STK17B,0.607180054
STK17A,0.086073137
CYTH3,0.775413495
CYTH2,0.751556516
CYTH1,0.919109599
ITGB1BP1,0.14480894
BCL7C,0.746385135
BCL7B,0.364260981
COPB2,0.084996998
WDR46,0.202240492
ZBTB22,0.552160693
MED14,0.224180582
GPR55,0.500018148
S1PR2,0.485986542
SRSF11,0.291165049
ATP6V1F,0.811937878
SNORD29,0.032140999
SNORD31,0.406123771
SNORD30,0.545921676
SNORD28,0.279152733
SNORD27,0.869412786
SNORD26,0.89590092
SNORD22,0.876430106
CD83,0.471553556
NREP,0.627768364
PTER,0.437385627
COPS2,0.202377285
TRIP13,0.253972603
TRIP12,0.334666063
TRIP11,0.007456514
TRIP10,0.832675535
HMGN3,0.998629391
TRIP4,0.323012518
ZNHIT3,0.685978389
GTF3C5,0.05197094
GTF3C4,0.429450814
GTF3C3,0.006710954
B4GALT6,0.603244187
B4GALT5,0.736221498
CNOT8,0.766487216
TCEAL1,0.554502251
VAMP3,0.562341378
SNAP29,0.434016177
EFTUD2,0.47379269
TAOK2,0.133480549
RPL23,0.840562802
TXNL1,0.898084719
UBE4A,0.6302358
PPIG,0.005167449
LONP1,0.05906193
RAB33A,0.714742935
RAB28,0.911017623
RAB9A,0.666606026
SLC9A3R1,0.019596599
KIF3B,0.728164996
PLAA,0.459799905
TM9SF2,0.809652337
COX5A,0.425674686
GRHPR,0.426484512
COG1,0.108973023
CIAO1,0.592384624
TGFBRAP1,0.566469946
HS6ST1,0.013342572
NMT2,0.209316749
RECQL5,0.680695655
RECQL4,0.137230873
GRAP2,0.456465833
SELENOF,0.786732489
LPXN,0.170244584
ZRANB2,0.318835882
PEX16,0.219297695
SNRNP40,0.39152561
MED21,0.351363131
TJP2,0.237742154
FADS2,0.927765494
DDX23,0.970884205
CYP7B1,0.825318386
CDYL,0.611651818
CHST2,0.669864911
MED23,0.209559485
MED17,0.983817382
MED26,0.657716541
MED27,0.585508752
MED7,0.255630915
QKI,0.039622726
ITM2B,0.467553122
GSTO1,0.501453887
AIM2,0.927255625
LY86,0.095420743
EIF2AK3,0.883094198
ITM2A,0.154660817
GGPS1,0.445083154
ARHGEF6,0.522881956
PICK1,0.148868985
IL27RA,0.67774109
SH3BP5,0.992983856
EIF4E2,0.486550368
THEMIS2,0.212775397
ATG5,0.451930657
ROCK2,0.1682015
NAPSA,0.203249118
MED20,0.618964258
STX8,0.499611216
CHST10,0.468267733
PIGL,0.161518878
PIGB,0.762293283
PGS1,0.158976067
PSMF1,0.297458998
KIF23,0.772794236
SLC4A7,0.321179273
MAGED1,0.706726868
PMPCB,0.777919729
FXR2,0.068383767
LITAF,0.458979021
SPTLC2,0.821280341
TBPL1,0.373610947
NPEPPS,0.441687321
EEF1E1,0.080331054
SCAMP1,0.030241682
TECR,0.127510533
VPS4B,0.457863998
MPDU1,0.346725836
GOSR1,0.222233263
TMEM59,0.910644614
BAG5,0.933210179
BAG4,0.651670156
BAG2,0.624519835
POLR1C,0.733017749
ZNF254,0.59981928
GMFG,0.64927393
EI24,0.047380857
TP53I3,0.266344281
CIR1,0.010481988
APBA3,0.370790412
ATP6V1G1,0.523166277
ATP5MF,0.295526857
SPAG7,0.755771756
MRPL33,0.484141068
MACROH2A1,0.156605824
ATP5MPL,0.676595196
CHD1L,0.661660587
VPS26A,0.143008547
CCL4L2,0.658814326
MINPP1,0.781526359
H6PD,0.048044509
BCAR1,0.392405889
GTPBP1,0.387212985
GOSR2,0.753403599
CLOCK,0.075981529
BABAM2,0.130899144
CDC42BPB,0.810822022
PREPL,0.02639359
APOBEC3B,0.914696304
ENTPD4,0.26665583
RBM39,0.191633331
KIF20B,0.829793373
MAD2L1BP,0.24036358
PRDX6,0.319081717
WTAP,0.876799182
IER2,0.107415945
CYTIP,0.279746361
PITPNM1,0.988389194
PDIA4,0.805623903
NFE2L3,0.79049371
RNF14,0.876236703
NCOR1,0.969836307
NCOR2,0.470704051
RNF7,0.714160773
MTRF1,0.940858731
TRAF4,0.235571722
NUP155,0.924054446
SEC24C,0.687256842
ISG15,0.544488775
FEZ2,0.393919538
FEZ1,0.976448567
ZNF592,0.339352236
IKBKE,0.160588862
MORF4L2,0.455585652
SH3PXD2A,0.126777483
CTR9,0.000568595
PPM1F,0.970312251
GCC2,0.598438862
MTFR1,0.677277547
TTC37,0.302280325
HS2ST1,0.80736551
TTLL4,0.750784158
MDC1,0.220832989
IQCB1,0.850054588
CEP135,0.194949638
LPIN2,0.492900316
MARF1,0.900520038
DZIP3,0.037483065
SAFB2,0.682357435
EIF5B,1.30E-05
IPO13,0.940763912
SLC25A44,0.631374117
KIAA0040,0.331667612
TTI1,0.839313923
PPIP5K1,0.38086123
PHF14,0.046656577
FAM53B,0.256184962
DEPDC5,0.114458758
KDM4A,0.823638569
N4BP1,0.43105668
LRRC14,0.26056396
CLINT1,0.940052437
VGLL4,0.00942867
NUP93,0.89311826
BZW1,0.804012873
UBE3C,0.552392923
PRORP,0.665703552
RAPGEF2,0.938412808
EMC2,0.701044899
EDEM1,0.746084394
TRAM2,0.666373767
PUM1,0.948529024
ESPL1,0.156779349
PPP6R2,0.607898855
CEP57,0.408560983
KIAA0100,0.993522747
DHX34,0.378572733
HERPUD1,0.76382625
KIAA0355,0.674424691
RUBCN,0.721844649
USP6NL,0.426253385
AQR,0.162543574
TMEM63A,0.284107001
ZNF646,0.098542602
RAB11FIP3,0.38648957
SECISBP2L,0.963209326
DCAF1,0.458134824
CEP104,0.978143332
SART3,0.432006801
HDAC9,0.451560723
KNTC1,0.212533607
USP34,0.261986086
CCP110,0.10883353
SETD1A,0.424279175
LAPTM4A,0.203598193
ACAP1,0.463400036
CLSTN3,0.107309445
SLK,0.950570365
RIPOR2,0.281112695
ZSCAN12,0.488569566
KMT2B,0.239864622
TOX,0.403082994
MLEC,0.477426977
SUSD6,0.436838468
JADE3,0.154573176
PCLAF,0.205578955
RASSF2,0.117341123
TMEM94,0.761779614
BCLAF1,0.237084904
EIF4A3,0.801127991
ATG13,0.805747916
TM9SF4,0.61536668
KIAA0232,0.357038708
TBC1D5,0.256744134
PIEZO1,0.098666391
MATR3,0.351802493
SNX17,0.233351923
DHX38,0.076361056
KIAA0586,0.969113416
DLGAP5,0.743934559
SPCS2,0.239630672
BMS1,0.040974838
PTDSS1,0.832987271
SERTAD2,0.10276915
CKAP5,0.890420083
MAML1,0.738176372
TATDN2,0.70410787
IST1,0.591185014
MRPL19,0.554435152
DAZAP2,0.693823029
TOMM20,0.402307107
SCRN1,0.939021404
IP6K1,0.908315672
RNF40,0.263138306
DELE1,0.514786004
EFCAB14,0.478210591
SFI1,0.191500571
GIT2,0.504565241
URB2,0.890381477
KEAP1,0.06193735
NUP58,0.695030405
CUL7,0.734465668
RB1CC1,0.058268768
ARMCX2,0.141964924
ARHGAP11A,0.722054896
SPATA2,0.591628383
RGP1,0.627546642
TRIM14,0.946735923
ZNF623,0.142594589
MELK,0.833291027
FAM30A,0.750640779
LCMT2,0.994186153
GINS1,0.776484611
TESPA1,0.957354437
ZBTB24,0.624588068
PLEKHM1,0.880317344
ELMO1,0.828384297
C2CD5,0.212259371
ZNF518A,0.25321697
KIAA0753,0.27115292
EPM2AIP1,0.331089803
C2CD2L,0.338638336
FARP2,0.055761926
CEP350,0.406735431
CEP170,0.119916194
PSMD6,0.017034883
MED24,0.269201759
PJA2,0.110991704
TOMM70,0.931019646
SETDB1,0.794860429
AREL1,0.866176782
SEC24D,0.601196824
FCHSD2,0.10918466
TLK1,0.730393699
URB1,0.300864771
ZC3H11A,0.740609876
TOX4,0.690912647
DDX46,0.006648684
TRANK1,0.330310248
TBC1D4,0.073839906
POM121,0.537979499
OSBPL2,0.838630549
SMG7,0.624517104
ZBED4,0.650138965
TELO2,0.111204214
FIG4,0.43523316
WASHC5,0.101388824
UBAP2L,0.634708597
KLHL21,0.525095975
RBM19,0.406479412
SGSM2,0.596448742
SLC35E2A,0.491655251
AP5Z1,0.368290778
G3BP2,0.44882454
DENND4B,0.926176429
RABGAP1L,0.3524218
SUPT7L,0.891076569
FAM20B,0.845269314
NCAPD2,0.544070061
SEC16A,0.527242187
RNF10,0.367811618
IQSEC1,0.564389978
ZBTB40,0.973531171
PAN2,0.526067229
ZBTB5,0.783472476
LPGAT1,0.177150051
MFN2,0.36111527
KIF14,0.756261203
JOSD1,0.420310896
HELZ,0.692105166
PUM3,0.160540537
DCLRE1A,0.736332008
ARHGAP25,0.509512203
RBM8A,0.287021945
EXOG,0.952305495
OXSR1,0.51272424
CRYZL1,0.747278974
WDR1,0.630539335
AMMECR1,0.746244561
GOLGA5,0.242295379
USP15,0.823668154
USP3,0.726190625
MVP,0.573922549
SLC23A2,0.925737927
THRAP3,0.593485838
MED12,0.660715839
MED13,0.717305246
NUP153,0.676824935
CCS,0.270702081
CLEC2B,0.521529801
RBX1,0.656751087
THOC1,0.317785684
REC8,0.016943966
RCE1,0.375163788
HNRNPDL,0.408723454
DMTF1,0.603588901
PPP4R1,0.054614547
SLC12A6,0.63098399
PTBP3,0.073188166
DGCR2,0.495944768
CASP8AP2,0.437522741
SCO2,0.675221292
MED6,0.775101276
ACOT8,0.710847516
ABI1,0.490746823
GNPDA1,0.67686681
ZBTB33,0.960125667
TANK,0.719746753
SRA1,0.233304478
HDAC6,0.649497944
HDAC5,0.382793726
PDCD6IP,0.892273986
PDCD6,0.345490435
BCL2L10,0.502423387
SH2B3,0.969937155
GNE,0.787675876
TROAP,0.46155726
MED16,0.13089055
PIGK,0.448011676
CHAF1A,0.359687454
PARP2,0.191387844
PARP3,0.53885742
HMGXB4,0.970272505
TOM1,0.952261807
SH2D3C,0.08211241
RANBP9,0.972447563
DNAJB6,0.155524522
SMC4,0.824331993
UBA2,0.967901935
SAE1,0.692382546
FARSB,0.452285438
ABCB6,0.641783311
DNM1L,0.649763178
ABCF2,0.346464901
COX17,0.99781429
SCAMP2,0.233184713
SCAMP3,0.98573632
IL18BP,0.198060999
RWDD2B,0.881869381
DPP3,0.302742261
SNUPN,0.945190937
HUWE1,0.868507689
TSSC4,0.731361244
PDCD7,0.888478103
PQBP1,0.63913678
CERT1,0.846127486
UST,0.201558724
ARPC5,0.847733617
ARPC4,0.805706698
ARPC3,0.53074258
ARPC1B,0.844240752
ACTR3,0.619194681
ACTR2,0.103145847
TSPAN3,0.381665956
NUBP2,0.695905572
TSFM,0.212158924
PPIF,0.473113383
CTDSP2,0.48015895
ARPC2,0.202487365
RAD50,0.05529128
KIF20A,0.576280799
PREB,0.901682672
HIPK3,0.782594765
FEM1B,0.566499782
ACTR1B,0.571474717
ACTR1A,0.796531723
RASGRP1,0.948128765
DNAL4,0.766826995
ZNF263,0.193044533
LRPPRC,0.925669501
PDIA6,0.449246696
TRAP1,0.835957063
OPTN,0.893780984
BCAP31,0.707072213
NAMPT,0.373956529
RBM12,0.463248232
YAF2,0.658106704
ARFRP1,0.687174796
TOB1,0.067593053
AKAP9,0.330993328
G3BP1,0.632374383
SUGP2,0.152296403
EBI3,0.943083135
MBNL2,0.673097632
CEBPZ,0.288075121
PLXNC1,0.524378511
TRIM28,0.800191673
ATP6AP2,0.284904605
LPAR6,0.797849997
LPCAT3,0.767212741
WASF2,0.68668701
SLC25A13,0.947170371
SLC25A15,0.716425787
ZNF197,0.865939913
SERF2,0.944690551
RCL1,0.45175835
ZNF256,0.82711811
CNIH1,0.681622649
RBM7,0.024963063
RBM6,0.122426885
RBM5,0.627545993
LHFPL2,0.483300825
TNK2,0.53561103
ALYREF,0.692711103
TXNDC9,0.566243796
RNF41,0.971611643
TSHZ1,0.764173481
ALG3,0.710860184
PRMT3,0.446700825
PSME3,0.6809476
MPHOSPH9,0.948774373
MPHOSPH10,0.052783096
MPHOSPH6,0.262634509
NME6,0.988365033
NUTF2,0.908098857
TRIM13,0.344070395
USPL1,0.10121942
EIF1,0.477866823
TOPORS,0.030908114
FLOT1,0.162120555
DDX39A,0.340295856
PSMD14,0.016156598
TRIB1,0.543372636
PLIN3,0.618604248
MFSD10,0.342691782
STX6,0.851461508
COQ7,0.088664827
HNRNPR,0.486419781
SLC35B1,0.836371904
DCAF7,0.152124708
AP3S2,0.758283805
MRPS31,0.964255769
CALCOCO2,0.041061476
GPHN,0.211192703
RABEPK,0.135237587
TIMM17B,0.264739661
RIDA,0.83812209
POP7,0.302078849
SRRM1,0.013597646
STAM2,0.070558801
ABCC4,0.892509587
DENND4A,0.557384229
SF3B4,0.386366996
CDK2AP2,0.813336574
ZMPSTE24,0.107846648
AKAP8,0.113065076
FSTL3,0.745281265
STUB1,0.974197093
STAG1,0.677048141
NET1,0.723453368
UBE4B,0.226910378
SIGMAR1,0.613603053
BET1,0.877767522
CWC27,0.25832866
SAP18,0.65887068
SMNDC1,0.676095854
BCAS2,0.638107848
RGS19,0.127587423
EIF1B,0.370838188
SF3A1,0.254256117
TRAIP,0.687798734
DNAJA2,0.47055409
BCKDK,0.911331252
MAEA,0.423083715
MARCHF6,0.175203721
KATNB1,0.619816489
DLEU1,0.315774471
SNAPC5,0.119664866
APBB3,0.373550102
ZNF267,0.41355326
VPS26C,0.419088638
TCIRG1,0.33882376
RTN3,0.905837498
LANCL1,0.7085291
TNIP1,0.684345149
IKZF1,0.777290131
SMYD5,0.313881266
RRAGB,0.440203303
AKR1A1,0.261068614
EMC8,0.059823856
RXYLT1,0.391470169
CNPY2,0.534825704
TLR6,0.233833785
PCGF3,0.242997767
TFG,0.939642768
TRIM22,0.390690056
ABCA7,0.058849805
WARS2,0.7623228
HMGB1P5,0.913037691
NPM3,0.277047035
HMG20B,0.949264546
HMG20A,0.182658251
MICU1,0.78998123
CITED2,0.963353065
TUBA1B,0.518752897
IRF9,0.450630159
BPNT1,0.924917717
TUBB4B,0.70604241
BTN3A3,0.896478925
BTN2A2,0.768423283
CEPT1,0.366172676
ANAPC10,0.858388562
ATP8A1,0.184103033
MYL9,0.603948542
RACK1,0.394018822
PEMT,0.25428596
PIAS3,0.424463979
ST3GAL6,0.531368382
NDC80,0.646872844
WFDC2,0.868104266
BASP1,0.205257652
IFITM3,0.225376719
NSA2,0.582394382
PRMT5,0.539821028
CD2BP2,0.900181327
UBAC1,0.633733071
CDIPT,0.524839658
PGRMC2,0.630232884
ARIH2,0.050867538
TUBGCP3,0.008791203
SEC24B,0.713225425
CFDP1,0.074541909
TMEM147,0.101566218
RBM14,0.131637868
LYPLA1,0.196458268
EMG1,0.296953537
IFI30,0.827932424
C1D,0.1111545
TIMM17A,0.925669023
N4BP2L2,0.316425028
ZER1,0.703269739
MCRS1,0.132492124
FAM3C,0.901470746
ACAA2,0.66962017
PPIE,0.754303254
TOMM40,0.316138722
