,p value
IL18R1,0.249769139
CCNK,0.718858778
DPM1,0.778066578
CDKL1,0.694428264
BANF1,0.270186584
DCAF5,0.69330697
DPM2,0.604423939
SAP30,0.754277321
INPP4B,0.796479736
CES2,0.973843209
LIN7A,0.424891764
IQGAP1,0.384955302
NRP2,0.197050062
SYNGAP1,0.748970725
CD84,0.699896159
GMPS,0.367517714
TMEM11,0.808546968
SOCS2,0.320555605
GGH,0.788211711
CFLAR,0.431075132
HDAC3,0.746148287
HCAR3,0.564807587
KSR1,0.626490819
ALKBH1,0.490928789
DLEU2,0.205620072
TSC22D1,0.127676058
KAT2B,0.251237434
CDK5R1,0.718728918
NR1I2,0.999299682
FCGBP,0.665031958
STK19,0.931522023
LDB1,0.437693207
PER3,0.664357452
PER2,0.814867969
SYNJ1,0.153495885
ST3GAL5,0.109886145
IER3,0.87075966
SYNJ2,0.466901445
CDC123,0.788555799
ARHGEF7,0.809672191
VNN2,0.478340394
SPHK1,0.883849348
SQSTM1,0.269933198
SGPL1,0.198932934
FUBP1,0.663372951
CDC16,0.427000267
ZPR1,0.573683675
NAE1,0.40146422
SLC5A6,0.433825112
DDX18,0.47313303
TAX1BP1,0.167423312
MCM3AP,0.760530102
EIF2B4,0.616594458
EIF2B3,0.46480569
EIF2B2,0.852692631
EIF2B5,0.680213581
EIF2S2,0.896313366
CPNE3,0.881949333
BUD31,0.831713223
MTMR3,0.5231242
MTMR2,0.584569632
PRPF4B,0.25960768
CPNE1,0.80587777
AP1S2,0.716900164
AP1G2,0.922417727
AP1M1,0.86598718
SGCE,0.340935149
TIMELESS,0.834463505
BCL10,0.902629886
HERC3,0.117475539
HERC2,0.92380777
HERC1,0.662768402
SNURF,0.70070906
BSN,0.801161687
MBD4,0.625105051
MBD2,0.218288111
RTL8C,0.341333502
RAB29,0.330721379
SKAP2,0.23480989
WASF1,0.496333597
BAIAP3,0.241134059
FUBP3,0.512834023
TOP3B,0.557148501
KYNU,0.436829535
AP3D1,0.740734235
BTRC,0.069500967
H3C7,0.577693036
H2AC11,0.904018727
H2BC11,0.58328476
H1-10,0.528464032
CHRNA6,0.079534804
P4HA2,0.642881595
USP13,0.561975926
WASL,0.68118428
PLOD3,0.810193213
RPS6KA4,0.704882847
STBD1,0.206915371
ATP6V0E1,0.686562231
LIMD1,0.393956892
NOL3,0.037349813
KALRN,0.82057901
F2RL3,0.60648134
TAF1C,0.850437427
TAF1B,0.756766968
TAF1A,0.855901299
SLC25A14,0.868969356
MPZL1,0.852058327
MAP3K14,0.466936308
SOCS3,0.430295886
RNF8,0.702511786
HIP1R,0.871207913
RHBDL1,0.02352294
BAZ1B,0.410236453
CCRL2,0.002487242
SEMA5A,0.122703074
UBA3,0.666893011
UBE2M,0.140594147
SPAG9,0.429058351
BTAF1,0.827985259
RPL14,0.720433288
DOK2,0.066396983
SH2D2A,0.224601683
ARTN,0.512419101
AIP,0.85738599
PSTPIP2,0.987273184
PSTPIP1,0.987076015
MAP7,0.792907227
NFS1,0.808862425
PRC1,0.822132248
SLC7A7,0.921024076
SLC7A6,0.682639053
PAPSS2,0.640903
PAPSS1,0.321677769
PIAS2,0.784878103
MAP3K6,0.047093829
CLDN12,0.192620394
ASH2L,0.58634555
EIF1AY,0.848636876
TMSB4Y,0.90829803
PKMYT1,0.317092278
PIGQ,0.443186619
SART1,0.737907979
DNAJA3,0.953806687
UNC119,0.64770859
TBX19,0.457616944
USP14,0.881606438
USP6,0.634023479
USP10,0.764137422
USP8,0.17704445
FCGR2C,0.57641982
MTMR6,0.768683708
MTMR4,0.531450055
NMI,0.658371618
MTA1,0.726332287
LATS1,0.70661679
ATP6V0D1,0.604506049
SEC22C,0.648490077
INA,0.550805708
SLC16A6,0.825066615
SLC16A5,0.095407372
SLC16A3,0.187529548
PDLIM1,0.912544763
CNOT9,0.788845867
SMC3,0.064750853
PRPF4,0.568188699
PRPF3,0.327380337
FAM50A,0.294211678
AIFM1,0.647678381
CCNB2,0.793664537
CCNE2,0.642881563
RABEP1,0.241352123
RRP9,0.307280852
ARHGEF1,0.826719709
CBFA2T2,0.596345418
ATG12,0.843683498
PDCD5,0.440860969
SYNGR3,0.841602149
SYNGR2,0.398513672
SYNGR1,0.404367653
HGS,0.505648747
NEMF,0.007358258
NEURL1,0.13315842
DYRK1B,0.878127726
CTDP1,0.094115976
EXO1,0.978896458
FIBP,0.573392974
PCSK7,0.571295911
DGKI,0.826948967
EBAG9,0.970578405
COX7A2L,0.996797248
TMSB10,0.507975943
SCAF11,0.334885051
LPAR2,0.942264452
MYOM2,0.5146632
MAP3K13,0.961903258
AP4M1,0.634218861
ARHGEF2,0.857025298
ZW10,0.854085691
BUB3,0.653799706
REPS2,0.481185053
SLC24A1,0.774015946
DDX21,0.861131359
ZBED1,0.548136063
DEDD,0.669722036
SLC16A7,0.980070313
KCNAB3,0.200733209
SLC33A1,0.835919087
HACD1,0.889959368
ZMYM4,0.254189092
ZMYM3,0.725671022
ZMYM6,0.118589045
ZMYM5,0.758682922
LRRFIP1,0.075493601
LRRFIP2,0.575827466
AURKB,0.654603484
XPR1,0.976903445
FCMR,0.614771487
LARGE1,0.35765767
VAPB,0.787347467
VAPA,0.747412988
MTA2,0.762440773
NOLC1,0.796510045
MAGI1,0.777360463
DLGAP1,0.066164916
RAB11B,0.878603007
DLG5,0.991081158
PTTG1,0.689652364
IL32,0.286407179
CCPG1,0.601485545
TBRG4,0.6273274
PNMA1,0.529988644
MSC,0.6652362
GCNT3,0.581913843
UBE2L6,0.683859777
DHRS3,0.294631136
RPS6KA5,0.22981651
NUMBL,0.89056057
AIMP1,0.708289674
TSPOAP1,0.157202876
MFHAS1,0.766979289
PDLIM7,0.935107888
MAPKAPK2,0.952744553
STK17B,0.523591725
STK17A,0.098512532
CYTH3,0.67593421
CYTH2,0.86407423
CYTH1,0.933012013
ITGB1BP1,0.412863772
BCL7C,0.90425073
BCL7B,0.827299985
COPB2,0.147145807
WDR46,0.554279187
ZBTB22,0.320998825
MED14,0.314529536
ADGRG1,0.085234034
GPR55,0.508140862
GPR52,0.371946753
S1PR2,0.415973709
SRSF11,0.382022238
ATP6V1F,0.721791374
SNORD29,0.088973413
SNORD31,0.426506651
SNORD30,0.649544811
SNORD28,0.454180613
SNORD27,0.826398
SNORD26,0.961132335
SNORD22,0.985678401
SOCS6,0.570075107
CD83,0.419024492
ZNF235,0.503579506
NREP,0.813219066
PTER,0.664139117
COPS2,0.609203984
TRIP13,0.445388045
TRIP12,0.453384972
TRIP11,0.018239661
TRIP10,0.785519633
HMGN3,0.931678845
TRIP4,0.203444324
ZNHIT3,0.895657274
GTF3C5,0.541918837
GTF3C4,0.534090822
GTF3C3,0.051897235
B4GALT6,0.751414185
TGM5,0.704621351
B4GALT5,0.679939916
CNOT8,0.928963079
TCEAL1,0.757275718
VAMP3,0.489245216
SNAP29,0.422190587
EFTUD2,0.832601398
TAOK2,0.58281531
RPL23,0.607719609
TXNL1,0.733840945
UBE4A,0.727628012
LHX2,0.481858414
PPIG,0.005416862
LONP1,0.280185428
RAB33A,0.750039964
RAB28,0.739156157
KL,0.495180262
RAB9A,0.764313661
SLC9A3R1,0.094569295
NRXN3,0.361353356
KIF3B,0.673950203
ZFYVE9,0.419648884
PLAA,0.483394212
PPT2,0.88218556
TM9SF2,0.939767529
COX5A,0.826130376
GRHPR,0.51397121
COG1,0.609021436
LIPG,0.044064328
CIAO1,0.656429364
TGFBRAP1,0.570536748
HS6ST1,0.150440148
NMT2,0.221709092
CD101,0.540264348
STOML1,0.820523791
RECQL5,0.591112587
RECQL4,0.294299514
GRAP2,0.485458474
SELENOF,0.790295918
LPXN,0.145697246
ZRANB2,0.557651077
PEX16,0.617679662
SNRNP40,0.572121689
ARHGAP29,0.074745509
MED21,0.650643495
TJP2,0.233218589
FADS2,0.927812987
DDX23,0.856550787
CRIPT,0.20426654
CYP7B1,0.164864279
ZNF264,0.349443332
NTN1,0.415529385
KCNK6,0.667229756
CDYL,0.938552462
CHST2,0.855834639
MED23,0.418699623
MED17,0.838908124
MED26,0.964595866
MED27,0.578364821
MED7,0.218251266
QKI,0.202685001
ITM2B,0.62789099
GSTO1,0.61499484
AIM2,0.908746242
MAP4K4,0.108370873
LY86,0.154865599
EIF2AK3,0.956855999
ITM2A,0.132062449
GGPS1,0.302247599
HOMER2,0.402985607
HOMER1,0.783291144
ARHGEF6,0.583630985
RASAL2,0.999509538
PICK1,0.480411915
AKAP7,0.770307961
IL27RA,0.705455882
SH3BP5,0.929263559
CHST3,0.241358969
EIF4E2,0.182853684
AKAP6,0.678336433
THEMIS2,0.164022249
ATG5,0.397008483
ROCK2,0.234944716
NAPSA,0.176940385
MED20,0.526837568
CABP1,0.236770434
MAPK8IP1,0.517071074
STX8,0.743670986
CHST10,0.461375146
PIGL,0.527519405
PIGB,0.587228398
PGS1,0.384497987
PSMF1,0.505982061
KIF23,0.706904102
AKAP5,0.863041212
SLC4A7,0.608012335
SLC4A8,0.651929698
MAGED1,0.766144005
RPH3AL,0.827685313
PMPCB,0.760652304
FXR2,0.496928775
LITAF,0.502185373
SPTLC2,0.973509847
GDF15,0.486195618
TBPL1,0.533189889
NPEPPS,0.503011783
EEF1E1,0.298614416
SCAMP1,0.151212653
TECR,0.344402634
VPS4B,0.477165601
MPDU1,0.694641776
GOSR1,0.284927381
TMEM59,0.908920412
BAG5,0.881319164
BAG4,0.992950317
BAG3,0.893387487
BAG2,0.840208579
POLR1C,0.767957974
ZNF254,0.497420081
GMFG,0.847631761
EI24,0.189083568
TP53I3,0.258626894
CIR1,0.00886423
NRG2,0.958634702
RAB3D,0.769859213
APBA3,0.43254996
CXCL14,0.657262122
ATP6V1G1,0.696075749
ATP5MF,0.34887725
SPAG7,0.730055668
MRPL33,0.5387768
SEC22B,0.765473171
MACROH2A1,0.454706859
ATP5MPL,0.71663508
CHD1L,0.62233883
VPS26A,0.173917357
CCL4L2,0.631466521
MINPP1,0.652225115
H6PD,0.06447553
BCAR1,0.368536356
GTPBP1,0.613147543
GTF2IRD1,0.501947471
GOSR2,0.488473928
NR1D1,0.207117355
CLOCK,0.686863353
SPAG6,0.374025945
BABAM2,0.281297884
CDC42BPB,0.601689209
PREPL,0.15058353
APOBEC3B,0.592619538
ENTPD4,0.55707018
RBM39,0.285670555
KIF20B,0.965870542
CREB5,0.325472558
MAD2L1BP,0.435375519
PRDX6,0.530654743
WTAP,0.927034723
AKAP12,0.695714481
IER2,0.289474364
CYTIP,0.349150331
PITPNM1,0.924617925
PDIA4,0.746963453
NFE2L3,0.929592591
RNF14,0.702033129
VPS9D1,0.608520984
RAB36,0.313109223
RIN1,0.602648482
NCOR1,0.748504631
NCOR2,0.455043767
GDA,0.657803305
RNF7,0.664170807
MTRF1,0.650445511
TRAF4,0.385522876
ABCG1,0.990873512
CELSR1,0.69960365
RGS6,0.497423761
NUP155,0.904870977
SEC24C,0.912289038
ISG15,0.818595499
FEZ2,0.853624667
FEZ1,0.640161948
ARHGEF10,0.586154799
ZNF592,0.81197756
IKBKE,0.364441178
MORF4L2,0.851885034
SH3PXD2A,0.273360771
MICAL2,0.730978862
CTR9,0.011590657
PPM1F,0.750741907
GCC2,0.505438779
RALGPS1,0.846791764
MTFR1,0.907735839
PLCH2,0.500721807
TTC37,0.460053429
HS2ST1,0.938355883
TTLL4,0.969427195
SOCS5,0.200090587
MDC1,0.322798364
IQCB1,0.732017516
ZNF516,0.763508059
PDE4DIP,0.414935289
CEP135,0.189681287
LPIN2,0.859537743
MARF1,0.741713538
DZIP3,0.033753524
SAFB2,0.664596315
ZNF432,0.722522948
EIF5B,0.000228827
IPO13,0.901491837
SDC3,0.185155743
SLC25A44,0.931154284
KIAA0040,0.420576077
TTI1,0.914133561
PPIP5K1,0.816606467
PHF14,0.117861524
FAM53B,0.437884364
DEPDC5,0.645951342
KDM4A,0.734823873
N4BP1,0.387158636
LRRC14,0.636693047
CLINT1,0.901621942
VGLL4,0.076471905
NUP93,0.820706767
BZW1,0.60561713
UBE3C,0.687197329
PRORP,0.831922317
RAPGEF2,0.92380631
EMC2,0.561538148
EDEM1,0.704738981
CROCC,0.870170934
TRAM2,0.845859906
PUM1,0.912650757
ESPL1,0.403718144
PPP6R2,0.883043654
CEP57,0.53505433
KIAA0100,0.894535524
DHX34,0.750585359
ULK2,0.459111691
HERPUD1,0.692300228
KIAA0355,0.774953621
RUBCN,0.639359189
USP6NL,0.385653619
AQR,0.298931514
CCDC144A,0.460841896
UTP14C,0.968094251
TMEM63A,0.88076708
ZNF646,0.527571249
RAB11FIP3,0.591423811
SECISBP2L,0.861628707
DCAF1,0.599136676
CEP104,0.563548373
DOCK4,0.61963525
SART3,0.534860124
HDAC9,0.463794757
KNTC1,0.516745721
USP34,0.333928536
GPRASP1,0.460158468
CCP110,0.168020551
SETD1A,0.782222646
LAPTM4A,0.238536423
IFT140,0.531749228
ARHGAP32,0.325067527
ACAP1,0.681188421
CLSTN3,0.225868875
TCAF1,0.612833798
SLK,0.860433644
PHACTR2,0.930193817
RIPOR2,0.339394272
SNPH,0.212186622
ZSCAN12,0.555728118
STARD8,0.256041509
TBKBP1,0.061658412
KMT2B,0.719109547
HDAC4,0.811073538
TOX,0.261341629
MLEC,0.470832678
LZTS3,0.145690546
KIAA0513,0.874778509
ZFYVE16,0.138265835
SUSD6,0.398920082
JADE3,0.262349182
PCLAF,0.42435892
RASSF2,0.199437444
RAPGEF5,0.74936436
TMEM94,0.978942837
BCLAF1,0.383539161
EIF4A3,0.991478387
ATG13,0.96269323
TM9SF4,0.986969802
KIAA0232,0.262602898
TBC1D5,0.311152136
PIEZO1,0.268679404
RNF144A,0.599693825
MATR3,0.46763584
RIMS3,0.506641625
SNX17,0.410034491
DHX38,0.312073883
KIAA0586,0.849015113
DLGAP5,0.759332179
MTSS1,0.494025798
SPCS2,0.254254688
BMS1,0.112777294
PTDSS1,0.981654281
SERTAD2,0.125703363
CKAP5,0.860180391
MAML1,0.937676904
TATDN2,0.985247587
IST1,0.634251647
MRPL19,0.621840272
DAZAP2,0.837232271
TOMM20,0.739858966
SCRN1,0.860971127
SPOCK2,0.53814979
IP6K1,0.869794311
RNF40,0.719607902
CTIF,0.230619103
DELE1,0.900485151
EFCAB14,0.486716723
SFI1,0.418761462
GIT2,0.627714117
URB2,0.928424772
KEAP1,0.49122075
NUP58,0.797680356
TSC22D2,0.979776028
CUL7,0.945154858
RB1CC1,0.096688477
ARMCX2,0.226766636
ARHGAP11A,0.89443512
SPATA2,0.971540365
ARHGEF11,0.285190046
RGP1,0.434607447
ARHGEF17,0.634274825
DNAJC6,0.459099472
TRIM14,0.879826183
ZNF623,0.165352066
MELK,0.839870424
FAM30A,0.245105775
LCMT2,0.683430526
GINS1,0.966251434
ZEB2,0.069179735
TESPA1,0.913420611
ZBTB24,0.730503426
PLEKHM1,0.58783418
HEPH,0.969353751
ELMO1,0.651062655
GAB2,0.674584623
C2CD5,0.259409146
ZNF518A,0.409941327
KIAA0753,0.400075095
EPM2AIP1,0.330033474
RUSC2,0.344204835
C2CD2L,0.491176591
FARP2,0.232208045
CEP350,0.373256371
PPP1R26,0.205418257
CEP170,0.186268469
LRIG2,0.392753749
PSMD6,0.16372184
MED24,0.443242737
TRIM66,0.54995823
PJA2,0.169140028
TOMM70,0.938665704
SETDB1,0.818565584
AREL1,0.727896601
SEC24D,0.567464455
FCHSD2,0.316255811
TLK1,0.650095425
URB1,0.557236572
ZC3H11A,0.97492066
TOX4,0.670413112
DDX46,0.035743073
ZBTB39,0.87321545
TRANK1,0.791351742
TBC1D4,0.092010235
POM121,0.531578686
LRRC37A,0.943695764
OSBPL2,0.794657555
SMG7,0.942409939
ZBED4,0.646188853
TELO2,0.420076581
TECPR2,0.36133783
FIG4,0.38780029
WASHC5,0.256055433
UBAP2L,0.784811345
SV2B,0.596628309
SV2A,0.513986712
SRGAP3,0.797549232
MRC2,0.565676401
KLHL21,0.874528103
RBM19,0.722159228
SGSM2,0.593010381
SLC35E2A,0.797536894
AP5Z1,0.663992319
G3BP2,0.534215533
DENND4B,0.880388353
RABGAP1L,0.520980481
TMCC2,0.564441595
ARHGAP44,0.16196706
SUPT7L,0.745180749
FAM20B,0.700624441
NCAPD2,0.784021919
SEC16A,0.795536686
RNF10,0.751582493
IQSEC1,0.769673847
ZBTB40,0.757512656
PAN2,0.891568475
ZBTB5,0.594918201
LPGAT1,0.185331684
MFN2,0.745963345
KIF14,0.693824975
JOSD1,0.797002634
HELZ,0.598121724
PUM3,0.307643891
CD302,0.404206752
DCLRE1A,0.673865043
ARHGAP25,0.315440493
RBM8A,0.549764517
EXOG,0.7362407
XYLB,0.38148875
OXSR1,0.655545181
GFPT2,0.09490896
CRYZL1,0.599857701
WDR1,0.949693252
AMMECR1,0.991518313
GOLGA5,0.233879212
HS3ST3B1,0.959390061
HS3ST1,0.723115665
USP15,0.645699802
USP3,0.634203455
MVP,0.633658307
SLC23A2,0.923586389
SLC23A1,0.759408146
TNFSF15,0.606216305
THRAP3,0.644991591
MED12,0.893789324
MED13,0.991002407
NUP153,0.71336687
CCS,0.337989287
NR1D2,0.523703558
CLEC2B,0.24607806
RBX1,0.657049893
DOP1B,0.575335271
THOC1,0.36043554
REC8,0.020399775
RCE1,0.736831957
HNRNPDL,0.520800472
DMTF1,0.501567257
PPP4R1,0.138540045
SLC12A6,0.813281198
PTBP3,0.12223207
DGCR2,0.81387253
CASP8AP2,0.436853637
SCO2,0.656210385
AKT3,0.250531852
MED6,0.644743059
NAALADL1,0.337700044
ACOT8,0.579289453
ABI1,0.743355969
GNPDA1,0.991417289
ZBTB33,0.893079188
TANK,0.935928054
SRA1,0.176009825
HDAC6,0.945483079
HDAC5,0.653675889
PDCD6IP,0.840696829
PDCD6,0.773801854
BCL2L10,0.303185168
BCL2L11,0.850392111
SH2B3,0.885391095
GNE,0.975500027
FRAT1,0.866867277
TROAP,0.665894078
MED16,0.451018167
PIGK,0.795900634
CHAF1A,0.704953505
PARP2,0.243596658
PARP3,0.746937182
TOM1L1,0.967379532
HMGXB4,0.823721471
TOM1,0.981917147
SH2D3C,0.191166489
SH2D3A,0.248080015
RANBP9,0.746119197
DNAJB6,0.272460305
SMC4,0.827870709
GJC1,0.606618731
UBA2,0.874625125
SAE1,0.670277962
FARSB,0.533934269
ABCC5,0.807146286
ABCB6,0.531436076
DNM1L,0.718904821
ABCC9,0.546443144
ABCF2,0.583252193
NR1H3,0.265547156
COX17,0.897085535
SCAMP2,0.279444703
SCAMP3,0.845443905
IL18BP,0.454367509
RWDD2B,0.684497649
MUC12,0.491136676
DPP3,0.773331641
SNUPN,0.919756447
HUWE1,0.83017908
PTPRU,0.514724348
TSSC4,0.84608362
PDCD7,0.876173737
PQBP1,0.686149515
CERT1,0.859988276
UST,0.361979844
ARPC5,0.801279665
ARPC4,0.556619395
ARPC3,0.406394627
ARPC1B,0.797658368
ACTR3,0.588500259
ACTR2,0.185152158
TSPAN5,0.838798238
TSPAN3,0.386970224
NUBP2,0.919399926
TSFM,0.439080855
TSPAN1,0.708645514
PPIF,0.610068537
CTDSP2,0.455754053
ARPC2,0.168357077
RAD50,0.10399319
KIF20A,0.727240592
PREB,0.965595077
HIPK3,0.713183572
FEM1B,0.997658636
ENAM,0.563258801
ACTR1B,0.827229421
ACTR1A,0.993302864
ARL4C,0.316446054
ARL4A,0.657124988
RASGRP1,0.669225994
DNAL4,0.53675725
ZNF263,0.612857602
LRPPRC,0.87593692
FRY,0.74364059
PDIA6,0.376143842
TRAP1,0.844465967
OPTN,0.77963151
BCAP31,0.502910004
NAMPT,0.360395896
RBM12,0.589119941
YAF2,0.928386487
ARFRP1,0.882896616
TOB1,0.242886577
AKAP9,0.318616899
FAM13A,0.473986652
G3BP1,0.879305289
SUGP2,0.442868864
EBI3,0.783417383
MBNL2,0.7764807
ABI2,0.725450345
CEBPZ,0.411917721
PLXNC1,0.388729613
TRIM28,0.858123361
RASA4,0.22246081
AASS,0.633658214
ATP6AP2,0.323856193
FARP1,0.291629254
LPAR6,0.356390287
LPCAT3,0.94972279
WASF2,0.619893791
CHST4,0.768277772
SLC25A13,0.775480257
SLC25A15,0.940531575
ZNF197,0.28656178
SERF2,0.886284872
DHRS9,0.501712847
RCL1,0.771168258
ZNF256,0.419030551
SORBS3,0.72791031
CNIH1,0.997117945
RBM7,0.197462495
RBM6,0.183809906
RBM5,0.586130193
LHFPL2,0.629303647
LHFPL6,0.36646913
TNK2,0.610850555
ALYREF,0.998768507
TXNDC9,0.811272012
RNF41,0.71723492
TSHZ1,0.846150694
ALG3,0.944333975
PRMT3,0.713114218
PSME3,0.735034582
MPHOSPH9,0.859345967
MPHOSPH10,0.133254758
MPHOSPH6,0.313782892
NME6,0.873817687
DHRS2,0.726920191
CALCRL,0.643885156
NUTF2,0.868162753
TRIM13,0.356432869
PATJ,0.557753913
USPL1,0.202537936
EIF1,0.495553452
TOPORS,0.065858238
FLOT1,0.190713506
DDX39A,0.587962369
PSMD14,0.078342155
CTDSPL,0.564506206
KLRG1,0.093763683
GDF11,0.694205201
TRIB1,0.548336394
ZNF443,0.238910974
CD96,0.434079179
PLIN3,0.728042763
MFSD10,0.485940199
STX6,0.754779289
COQ7,0.482776106
NBR2,0.263508684
LRRC23,0.46920684
RASGRP2,0.243678626
HNRNPR,0.596301532
SLC35B1,0.952104085
DCAF7,0.401540832
AP3S2,0.9643436
MRPS31,0.902180852
CALCOCO2,0.061317116
KCNMB2,0.685179726
GPHN,0.225937947
RABEPK,0.390977305
TIMM17B,0.615966082
RIDA,0.990446813
POP7,0.611446165
SRRM1,0.2624161
SPRY1,0.415099525
SPRY2,0.309806487
STAM2,0.16141867
CNKSR1,0.324012252
ABCC4,0.930390915
DENND4A,0.510131435
SF3B4,0.596854373
CDK2AP2,0.844698854
RAMP1,0.713156478
ZMPSTE24,0.467248297
AKAP8,0.533932681
FSTL3,0.979675164
STUB1,0.917462798
STAG1,0.593735511
NET1,0.973082486
UBE4B,0.422872275
PRSS16,0.59861837
SIGMAR1,0.720287161
BET1,0.827650188
CWC27,0.347255159
SAP18,0.956898867
SMNDC1,0.91832464
BCAS2,0.709891552
RGS19,0.239366711
LILRB2,0.245146502
EIF1B,0.483471909
SF3A1,0.413173154
TRAIP,0.889176291
DNAJA2,0.801057292
BCKDK,0.742575736
MAEA,0.674979699
APC2,0.964513525
PAK4,0.903162379
MARCHF6,0.470858802
KATNB1,0.635244007
DLEU1,0.665656348
SNAPC5,0.169263457
APBB3,0.751455101
ZNF267,0.409109147
VPS26C,0.824148726
TCIRG1,0.3790818
RTN3,0.969635617
LANCL1,0.946697456
TNIP1,0.911043616
IKZF1,0.700009433
SMYD5,0.662815228
RRAGB,0.652624852
SIRPB1,0.437485833
AKR1A1,0.588141757
EMC8,0.397456601
RXYLT1,0.409766025
CNPY2,0.617431473
TLR6,0.175788814
PCGF3,0.559200624
TFG,0.827717107
TRIM22,0.307824394
ABCA7,0.263403158
ABCA10,0.770860167
ABCA9,0.365632991
WARS2,0.976745563
HMGB1P5,0.811956356
HMGB1P3,0.886904073
HMGB1P1,0.018312375
NPM3,0.510425981
NPM2,0.182733598
HMG20B,0.945761743
HMG20A,0.277166601
KLF2,0.145024823
MICU1,0.67378737
CITED2,0.990439229
TUBA1B,0.884369471
IRF9,0.475409072
BPNT1,0.827270691
TUBB3,0.376420981
TUBB4A,0.064565681
TUBB4B,0.592458797
BTN3A3,0.736875239
BTN2A2,0.897631652
SYCP2,0.556959945
SCML2,0.323873321
CEPT1,0.359388038
NOD1,0.709186153
ANAPC10,0.790528111
DLC1,0.059342427
ATP8A1,0.175586433
NDRG1,0.517498407
MYL9,0.372194363
RACK1,0.899997153
PEMT,0.43450259
PIAS3,0.964720691
ST3GAL6,0.360785818
NDC80,0.67691318
WFDC2,0.671044068
BASP1,0.190722358
IFITM3,0.31763926
NSA2,0.815516932
SPON2,0.670271849
PRMT5,0.671882301
TESK2,0.928087858
CD2BP2,0.855792831
UBAC1,0.841571669
CDIPT,0.891205861
PGRMC2,0.915833957
ARIH2,0.654809582
TUBGCP3,0.248507424
SEC24B,0.595420885
CFDP1,0.106833351
TMEM147,0.267030513
RBM14,0.482326258
LYPLA1,0.459035984
CDC42EP2,0.043733402
EMG1,0.466088783
IFI30,0.732648533
C1D,0.379493333
TIMM17A,0.836997363
N4BP2L2,0.150025971
ZER1,0.957353328
MCRS1,0.583577473
FAM3C,0.882791068
ACAA2,0.891958798
PPIE,0.478449927
VAV3,0.804688866
TOMM40,0.578816414
TAB1,0.83157991
ECI2,0.696894046
HAX1,0.622460732
GPNMB,0.223402765
BAIAP2,0.44171606
MAD2L2,0.539309084
TACC3,0.756948951
MERTK,0.022552281
SLC30A9,0.610075065
PIBF1,0.472875844
PPIH,0.836148923
COG5,0.257989874
ZNHIT1,0.967768586
TIMM44,0.396080941
PFDN6,0.47733885
ZBTB18,0.633599867
HMGN4,0.689999113
TADA3,0.815345166
TRIM38,0.597178331
ATP5PD,0.205509217
UBE2E3,0.465209672
SLC25A17,0.508433841
SLC9A6,0.857671637
EIF3M,0.546631635
NXF1,0.907664629
SEC23B,0.770345224
SEC23A,0.649561343
C1orf61,0.802704059
CAP1,0.290720322
CREB3,0.892404269
LRRC41,0.379461404
VTI1B,0.312307863
CRTAP,0.956020016
SYNCRIP,0.565984569
VAT1,0.311989342
STK25,0.593586147
ENOX2,0.060804432
UNC13B,0.680212174
CARM1,0.927493716
NCOA2,0.863818624
SEMA4F,0.21287401
SEMA4D,0.423448977
SEMA4B,0.46806245
APPBP2,0.793706396
MYBBP1A,0.484156155
CIB2,0.617771995
CIB1,0.875478483
ZNF211,0.323480092
DDX17,0.971920582
DEAF1,0.32198918
CHERP,0.617442202
KAT5,0.703051696
HYOU1,0.764753396
IPO8,0.580079229
IPO7,0.970150046
NOP56,0.900486601
PITRM1,0.755416426
ATG7,0.856414557
ZNRD2,0.895728879
RNASEH2A,0.519646208
UBD,0.77353104
BATF,0.627185322
GLRX3,0.828300142
DCTN2,0.302378296
ANP32B,0.359120347
LAMTOR5,0.800013026
TM9SF1,0.602813567
PRDX4,0.894453187
ARL6IP5,0.10321017
ARPC1A,0.415477277
HTATIP2,0.807569638
AGPAT1,0.26165795
AGPAT2,0.55236821
RPP30,0.91925764
RPP38,0.85858818
SPTLC1,0.975323707
SLC35A1,0.378225606
SLC19A2,0.313912744
IFI44,0.431477259
ARFGEF2,0.612194192
ARFGEF1,0.074866573
AKAP3,0.157189312
RABAC1,0.653535206
SLU7,0.109560516
DPYSL4,0.561190529
SIVA1,0.959409819
MRPL28,0.997406792
CCT7,0.683028458
CCT4,0.656536778
CCT2,0.699384833
NPC2,0.849707393
SORBS1,0.751716596
IFITM2,0.15822546
POMT1,0.777205554
TXNRD2,0.488542176
MTHFS,0.472010889
DRAP1,0.282884309
DNPH1,0.677652789
SMC2,0.437111577
PRPF8,0.709352845
TRAPPC2B,0.616960263
AHSA1,0.593275596
USP16,0.255986366
CDC42EP3,0.25064071
SH2B2,0.779702159
PAIP1,0.233077669
PAICS,0.769158299
TBL3,0.677175841
MXD4,0.652035886
PDLIM5,0.503190076
TRIM3,0.680361232
ERLIN1,0.325621444
HEXIM1,0.839564083
SPAG5,0.844648378
RBCK1,0.871028778
STAMBP,0.965984736
TGOLN2,0.061791528
ARID3B,0.637088945
POLR3F,0.914657992
POLR3G,0.651159107
POLR3C,0.670457155
IVNS1ABP,0.176052159
TRIM16,0.416536997
MYL12A,0.559693592
TXNIP,0.641478276
TAF6L,0.76705132
ATP5MG,0.870096392
RAD51AP1,0.944273051
RGS14,0.37558928
EXOC5,0.784532742
NPRL2,0.603335362
IGF2BP1,0.989723146
IGF2BP3,0.472557074
CAMKK2,0.835852701
