Short Gene name,p_value w/o covariate,p_value w/ covariate
TSPAN17,0.613842764,0.094240586
AFAP1,0.743878864,0.663688293
SNX13,0.721204293,0.893217115
PMS2P1,0.76350836,0.151982707
GPATCH2,0.931216457,0.935574464
ARL3,0.873390522,0.86318068
CELF5,0.924659529,0.969262229
RP11-14N7.2,0.756607836,0.185171722
ZNF395,0.704072991,0.860307123
UACA,0.784628611,0.599238367
MMP23B,0.883182246,0.201422778
RPE65,0.436010283,0.142571808
PPFIA3,0.132967571,0.435618129
ZNF250,0.739800983,0.868731553
SEMA5B,0.723687065,0.931245793
NFU1,0.965338504,0.061163101
TOR1AIP2,0.983559142,0.357541268
RIT1,0.686453473,0.953220499
TMEM59L,0.657983647,0.150021044
TOPBP1,1,0.311588025
PTP4A1,0.482022115,0.141030522
SPTLC3,0.526568117,0.557216382
PHLDA3,0.713573349,0.641351064
HELZ,0.640004567,0.238806089
BZRAP1,1,0.130228931
CDC73,1,0.122589371
SP3,1,0.509104145
DDX42,0.565770054,0.377400842
SLC1A2,0.871303164,0.127239722
SPCS1,0.599032014,0.461129958
MPHOSPH9,0.940619387,1
SLITRK3,0.711966128,0.008023792
KIAA0947,0.844742186,0.702365673
SNRPB2,0.656310328,0.340454499
KNOP1,0.701585938,0.953823143
FAM126B,0.509025745,0.412078601
C1orf123,0.838184978,0.534665088
QPCTL,0.11658129,0.001338695
ALG10,0.827907176,0.370623563
WDR90,0.36933068,0.380888662
MCM6,1,1
CDH6,0.179685345,0.271565059
PPRC1,0.473520035,0.861103569
ZMPSTE24,0.621903035,0.040538787
WDR6,0.77263302,0.407672018
FAM63A,0.754109602,0.316401725
SUB1,0.699992348,0.791885429
GOSR2,0.918468648,0.007623182
SNRPC,0.582424953,2.25E-05
PRPF4,0.833113758,0.198540003
MCM3AP,0.366978381,0.001544011
CDK5R1,1,0.63191623
SUZ12P1,0.059869701,0.401716631
CHKA,1,0.193870116
DERA,0.57393381,0.611384221
KANK4,1,0.651836615
COL9A2,0.615001734,0.504854424
TAF12,1,0.006269746
ZNF649,0.736359615,0.930820707
ZNF618,0.809300621,0.944372176
GPN2,0.675757798,0.14827681
PBX1,0.811077216,0.615636079
CGGBP1,0.865873956,0.432891968
SSR2,1,0.504068233
SDHAF2,0.81424973,0.861651129
SLMAP,0.903599246,0.672321637
FAM60A,0.940619387,0.130415344
DIP2B,0.828587769,0.17497534
EFTUD2,0.982515346,0.010085962
TESK1,0.395409109,0.171009521
SNIP1,0.277733696,0.007118595
FAM76B,1,0.182456887
MAPK8IP1,1,0.027362651
IFNGR1,0.522362197,0.945794003
GPN3,0.90710493,0.019041743
PRR12,0.786632746,0.16769208
HIST1H2AE,0.629622593,0.183355917
NPC2,0.507310443,0.003685897
RPS17,0.609564668,0.974570286
DYRK2,0.918727477,0.362049907
IFT57,1.04E-06,0.335428319
ERP44,0.672581925,0.559281722
COQ2,0.571255,0.404702809
ZFP36,0.836147898,0.24596937
OXNAD1,0.971955057,0.565212715
GNPDA1,0.777227584,0.485882389
CEP170B,0.540578317,0.112296485
DHPS,1,0.749740785
PYROXD2,0.805764775,0.77546778
ASUN,1,0.718596897
NECAB3,0.897612056,0.891772771
MAU2,1,0.886074558
DIRAS1,0.919939435,0.002116825
SLC4A1AP,0.198649314,0.059938705
SCARB2,0.229626262,0.541081202
THOC1,0.355981745,0.433300414
ADRA2C,0.765160842,0.005154181
HSD17B7,0.741653787,0.193797497
ATXN2L,1,0.884703382
F2RL1,0.893506111,1
XPOT,0.55013906,0.549947693
THAP3,0.999568624,0.420120049
IDH3B,0.786632746,0.139516834
NTNG2,0.757881794,0.919161798
GDI2,0.815539372,0.046867749
GTF2H2D,0.535092006,0.018859717
YPEL5,1,0.384819871
RP2,0.861844331,0.361646963
VPS8,0.715962067,0.016004149
RAI1,1,0.25305512
ZNFX1,1,0.062547359
FOSL2,0.968828904,0.033125707
LOC100132815,1,0.909695783
NCAM2,1,0.108411245
CCDC23,0.407721121,0.085491639
ST5,0.90066823,0.233907876
ZFP90,0.337486134,0.159380083
NENF,1,0.900395178
SPOP,0.793914088,0.289275074
JAM3,0.81424973,0.086763258
LRRC8A,0.588786241,0.036358542
TRMT10C,0.938076615,0.906437785
IFIT1,0.782676549,1
CYHR1,0.643435231,0.002483454
C12orf65,0.41773129,0.323663408
SLC35E3,0.492707057,0.432920607
APMAP,0.722115096,0.329204336
SNORD116-2,0.557460673,0.496166061
NCOA5,0.397623478,0.259295583
ETF1,0.540064466,0.057083223
BCCIP,0.410414303,0.691694456
LBH,0.893459241,0.343366958
SLC25A20,0.755455479,0.170531638
ABCB7,0.678367987,0.312085239
GALNT6,1,0.658302203
RRS1,0.713573349,0.341668966
PLLP,0.892800343,0.266138397
BRE,0.796570683,0.800295946
ADAM9,1,0.176036566
MSL3,0.919365234,0.360777449
TAF15,0.631630725,0.099639836
MRPL39,0.880464519,0.19350302
RIPK1,1,0.625042208
C4orf29,1,0.750390454
SYT11,0.004332287,0.82691425
VPS4B,0.591996288,0.283929281
SEH1L,0.084039007,0.213256732
PTPN2,0.6246167,0.961634194
ACKR3,0.805601943,0.866881112
MFSD8,0.605807997,0.553501563
ANG,0.896784272,0.512786249
RSL24D1,0.185028728,0.003247443
TIPIN,0.429126439,0.869266143
SMIM14,0.519444626,6.43E-05
ARHGAP29,0.969754415,0.317539704
C12orf23,0.924659529,1
STRAP,0.702942487,0.048806475
EIF2AK1,0.810774285,0.753286606
LINC00665,0.502534651,0.861496718
LDB2,1,0.33053925
SMA4,0.742769163,0.593541253
RSPRY1,0.583576814,0.000296145
HNRNPL,1,0.446819333
FAM211B,0.791483367,0.744966024
POMP,1,0.868890536
GRSF1,0.447874728,0.006911498
GLOD4,0.489816093,0.794560343
DDX10,0.718874415,1
OCIAD2,0.649464823,0.334958171
ST8SIA2,0.201498445,0.105118699
NTM,1,0.315568443
BIRC6,1,0.934422359
CD9,0.102851238,0.712873722
MGAT5B,0.742976277,0.580236082
SVOP,0.999610239,0.383956571
NHEJ1,0.686494494,1
SNX22,0.955947267,0.206033104
EP400,0.980645307,0.165277797
NDUFAF1,0.569300786,0.952203918
MAP1A,0.744493537,0.121862538
METAP1,0.720553858,0.170160072
HSP90AB1,0.718876554,0.942630233
KDM5A,1,0.889683548
CHRAC1,0.695036119,0.263739888
ORC3,0.798971935,0.810920451
LACTB2,0.888316746,0.73134775
LURAP1L,0.44700087,0.162248873
GPATCH8,0.659127695,0.805517826
MAGED2,0.940619387,0.706954888
GOLPH3L,0.763007667,0.413994493
APEX1,0.274964785,0.242894044
N4BP2,1,0.844471493
15-Sep,1,0.340030688
ZNF277,0.372180226,0.297537268
MANEAL,1,0.117826619
PPP2R2A,0.867075403,0.0295337
RTCB,0.81992877,0.069149881
UNG,0.819863384,0.571989669
ESD,0.566719509,0.256568965
TNFAIP8L1,0.70164735,0.421430727
SMAD1,1,0.269843386
THOC6,0.790233509,1
UNC79,0.682970427,0.238825359
SYAP1,0.429693181,0.000398334
PHLDB2,0.12546841,0.000558979
C4orf3,0.905248504,0.890355917
ANKMY2,0.577434889,0.007771469
PRIM2,0.900491497,0.798327843
COPS2,0.710202706,0.385501978
YIPF2,1,0.670763423
ZFYVE1,0.908506859,0.740300225
MCM3,0.830702637,0.0249468
PIGB,1,0.554329228
PAIP2,0.77263302,0.020286266
PDAP1,0.800847302,1
HIP1R,0.423863773,0.034111169
ATAD3A,1,0.639473623
APC,0.99535751,0.723624904
PRH1,0.933866906,0.940401418
MTHFD2L,0.677105953,0.040171602
KLC4,0.430422456,0.007514755
LARS,0.577945924,0.073329899
SUN2,0.850295084,0.036157146
SNF8,0.796271378,0.196602832
UPF1,0.740455807,0.406739125
PDE6D,0.475223318,0.080878521
SEMA3A,0.491729273,0.022756014
MCFD2,1,0.24099175
DIS3L2,0.866084376,0.05302289
MRPS21,1,0.258360024
RPS8,0.645360374,0.159025977
BAZ1B,0.868430451,0.595057444
RAB8A,0.520590038,0.897924614
ZNF589,0.236939526,0.025953019
GSK3A,0.489476792,0.487667021
TPGS2,0.161428266,0.81349695
CNOT1,0.672421864,0.207640258
RALGAPB,1,0.028030062
PLEKHM2,0.418268353,0.872959943
VRK2,0.680468682,0.367787269
ATP1B2,0.867331307,0.162815686
KIAA0319L,0.971955057,0.757388903
PKNOX1,0.454854623,0.03999291
NOTCH2,0.719005196,0.373250827
DFNA5,0.588662866,0.572567172
NCL,0.863908595,0.950307701
ANKRD50,1,0.993125203
LIMS1,0.565770054,0.53182236
SH3BGRL2,0.773120565,0.38207317
HMBS,1,0.471809904
GPR162,0.525467562,0.127125488
HSF1,1,0.393486872
HSPA14,1,0.815691272
ZNF765,0.84865253,1
DUT,0.945561714,0.106456125
PSME4,0.815661844,0.214968435
RNF122,0.659927728,0.984999931
POLR3K,1,0.075885564
KIAA1107,1,0.053653105
6-Mar,0.25804094,0.689528616
ZC3HAV1L,0.975736649,0.41067804
DUSP16,0.44568433,0.370720204
BPNT1,0.963277268,0.7704229
CDCA4,1,0.073409588
FTSJ3,0.91700341,0.924429001
ADD3,0.705989076,0.300363842
TMA7,0.680457394,0.911706676
HIC2,0.928200693,0.032952713
ACOT9,0.516507259,0.01943472
SEC23B,0.212464675,0.166383334
PKP4,0.812412764,0.096126693
SERAC1,0.301472631,0.019166323
HECTD2,1,0.558773284
SLC16A14,0.34007106,0.544183044
SCARNA2,0.590314853,0.267935936
KIF5B,0.541180598,0.031981747
DNAJC24,0.211807855,0.014100026
TIA1,0.834329069,0.894921901
PLXDC2,1,0.502576067
MST1,0.555473724,0.670613428
FAM228B,1,0.50392566
PCNA,0.198896669,0.00268495
CTXN1,0.476669328,0.874163462
SLC35D1,0.637441364,0.001415697
CPT1C,0.798435016,0.394155754
ARHGAP33,0.350432761,0.273273065
LOC100289561,0.718876554,0.961649599
TBL1X,0.511137206,0.030233151
WNT10B,0.714957138,0.00465909
ATP7A,1,0.640010875
WHSC1,0.964229818,0.891910288
ZCCHC9,0.617466939,0.049993113
NUDT10,0.662998559,0.002436021
RCN3,1,0.968576956
RHNO1,0.960865899,0.217501548
WSCD1,0.496597793,0.829898392
C11orf58,1,0.824758706
EPHA3,1,0.715012829
OSBPL8,0.846886266,0.466583631
CARS,0.941715338,1
TOMM5,0.559708442,0.461415218
TOMM22,0.81424973,0.967726556
TDP1,0.725670865,0.402277729
TM9SF2,0.746073307,0.853205164
SMARCB1,0.295226681,0.968652679
SNORD116-19,0.976942974,0.083129642
MRPL14,1,0.459186932
WDR75,0.851133291,0.99361464
TRIB2,0.866343207,0.848614355
PNMA6A,0.160662504,1.20E-05
LRRC10B,0.69456077,0.526814255
ELMO2,0.627100688,0.073225039
SLC39A9,0.915453487,0.515748265
ARHGDIA,1,0.851635383
ZNF687,0.558327386,0.64084237
HIST1H4J,0.388172642,0.595564377
IFI27L2,0.428610874,0.000131275
RPRM,0.046871348,0.013071035
SGK1,0.884408014,0.557915064
PDDC1,0.784628611,1
KCTD3,0.068846243,2.83E-05
KIAA0368,0.938763474,0.746301906
CD74,0.346527039,0.828224034
LINC00087,0.926640836,0.674353976
NGDN,0.31223195,0.109231344
ZNF564,0.983177504,0.795397057
TMEM151A,1,0.77259675
PSMD11,0.516402035,0.168172062
THOC7,0.809377423,0.241582175
UMPS,1,0.060594182
EPB41,0.790550839,0.933844307
ZNF692,0.627546841,0.946017314
POLE3,1,1
RRAGD,0.392456814,0.114560752
COL5A3,0.847867209,0.579344045
LOC440173,1,0.083073591
BCAS2,0.437716104,0.916802415
SGSM2,0.56702559,0.020009632
GCAT,0.643324194,0.655539288
TIPRL,0.841460691,0.466298186
CCS,0.640041687,0.717549044
CTNNBIP1,0.910581279,0.377621866
CCAR1,0.978774098,0.086071018
PSMA2,0.878768894,0.780597303
IMPDH1,0.649373971,0.38662429
ZDHHC2,0.448541557,0.001419779
USP13,0.816162842,0.091944358
MLLT4,0.936105017,0.888089212
VPS39,0.632996917,0.919906127
GNG7,0.957300021,0.929277768
LCAT,0.589166978,0.891684369
FNBP4,0.864945412,0.742677208
WRNIP1,0.859877703,0.864712754
C14orf169,0.715962067,0.402588085
ISCA1,1,0.200956849
SGMS1,1,0.507337712
CWC25,0.806158455,0.8088278
ZNF428,1,0.824778595
RAB30-AS1,0.869774225,0.02539932
RPL27A,0.838432213,2.33E-06
TROAP,0.585413022,0.045899835
GCC1,0.765263415,0.426679305
SNORA63,0.754869539,0.596284166
SAAL1,0.798170815,0.243909969
APOL2,0.653196564,0.61540473
DEAF1,1,0.766565777
TMEM181,0.224267591,0.006857977
CDC34,0.950381126,0.987857068
PPAP2A,4.68E-07,0.294515257
ACTR8,0.684107174,0.601690786
SRSF1,0.203615546,0.856612147
ACAA2,0.910581279,0.640050738
USP12,0.758979106,0.633056564
RQCD1,0.856559108,0.526135164
FARSB,0.134286573,0.000605598
IER2,0.74985922,0.895383202
SYMPK,0.966433595,0.337385218
THAP11,1,0.794082369
PRPF31,1,0.27175123
EIF2B1,0.73777471,0.974388269
ZNF444,1,0.506019641
EIF2B2,0.96012317,0.818107774
DCHS1,0.718876554,0.42675088
VHL,1,0.793095906
LGI4,0.336249613,0.867352428
GUSBP3,0.688620603,0.076009333
STAT3,0.687971016,0.470904775
RB1,0.208647191,0.007784371
GTF2B,0.85320891,0.10342931
TMEM38A,1,0.400909474
ZSWIM4,1,0.927713579
CSNK1G1,0.640813124,0.001780447
ALG11,0.895349975,0.522478419
POGK,1,0.030699772
GABARAPL1,0.659127695,0.470360781
RUSC2,0.620022626,0.98423684
PTOV1,0.703531034,0.878040269
BTBD1,0.740455807,0.116585168
GSTM3,0.866864749,0.021074521
TMCC2,0.718876554,0.818997976
DOK6,1,0.074223418
ZFAND2A,0.988342454,0.013327956
DLL1,0.86487074,0.678286782
NDUFB3,0.830702637,1
USPL1,0.982515346,0.122195721
MVB12A,1,0.218039146
PPAPDC1B,0.842008797,0.210334231
PHYHIPL,0.909241888,0.675691334
SNUPN,0.294732093,0.529078032
DNAJC1,0.30976365,0.000664659
RAB5A,1,0.004445218
USP20,1,0.758097337
ZC3H8,0.796271378,0.781570756
SORCS2,0.91700341,0.342832758
TAOK2,0.718876554,0.027242444
KLF3,1,0.011903332
NR1H3,0.554511511,0.854251304
DUSP12,1,0.133803181
TMEM66,1,0.436528061
NUP214,0.416575991,0.143897686
FAM220A,0.719953551,0.075206358
XRCC6BP1,0.603911179,0.229960877
UTRN,1,0.196887969
POLR3H,1,0.634514422
SLC43A2,0.623868219,0.565144361
TWIST2,0.638718089,0.891526591
CC2D1A,0.871475575,0.133708922
WBSCR27,0.849672842,0.916279149
COX16,1,0.580153467
RAE1,0.45814378,0.827817684
SLC15A4,0.529218287,0.02486815
SHANK3,0.588997573,0.397339876
KBTBD6,0.651648837,0.604576625
SNORD10,0.275373298,0.011685444
SIK2,0.753350699,0.782017872
DONSON,0.783242561,0.077378842
CEP63,0.634760871,0.420447682
HIST1H4K,0.043660548,0.51709863
AMOT,1,0.45114267
VPS72,0.585086659,0.881335702
BDP1,0.566596377,0.856308434
GREB1L,0.636417843,0.104639328
HIST2H2BC,1,0.746317847
SLC25A42,0.649122151,0.036015127
SHPK,1,0.000511002
RASA2,0.361937156,0.000217503
PSMD9,0.408033732,0.756281833
SEPN1,0.754869539,0.796075475
ABHD5,0.624338268,0.836576546
SLC25A17,0.855332105,0.665266968
NDEL1,1,0.971993963
GTF2F1,0.682306226,0.605301391
TAB3,0.756326223,0.475020172
ZBTB44,1,0.922230531
EIF3J,0.759336846,0.273194254
PRELID2,0.842709923,0.07159159
RPL37,0.805875347,0.005727908
HACL1,0.469567684,0.2044907
STK11IP,1,1
ZBED5-AS1,0.977653166,0.26404884
KCNH2,0.708421451,0.153268076
AGK,1,0.583678152
TSPAN11,0.529074011,0.035790923
MRPL13,0.555402229,0.303027307
DDI2,0.817210225,0.693636738
FBL,0.909555569,0.481874021
TMEM97,0.5802043,0.333562891
MAD2L1,0.921325658,0.04001517
NF1,0.642735641,0.657039322
TXLNG,0.593506312,0.812343355
ZNF526,0.854679913,0.896157081
FOXO3B,0.976942974,0.998308824
CLN6,0.512458557,0.409136742
ACOT1,1,0.123514583
PPM1A,0.790233509,0.473981255
ARVCF,0.827907176,0.048567569
CNTLN,0.558011895,0.730320671
DNAJC13,0.982515346,0.73183507
RNU1-13P,0.476697831,0.000833717
MTA3,0.925740376,0.869946461
GLT8D1,0.946665587,0.590494242
DOCK3,1,0.610401832
LIN7C,0.945629379,0.169433596
WDR91,0.578249438,0.918924072
NSRP1,0.687971016,0.236062226
CDC26,0.504060031,0.050272674
ADIPOR2,0.817210225,0.550880381
ARMCX6,0.346591323,0.002564213
PPP4R1,0.829725163,0.394892607
STXBP1,0.790233509,0.247980855
TMEM165,0.342505063,0.009570539
SCP2,0.517446596,0.068720269
PMPCB,0.723889822,0.164170562
TCEB3,0.740241281,0.002768275
COPS7B,0.375005794,0.326371444
ZNF316,0.727728685,0.523938738
PSMD13,1,0.203661551
PDXDC2P,0.245483734,0.09671899
LEPREL2,0.709499006,0.388524462
TULP4,0.858911479,0.822091989
NOP2,1,1
TMEM206,0.328669608,0.038975705
SLC3A1,0.868247317,0.039147404
SNPH,1,0.960387233
ELP6,0.973578173,0.20403979
ZNF883,0.682306226,0.11928748
CRTAP,0.562220654,0.228638004
PCGF1,0.753677886,0.673308084
UNC5C,1,0.21456105
TTLL7,0.713573349,0.681827033
PPIL4,1,0.91023893
PSMD12,0.457638842,0.006538356
NDUFA6-AS1,1,0.245773467
FTSJ2,0.818058556,1
PAQR4,0.828005213,0.570145969
WASF2,0.752256026,0.247706238
LYPD1,1,0.788531169
ZNRF2,0.704072991,0.958286676
ACAD9,0.691290646,0.343286155
CYFIP2,1,0.74698156
MRPL23,0.832609032,0.765763
COMMD8,1,0.993871866
IGSF8,1,0.133652145
EIF5,0.770718816,0.236264894
MAST3,1,0.39171912
SOX12,0.401462501,0.099820946
MEF2BNB,0.761393615,0.809081696
MTMR12,0.713573349,0.022271685
CYR61,0.555402229,0.192630109
LOC220729,0.415098386,0.049727046
LINC01481,0.36511191,0.283565103
DDX50,0.875630546,0.671992275
PGGT1B,0.77967892,0.417759426
FMN2,0.855746697,0.40968914
RETSAT,0.843134882,0.419892934
DARS,0.703565645,0.548551227
RAB33A,0.902728195,0.446972375
RPS11,0.5608651,0.000765911
GTF2IRD2,0.536002225,0.856752781
ZFHX3,0.772678538,0.300284387
EXOSC7,1,0.039911649
ZNF134,0.892974359,0.598501561
NHLH1,1,0.141387508
TENM4,0.8341164,0.059421731
GSTO1,1,0.939617391
SRRM2,1,1
FGD1,0.394113501,0.008454746
NMT1,0.397186727,0.695312678
DCUN1D3,1.87E-06,0.004725554
ATG14,0.298587751,0.249450668
WHAMMP1,0.332518624,0.126568722
ELP5,1,0.454118366
SLC27A4,0.63809794,0.328145396
TIFA,2.33E-06,0.597427073
RCOR3,0.749437812,0.085881767
GOLGA2P7,0.570641221,0.328785913
HEXIM1,0.624320098,0.61517014
ELOVL1,0.89216316,0.190075964
TMEM185B,0.38093312,0.963723655
SPATA7,0.538591011,0.937234985
MEIS2,0.626157731,0.559859085
PCID2,0.836425437,0.519815554
C10orf118,1,0.132160296
TVP23C-CDRT4,0.667669714,0.19879742
GRK6,0.862298566,0.539540809
SNRNP200,0.812965326,0.515082301
CARHSP1,1,0.096861933
ASPH,0.945918578,0.549291051
TXLNA,0.590049791,0.198501431
NOP10,0.81424973,0.383902023
RARS2,0.620782438,0.096042342
CHMP4B,0.49178131,0.224282014
HSD17B1,1,0.392291013
CEP19,0.847867209,0.070992937
PKN2,0.618462943,0.937707022
NDUFV2,0.02613387,0.001277204
MEX3C,0.757356843,0.673705262
AGO4,1,0.439808575
RNU12,0.870409164,0.552093492
FOXJ2,0.967306245,0.831311307
PWWP2A,0.776967984,1
RCL1,0.516402035,0.403596165
CCDC104,0.578118879,0.434175748
IPO7,0.122867214,0.234177572
CDH2,1,0.650967149
ASTN2,1,0.399228246
FAM21A,0.800490731,0.236479846
HYI,0.715962067,0.104998384
TRIB3,0.490619304,0.462368135
SF1,0.992384022,0.247424898
RASAL2,0.793331221,0.719258138
ROBO1,0.61428166,0.136865142
GPR98,1,0.445166697
VPS35,0.685288309,0.640134918
ZMIZ1,0.966433595,0.254015742
ULBP3,0.738418899,0.804996357
PAK1,0.337105246,0.463339983
LMNA,0.696818072,0.064795648
CISD1,0.398067314,0.970255587
AMOTL1,0.45702984,0.004901277
ING5,0.836976156,0.822809517
LOC642423,0.938775741,0.946293024
ZXDC,1,0.192815305
MORN1,0.826285199,0.67364925
PLCH2,0.78443407,0.914310247
CDK2AP2,0.808224987,0.310838339
PLEKHA1,0.757356843,0.879655361
ITGB1,0.422982142,0.938082762
RTN4RL1,1,0.085887674
METTL12,0.956384958,0.162673911
C10orf10,0.871475575,0.984914701
SCAF8,1,0.021137702
POLD2,0.79074175,0.618726708
NAA25,0.832540132,0.511371057
POLB,1,0.48970147
ENDOG,0.892926267,0.179728552
CBX3,0.108103276,0.00011904
TP53BP2,0.830144244,0.742392549
BMI1,1,0.802861961
SAMD10,1,0.000290789
ENOPH1,0.819863384,0.264791012
VMP1,0.822739114,0.77113457
FAM57A,0.667161238,0.470575198
RPL7,1,0.175033908
FAM134A,0.75920225,0.522993619
C15orf59,0.578249438,0.299126397
PCYT1A,0.841460691,0.083756101
ARAP3,0.767385401,0.704752793
HEMK1,0.710266096,0.512960421
ARID1A,1,0.386908307
TFCP2,0.842128729,0.730101352
ASNSD1,0.451242479,0.84756185
TMEM14B,0.94040686,0.644908341
PDCL3,0.89216316,0.01222318
LIMA1,0.838822599,0.035784009
SAP30L,1,0.001280023
FAM107B,1,0.095308802
SH3BP5-AS1,0.827907176,0.664800238
C9orf9,0.29894762,0.036432985
TIMM17B,1,0.572024938
ATP7B,0.81424973,0.790587165
RND1,0.934111166,0.382083056
TMTC2,0.636787375,0.651440443
C15orf38-AP3S2,0.561532968,0.503634065
TPD52L2,0.582832823,1
CENPV,0.770019909,0.816449892
PRKD3,1,0.03174886
LYRM4,0.858911479,1
ETV6,1,0.269677464
C18orf25,0.819771986,0.919857345
HIP1,0.141739446,0.202226314
MRPS25,0.419841255,1
GARNL3,0.827907176,0.736506606
DMTF1,0.993381464,0.483709082
PARP4,0.93258395,0.743613201
STK3,0.691290646,0.673271168
RNF149,0.743878864,0.227728286
TSPO,1,0.786601149
GUCY1B3,0.904828617,0.68697652
SIPA1L3,0.895349975,0.568416899
NET1,0.971955057,0.453876828
PNCK,0.959365026,0.19842717
SCN3B,0.475405377,0.474558556
FAM27E3,0.42616176,0.578686707
REXO1,0.886717752,0.14637146
VPS11,0.653196564,0.113915634
FAHD2A,0.001033907,0.54186224
NME1,1,0.991189682
C15orf57,0.959826483,0.138133246
PUM2,0.81424973,0.319018099
TDG,1,0.550958246
TRUB1,0.639465063,0.672478172
NLGN2,0.754869539,0.821262711
GID4,0.947099025,0.269903096
LDOC1,0.434508899,0.026930018
CEP78,0.95314991,0.059161456
MRPL28,1,0.869754799
CPSF3,0.346591323,0.450530631
DDIT4,1,0.686469093
MRPL19,0.769340786,0.319436305
NLK,0.366339234,0.45963084
LMBR1L,0.446372241,0.317265976
LANCL2,0.413767456,0.313442691
SMG5,1,0.681907323
NDUFB11,1,0.11360955
ZNF710,0.901524307,0.568569025
SRSF9,0.681902175,0.855961788
HSDL1,0.941475972,0.427633837
APPL1,0.738733507,0.014867475
GOLGB1,0.322328362,0.027192103
ZSCAN25,0.723687065,0.749040178
NOTCH3,0.8640774,0.536938973
MON2,0.747596482,0.405355824
METRN,1,0.006767793
MYO19,0.52709329,0.003623723
TUBB6,1,0.923150501
FRS3,0.883182246,0.160041244
R3HDM2,0.708964891,0.672463451
FAT3,1,0.418341317
SLC25A38,0.718493925,0.852717434
TMEM87B,0.794252993,0.10813623
SNX3,0.868247317,0.790611074
LSMD1,1,0.567628651
MAN1B1,0.711966128,0.019110096
RNASET2,1,0.939147298
HAUS2,0.95314991,0.03696687
NR3C1,1,0.438654038
TRIM33,1,0.279914306
DRAM2,0.449957382,0.003609531
RBM23,0.441860463,9.10E-05
VCAN,0.7607926,0.962414687
PXDC1,0.862298566,0.130786655
MB21D2,0.788090643,0.37985108
UCK2,0.050936481,0.830821291
ZCCHC11,0.910581279,0.504929771
PBDC1,0.969754415,0.019301121
MANBA,0.982515346,0.528519385
BRAT1,0.737320268,0.814592753
SPSB4,0.894868726,0.972537505
SLC25A36,0.618692302,0.138127219
CXorf56,0.571991552,0.027919575
SNAI3,0.914689367,0.764084908
RNMT,0.582832823,0.098717408
SCARNA10,0.464651401,0.790090974
DNM2,0.497092871,0.430010616
ZNF326,0.924574113,0.166433596
ZNF614,0.749358861,0.621133617
GLO1,0.658108275,0.92436204
ATP5H,4.10E-09,0.849108272
DDX3X,0.927713118,0.233309646
BBX,0.853626847,0.601503104
RPS6KB2,1,0.174317462
ATP6V0A2,0.495421584,0.002215429
NUP153,0.802103755,0.098285342
AAED1,0.474472482,0.276761141
SETDB1,0.971955057,0.195399326
APOBEC3C,1,0.991179122
KLHDC8A,0.407289935,0.588399064
LRRC14,0.962292471,0.488042788
HDHD2,0.868247317,0.873641795
SETD3,0.805460046,0.26435702
IFI35,0.506058253,0.220536421
GLI3,0.344413937,0.071416172
ROCK1,1,0.361226399
SEC61B,0.58581373,0.258342323
KIAA1430,1,0.749286208
BEX1,0.992840697,0.064324112
DST,0.666682612,1
SLC2A1,1,0.066287218
FAM117B,1,0.035133874
FGFR1OP2,1,0.097982361
SAMD14,0.880627958,0.021664795
SEMA5A,0.906570083,0.001624383
METTL17,1,0.810549297
LEO1,0.594602992,0.799042547
IMP4,1,0.687925482
CDK8,0.904844674,0.876400454
ZNF593,0.876222362,0.545520625
SETMAR,0.680546527,0.11489074
STX18,0.723513987,0.221646587
CLCN3,1,0.779659026
LRFN3,1,0.01208175
URM1,0.878686774,0.709721086
SKI,0.682722904,0.045549245
FAM207A,1,0.934314254
MESDC2,0.543153274,0.000354417
FAM131B,0.63705034,0.605321132
NISCH,0.5659327,0.185556077
FAM206A,0.535474591,0.253088297
ERCC8,1,0.846635229
INTS6,0.614996316,0.891014656
SIRT5,0.809015957,0.247244296
PA2G4,0.172701096,0.189682564
ZNF432,0.861942755,0.057512463
BAG3,1,0.05596857
SLC3A2,0.723889822,0.007394114
POLR2I,0.696786191,0.538873682
HIST3H2A,1,0.424130419
RFX7,0.583576814,0.000666278
XPO7,0.989888468,0.625801145
SF3B1,1,0.747616651
RASA3,0.916057944,0.22929306
EFR3B,1,0.225455684
FSCN1,0.206640142,0.464374034
MIEF1,0.369063798,0.000636082
SRC,1,0.18773318
SRM,0.78902953,0.097031687
TRIM52-AS1,0.924938008,0.074895437
NPDC1,0.000109351,0.123888088
PEX6,0.552653998,0.28269617
DNAJC9,0.739371312,0.001294211
TMBIM6,0.491222524,0.164283967
KIAA1598,0.624930711,0.25590715
ZSWIM3,0.743878864,0.12237905
FERMT2,0.42585371,0.373080021
CIDEB,0.746073307,0.278049477
SNORD116-8,0.59552017,0.172962422
NUPL1,1,0.681877271
ANGEL2,0.672581925,0.477837433
GRIA1,0.367922006,0.004699394
HM13,0.425575329,0.491161946
XPA,0.502104751,0.128242755
JUN,0.733257741,0.395159196
S100PBP,0.787230634,0.644755755
FCHSD1,0.694368908,0.785520866
FRMD4A,0.914148085,0.516633347
ZCCHC6,0.70164735,0.550448608
DHX9,0.055710416,0.53462824
TSPAN14,0.687053449,0.236020059
GTSE1,0.677366112,0.093680604
RHBDL3,0.893506111,0.15683595
PEF1,0.738184717,0.134798874
AK2,0.775308918,0.615639703
HARS2,0.588786241,0.119260046
CDC27,1,0.529299854
EDC3,0.463957828,0.6842821
PKIA,0.687971016,1
