Short Gene name,p_value w/o covariate,p_value w/ covariate
EXOSC7,0.003709367,0.025763503
ZNF134,0.99153791,0.993909805
NHLH1,0.08274904,0.159093228
TENM4,0.003261282,0.027297265
GSTO1,0.831533738,0.808981145
SRRM2,0.820991646,0.81214788
FGD1,0.005556215,0.007506257
NMT1,0.763863704,0.799618536
DCUN1D3,5.60E-176,0.003738493
ATG14,0.31968811,0.322117991
WHAMMP1,0.00057285,0.089668624
ELP5,0.455711227,0.485428175
SLC27A4,0.415218249,0.444503704
TIFA,0.039627887,0.56089445
RCOR3,0.111902764,0.141271427
GOLGA2P7,0.287318523,0.277310697
HEXIM1,0.592460756,0.620384006
ELOVL1,0.334747903,0.39597967
TMEM185B,0.81025827,0.816316267
SPATA7,0.331950098,0.532910844
MEIS2,0.54429984,0.565693082
PCID2,0.126297495,0.274840775
C10orf118,0.081116094,0.120733918
TVP23C-CDRT4,0.059391583,0.123409225
GRK6,0.50037183,0.431125975
SNRNP200,0.583922164,0.513066974
CARHSP1,0.004148589,0.034901735
ASPH,0.743961317,0.723590849
TXLNA,0.043161126,0.102793463
NOP10,0.381932958,0.339204356
RARS2,0.00357894,0.041444972
CHMP4B,0.109832137,0.189722588
HSD17B1,0.489189188,0.445539511
CEP19,0.042210407,0.130614891
PKN2,0.893107821,0.897682782
NDUFV2,9.57E-15,0.000624134
MEX3C,0.546753622,0.503224187
AGO4,0.305641024,0.28057536
RNU12,0.673094773,0.677305824
FOXJ2,0.612755691,0.624279807
PWWP2A,0.935315313,0.956950912
RCL1,0.604655769,0.529432433
CCDC104,0.563690909,0.500441782
IPO7,0.082228436,0.103019449
CDH2,0.844909342,0.833517663
ASTN2,0.51089687,0.460650792
FAM21A,0.272431636,0.262995527
HYI,0.012236834,0.132924656
TRIB3,0.288478601,0.398543587
SF1,0.141821115,0.167758396
RASAL2,0.474671925,0.496963561
ROBO1,0.066736306,0.085060424
GPR98,0.600284377,0.591712364
VPS35,0.869666282,0.846939689
ZMIZ1,0.145835517,0.152747633
ULBP3,0.91356096,0.908979443
PAK1,0.335868864,0.417569728
LMNA,0.024369758,0.077131046
CISD1,0.987593164,0.988909912
AMOTL1,3.51E-05,0.004224152
ING5,0.970760671,0.978279673
LOC642423,0.904292744,0.879372149
ZXDC,0.121654987,0.246524237
MORN1,0.469591011,0.776285649
PLCH2,0.909575149,0.91004526
CDK2AP2,0.265864003,0.278316639
PLEKHA1,0.883142707,0.880534266
ITGB1,0.578301827,0.619305494
RTN4RL1,0.028404946,0.053455839
METTL12,0.247442315,0.230898327
C10orf10,0.978902638,0.979157627
SCAF8,3.69E-127,0.030535941
POLD2,0.708764285,0.767945555
NAA25,0.491370047,0.508583141
POLB,0.405522386,0.391176828
ENDOG,0.232945612,0.291213709
CBX3,5.07E-20,2.99E-05
TP53BP2,0.904603129,0.911425393
BMI1,0.972507078,0.972120194
SAMD10,3.68E-08,0.001059374
ENOPH1,0.419112545,0.427012087
VMP1,0.970286015,0.967689667
FAM57A,0.416246265,0.471408227
RPL7,0.104980583,0.128877407
FAM134A,0.435456154,0.493375893
C15orf59,0.574541889,0.554578552
PCYT1A,0.092479178,0.111390881
ARAP3,0.689738865,0.684541473
HEMK1,0.151066751,0.310745111
ARID1A,0.397661971,0.360926295
TFCP2,0.948531433,0.950920133
ASNSD1,0.931757709,0.937729933
TMEM14B,0.401186363,0.484942849
PDCL3,0.007080847,0.007305461
LIMA1,0.018185974,0.055338296
SAP30L,1.22E-06,0.000130949
FAM107B,0.003159628,0.038612815
SH3BP5-AS1,0.758597183,0.682615238
C9orf9,0.006811635,0.02792735
TIMM17B,0.5559773,0.570399757
ATP7B,0.831591725,0.810676989
RND1,0.217960539,0.25749356
TMTC2,0.148490928,0.255923922
C15orf38-AP3S2,0.555527315,0.520105338
TPD52L2,0.912961332,0.901220624
CENPV,0.672553519,0.676254613
PRKD3,5.89E-33,0.044500316
LYRM4,0.873228122,0.846560984
ETV6,0.324061779,0.308963432
C18orf25,0.829889934,0.818100342
HIP1,0.029835945,0.186208291
MRPS25,0.990310484,0.952491914
GARNL3,0.742020121,0.711917991
DMTF1,0.324061779,0.303616627
PARP4,0.817928138,0.823527462
STK3,0.681534161,0.712545612
RNF149,0.219063623,0.246204508
TSPO,0.66258045,0.617653214
GUCY1B3,0.796211575,0.79998131
SIPA1L3,0.692772562,0.632117917
NET1,0.436724296,0.384474964
PNCK,0.103563869,0.110402025
SCN3B,0.477930183,0.536634024
FAM27E3,0.409419343,0.477566744
REXO1,0.005238995,0.135755631
VPS11,0.021454088,0.097513636
FAHD2A,1.73E-08,0.673090266
NME1,0.739737538,0.799920151
C15orf57,0.055522607,0.096160605
PUM2,0.287671272,0.206712388
TDG,0.484289767,0.469778128
TRUB1,0.701588415,0.660399869
NLGN2,0.879255336,0.918766217
GID4,0.005952142,0.112704798
LDOC1,0.000351392,0.012129263
CEP78,0.043279573,0.038992036
MRPL28,0.66925518,0.64456641
CPSF3,0.574541889,0.561747762
DDIT4,0.73054648,0.721994807
MRPL19,0.47942663,0.445285201
NLK,0.517522002,0.559997013
LMBR1L,0.652771965,0.733939862
LANCL2,0.094079552,0.352125513
SMG5,0.855872625,0.839680273
NDUFB11,0.094298459,0.084786212
ZNF710,0.597366353,0.615318577
SRSF9,0.895301441,0.899617454
HSDL1,0.633012085,0.64143755
APPL1,0.022781852,0.015615871
GOLGB1,0.001282739,0.016303458
ZSCAN25,0.547847825,0.582481545
NOTCH3,0.303091612,0.410910764
MON2,0.290279042,0.358434382
METRN,0.002060209,0.017819786
MYO19,0.000104555,0.007467204
TUBB6,1,1
FRS3,0.184765076,0.19218368
R3HDM2,0.903748344,0.919956232
FAT3,0.414916473,0.420055948
SLC25A38,0.882367772,0.890014045
TMEM87B,0.111143738,0.119876314
SNX3,0.671724316,0.674528889
LSMD1,0.889597483,0.909513454
MAN1B1,0.033809475,0.022822359
RNASET2,0.759041869,0.742631169
HAUS2,0.025450365,0.057593011
NR3C1,0.580970079,0.552356551
TRIM33,0.244933955,0.167782235
DRAM2,0.01923011,0.017320373
RBM23,6.51E-15,6.30E-05
VCAN,0.878875294,0.873475995
PXDC1,0.113261246,0.157714301
MB21D2,0.458372952,0.416715723
UCK2,0.996860403,1
ZCCHC11,0.515656634,0.515560864
PBDC1,0.002316804,0.009457006
MANBA,0.647395225,0.623849108
BRAT1,0.69389951,0.677631682
SPSB4,0.859469463,0.849224867
SLC25A36,3.41E-05,0.075741673
CXorf56,0.006597009,0.02820933
SNAI3,0.628672248,0.63995436
RNMT,0.111013915,0.08227698
SCARNA10,0.855323602,0.853535261
DNM2,0.382208199,0.399203159
ZNF326,0.199936343,0.243663429
ZNF614,0.677150122,0.699634471
GLO1,0.692702024,0.697887438
ATP5H,1.36E-46,0.482597143
DDX3X,0.381673725,0.384237348
BBX,0.420815325,0.547725168
RPS6KB2,0.053950835,0.116424222
ATP6V0A2,8.42E-06,0.000163315
NUP153,0.14945213,0.102280405
AAED1,0.122586523,0.222397182
SETDB1,0.209730766,0.158398986
APOBEC3C,0.906888351,0.90160509
KLHDC8A,0.547568071,0.62605544
LRRC14,0.53349974,0.554422202
HDHD2,0.887259923,0.883190549
SETD3,0.162351629,0.193454149
IFI35,0.069116041,0.183385112
GLI3,0.011146723,0.044554585
ROCK1,0.609982277,0.591552283
SEC61B,0.228952998,0.401412259
KIAA1430,0.586485026,0.602655227
BEX1,0.140457802,0.165779794
DST,0.859547688,0.876504279
SLC2A1,0.038720396,0.066353692
FAM117B,0.023242148,0.012131189
FGFR1OP2,0.03918421,0.035720301
SAMD14,0.002620318,0.025602028
SEMA5A,0.001680022,0.004590188
METTL17,0.818299441,0.787494256
LEO1,0.891184379,0.893025134
IMP4,0.601417751,0.580522159
CDK8,0.806107799,0.791735943
ZNF593,0.29292378,0.383075051
SETMAR,0.046104907,0.070915896
STX18,0.167184783,0.132771641
CLCN3,0.792449941,0.757751152
LRFN3,0.000140453,0.01097616
URM1,0.26165539,0.39614095
SKI,0.031281126,0.049211712
FAM207A,0.851863787,0.842784876
MESDC2,1.97E-06,0.000213937
FAM131B,0.701885606,0.693039701
NISCH,0.115265945,0.179240019
FAM206A,0.212379195,0.289073989
ERCC8,0.788019148,0.77714324
INTS6,0.947635391,0.961503608
SIRT5,0.172763793,0.17524926
PA2G4,0.490370219,0.679857871
ZNF432,0.008606633,0.029360787
BAG3,0.040879843,0.055182463
SLC3A2,0.008018318,0.005944709
POLR2I,0.467702169,0.471856836
HIST3H2A,0.105993409,0.226422678
RFX7,3.52E-05,0.002846835
XPO7,0.577303705,0.566964183
SF3B1,1,1
RASA3,0.324602757,0.336487715
EFR3B,0.240888457,0.246528269
FSCN1,0.474942454,0.557066552
MIEF1,2.09E-10,0.000336381
SRC,0.121381059,0.138405188
SRM,0.108527154,0.085031587
TRIM52-AS1,0.043463457,0.071819434
NPDC1,1.14E-30,0.091179245
PEX6,0.260957723,0.246424717
DNAJC9,7.41E-05,0.000948877
TMBIM6,0.096283049,0.179722727
KIAA1598,0.336950263,0.256658301
ZSWIM3,0.002067061,0.046021341
FERMT2,0.290962377,0.333312484
CIDEB,0.336286019,0.338409614
SNORD116-8,0.004807379,0.053667762
NUPL1,0.556952342,0.52163393
ANGEL2,0.603700442,0.636762652
GRIA1,0.028082855,0.007702924
HM13,0.266382552,0.325862261
XPA,0.335418765,0.512312672
JUN,0.433074857,0.412065519
S100PBP,0.978060764,0.974946267
FCHSD1,0.856424676,0.863594321
FRMD4A,0.48113915,0.463436785
ZCCHC6,0.608611302,0.599177448
DHX9,0.832743812,0.834954143
TSPAN14,0.201181567,0.217719961
GTSE1,0.056797621,0.050237308
RHBDL3,0.122632099,0.11421273
PEF1,0.127461439,0.206744611
AK2,0.569544661,0.605389711
HARS2,0.104980583,0.062430656
CDC27,0.882685504,0.897295465
EDC3,0.703958131,0.716072995
PKIA,0.720728353,0.691564059
LEF1,0.47964437,0.481733133
HAGHL,0.930430335,0.925138796
CREBRF,0.066626412,0.134366123
IDI1,1.19E-72,0.032063127
PRKRA,0.824383142,0.808772202
TSFM,0.832743812,0.817858714
HIST1H4L,0.615922315,0.591651402
CTTNBP2NL,0.27229292,0.221261616
NDUFA3,0.662828632,0.726312269
CENPJ,0.180343128,0.210941587
ADSS,0.632009441,0.618811165
SOGA2,0.095368572,0.061431403
LENG8,0.174598561,0.284115921
ATP6V1E1,0.096974592,0.112441374
SH3BGRL,0.071721153,0.091269596
ERO1L,0.273675471,0.317822305
DUSP5,1.55E-08,0.000862408
IGFBP2,0.551870942,0.506933952
BRI3,0.00084358,0.011210452
NUP188,0.022697708,0.043109792
FOXN3,0.249796671,1
MIOS,6.97E-06,0.003095802
GLDC,0.004156682,0.003821587
ALKBH4,0.184220326,0.101962041
SH3D21,0.873228122,0.860434218
RPL22,0.591073337,0.583309095
CCDC58,0.640373,0.644165609
COQ3,0.05140375,0.02615181
NBR1,0.163521337,0.127243021
GLMN,0.225484102,0.158660901
PRPF38A,0.640247077,0.581730939
ACTA2-AS1,0.099557164,0.228360866
SZRD1,0.052887925,0.033457821
EIF3A,0.742159991,0.787767481
HIF3A,0.579974914,0.610931591
WBP4,0.722944458,0.672034984
PHF8,1.03E-37,8.72E-08
BPGM,0.61735085,0.648422854
DPP7,0.040071128,0.069507223
RAD51C,0.395394496,0.428283683
PAK2,0.979480483,1
CILP2,3.61E-16,0.004119575
RGMB,0.627564728,0.616230946
NAV3,0.022926853,0.011350472
RBM15B,0.916557151,0.995593007
DDX59,0.471802038,0.496564663
EPC1,0.849751891,0.828879502
CAMK2N2,0.886675786,0.884859874
DHX57,0.051807013,0.107253262
UBAC2,0.029464989,0.113396171
SLC35A1,0.479014906,0.436972011
ACAD8,0.190162762,0.189400787
ZYG11B,0.805558681,0.774593803
PPIG,0.330059454,0.29487207
BLCAP,0.552726362,0.548749657
URI1,4.31E-09,0.006354492
ZBED6,0.003038649,0.003907151
ARHGAP1,0.291373591,0.769216889
ZSCAN18,0.971894188,0.971428516
TONSL,0.919198358,0.922395856
KRI1,7.91E-75,0.016623579
TBC1D4,0.797032534,0.770466777
JKAMP,0.383248508,0.459770787
HADHA,0.459542032,0.477648504
ZSWIM7,1,1
FNDC4,0.033621041,0.74889639
HPCAL4,0.721839894,0.735879979
SNRPA1,0.169172243,0.256221387
YRDC,0.35980049,0.396718793
EPHA7,0.016391425,0.033024373
HCCS,0.927851062,0.926752076
GNG10,0.002407085,0.016942426
HIST2H2AC,0.05943525,0.034505673
PTAR1,0.697842765,0.680002525
BRF2,0.000606812,0.007802957
MPP6,0.240611632,0.230551547
HIBCH,0.925259363,0.913272726
H1F0,0.479154632,0.465423413
GRHPR,0.448991694,0.365177906
DDX51,0.231253921,0.21892647
MYC,0.363001363,0.445509938
ACOT13,0.610043469,0.601498757
WAPAL,0.973039037,0.973548646
C20orf96,1,1
FAM86A,0.650037524,0.626142082
MED17,0.00888112,0.02264638
DUSP10,0.338788508,0.379094067
GTF2IP1,0.22363974,0.262706252
RHOQ,0.119661764,0.129236578
PSD3,0.423884831,0.368093715
PHF3,0.743813731,0.764243552
FBXO46,0.750287117,0.764898048
GFRA2,0.039452268,0.076833161
EIF3E,0.662524853,0.654329161
LRRC16B,0.016676552,0.028836443
MAPK11,0.789480968,0.800368778
EIF4B,0.638303765,0.62902517
CHMP1A,0.570809566,0.590005375
TARDBP,0.007329813,0.032362901
TNPO1,0.489499687,0.606816169
COL1A2,0.34980936,0.272268228
ARFGEF2,0.000495629,0.001254901
CEP57,0.382543646,0.312000338
ZNF646,0.648898415,0.686915605
CTSK,0.751494325,0.749387464
PARP6,0.082899997,0.116269786
MYBBP1A,0.0513408,0.124148557
STAMBPL1,1,1
FZD7,0.946167876,0.948007115
2-Sep,0.530468962,0.508218134
UBE3B,0.257771224,0.297460895
STRA13,1.19E-05,0.009375742
C20orf27,0.036122299,0.154843604
FUBP1,0.096493833,0.186116466
SCRN3,0.142415855,0.336392423
UROD,0.502267076,0.538319173
HINT3,0.566387607,0.546324128
ZNF429,0.000116362,0.008970308
KIAA2026,0.960603948,0.963241718
BBS7,0.084914116,0.124930094
CDC42,4.56E-08,0.000848212
ITCH,0.410387845,0.413754184
WHAMM,0.000121236,0.009530641
RPN1,0.001676053,0.015517852
DNER,1,1
C8orf88,0.421572624,0.380031997
PLEC,0.467813181,0.467842277
TAF2,0.002460569,0.011759274
SLC9A7,0.006321235,0.023633331
AKT1,0.189473501,0.131918692
BIVM-ERCC5,0.8621501,0.851744817
ZNF569,0.740301437,0.715010097
ATP5J2,0.245426592,0.493665381
UBR4,0.641627678,0.652120861
TCP1,0.112856106,0.327048195
ZNF706,0.8921114,0.877043479
LINC00641,0.957426182,0.955113467
HMGXB4,0.386968225,0.398094959
LPCAT1,0.624206576,0.616400405
ZRSR2,0.430425088,0.436340854
RGCC,0.06003981,0.063086112
YPEL4,0.756382362,0.748941678
METTL14,0.54896854,0.501970267
PROSC,0.786211655,0.757831266
FAM120AOS,0.000875962,0.018436693
CCND3,0.874436194,0.880730358
SNURF,0.689335812,0.696368093
INO80B,0.391787493,0.369040885
PAIP2B,0.002471317,0.094357337
HIST1H2BD,0.375798279,0.618915859
TSEN34,0.341439676,0.289602725
CRTC3,0.190853523,0.159465483
MYL6,0.415199274,0.420986783
MAN2B1,0.062945716,0.075713029
RPRD1A,0.595440132,0.583932078
C1orf213,0.418615914,0.463947951
GFER,0.56338971,0.529243432
RHPN2,0.019035676,0.081942143
MAPK6,0.086144434,0.100158613
KAT7,0.582322392,0.53632028
MTA1,0.431666167,0.412127523
AIFM1,0.183799547,0.273868809
CD276,0.840772586,0.838424037
SERPINH1,0.18314913,0.18063979
SEL1L3,0.000223944,0.01201979
PLEKHA8,0.414192451,0.439700935
INTS4,0.79545482,0.808687579
COX20,0.011330343,0.082096341
PPWD1,0.000714834,0.005073693
RFT1,0.122306111,0.213244312
RPL29,1,1
RCOR1,0.800466857,0.840187601
TIGD7,0.130337026,0.276815986
CCNH,0.705027669,0.708015805
CWC27,0.309921216,0.255185626
CEP57L1,0.390246009,0.348962992
ARRDC3,0.741906373,0.748968298
SULT4A1,0.742312618,0.750817852
NASP,0.715377788,0.684798036
KCNK3,0.195485256,0.266735754
PRELID1,0.10160868,0.194405113
RAI14,0.319210897,0.347718332
ADM,0.354020709,0.342668093
MRPL18,0.835076224,0.824656908
FAHD1,0.66258045,0.662170551
POU4F1,0.820415297,0.816591531
SPON1,1,1
ANXA2,0.461595431,0.429822723
HNRNPA0,0.383917416,0.395497953
SEC22A,0.250841907,0.263594837
RNASEH1,0.368876293,0.435610405
FBXW7,7.99E-06,0.588081089
POP5,0.22891553,0.173700664
CHD1,0.237796918,0.271008724
CDK7,0.387272588,0.520953095
C9orf41,0.863926563,0.876706692
ATAD2,0.625599676,0.619987406
MYBL2,0.375932539,0.350729982
SRCAP,0.563274914,0.566194303
AKIRIN1,0.983390896,0.981650976
DHX32,0.443326011,0.55310553
WRB,0.199428101,0.206039043
SLC4A3,1.27E-05,0.003858466
HERC4,0.587505855,0.63244392
SLC35A4,0.081780533,0.07280065
EPHB3,0.572599272,0.486584817
PKD1P1,0.00034622,0.010273391
ROCK2,0.526490276,0.653851865
NSA2,0.744277911,0.691290395
KIAA1033,0.794445517,0.784612476
TRIP10,0.003522693,0.092194186
DENND6B,0.989156224,0.984571241
DHCR7,0.298769154,0.435094779
PRPSAP2,0.001171397,0.01277645
PSMG1,0.264210988,0.228804737
SIRT2,0.160374874,0.244701649
DEGS1,0.042315801,0.039900018
KLHL20,0.150088943,0.189695339
RRM2B,0.882991458,0.890042503
KLHL13,0.927876724,0.935954487
RPRD1B,0.8921114,0.878418156
CD63,0.382543646,0.309042907
SRRM1,0.137359874,0.263386029
CACNA2D1,0.377474268,0.41234168
FBXL18,0.275014654,0.270053134
TFDP2,0.029619345,0.026384745
STAG3L5P-PVRIG2P-PILRB,0.709078435,0.71458993
EFNA4,0.379490651,0.394353577
HAUS4,0.211755107,0.340835399
LYRM1,0.48446828,0.499605945
C6orf89,0.252579656,0.335666191
SNHG9,0.335621565,0.410179087
CAMKK2,0.65771707,0.665667661
RPS10,0.73792643,0.810236392
PSMC3,4.75E-06,0.000180297
SCLT1,1,1
TMED8,0.631081166,0.581680203
FAM69A,0.006243103,0.023761268
UBE2I,0.122662831,0.132579297
S100A6,0.435903096,0.418874353
CDKN1A,0.679816859,0.710059577
IDH3G,0.766544208,0.748980712
FBLN5,0.05362305,0.02270572
ZC3H15,0.494794459,0.501206151
RPA1,0.481926339,0.520185166
C20orf24,0.828454639,0.825107017
RBM28,0.489483957,0.482898271
METTL16,0.56446885,0.54559332
RNF24,0.010322245,0.010862645
TAF9B,0.749461967,0.750001624
SUCLA2,0.090862629,0.241565908
GAB2,0.961604661,0.958614896
TCERG1,0.382230096,0.355534461
C1orf216,0.853128803,0.849007997
NFS1,0.058922082,0.104467665
LRFN5,0.327315283,0.322123159
METTL21A,0.642696002,0.694194342
MCRS1,0.482917325,0.544258982
IGFBP4,0.000255845,0.006775633
PIP5K1C,0.000235609,0.005278786
DGCR5,0.916388538,0.908023289
SNX29,0.964820173,0.963751897
H3F3B,0.511662276,0.549003582
ARFGAP1,0.312887265,0.303583292
ZNF786,0.590456917,0.608896701
UBE2A,0.825631185,0.817458936
DENND4A,0.000154912,0.001460844
SNAPC1,0.944399204,0.939427353
EXOC5,0.531107119,0.595189161
GTF2E1,0.572599272,0.543768866
FNIP1,5.76E-05,0.058376206
NDUFB8,0.035521926,0.028667178
LINC01503,0.397437538,0.374325408
RPS25,0.296133756,0.22726599
HECTD3,1.56E-05,0.000136622
LRRC37B,0.579158521,0.568450839
MAL,0.056842304,0.048310582
PRKAB2,0.706372668,0.716410996
JAZF1,0.919603311,0.910510171
CSDE1,0.004756608,0.044919248
ATP13A3,0.699004067,0.686391873
AACS,6.88E-11,0.009412302
RALGPS1,0.355896838,0.270830496
LMNB2,0.141366644,0.155074452
SMCR8,0.995834686,0.998998628
TAX1BP1,0.233568313,0.201035941
CUL5,0.000168374,0.009224875
SOX5,0.300380315,0.537676468
GFRA3,0.021356925,0.080997866
C19orf38,0.257969748,0.231194261
EPB41L4A-AS1,0.725811338,0.703140831
AMMECR1L,0.335537113,0.387448081
ARHGEF10,0.945827852,0.923837821
AIF1L,0.934793772,0.940008175
HAPLN1,0.328271239,0.34255194
ABHD17C,0.131262307,0.099867875
SHC2,0.45377845,0.48637388
RPL35,0.04755031,0.056183109
ALKBH1,0.028793124,0.061949414
RABAC1,0.284092658,0.337581212
MFN1,7.11E-07,0.003993053
WDR70,0.642149501,0.63822295
DNAJB4,0.474603327,0.5819689
MLYCD,0.622187411,0.630389635
NR1D2,0.585742018,0.583364384
SCUBE1,5.29E-05,0.014378855
SRBD1,0.037043268,0.127245562
DYM,0.96107124,0.953846463
HDAC1,0.224773991,0.250158058
FUCA1,0.441609893,0.427845429
SALL1,0.721564838,0.715635395
LAS1L,0.870661756,0.858573935
RPL14,0.379240962,0.408930136
RSPO1,0.728652247,0.72265679
TNRC6C,0.431666167,0.442173812
ITFG2,0.924976836,0.919443942
TMEM38B,0.112347836,0.155012974
PPM1D,0.386267243,0.331328805
CSNK1E,1,1
PJA2,0.559841926,0.546400903
DUS3L,0.952326543,0.951137622
GNA12,0.828294847,0.851784601
SLAIN1,0.92144488,0.925548161
ALG14,0.342900259,0.431770656
C17orf59,0.222546912,0.171504796
ERH,0.878496909,0.860679864
RAB9A,0.823714191,0.792677293
TBCB,0.704551909,0.681728989
CDK13,0.342146715,0.313585134
BRPF1,0.001133539,0.004242309
PRKRIR,0.556151701,0.660635679
CCZ1B,0.474055447,0.43019449
SNORA48,0.550617757,0.585246913
PSMC6,0.106702289,0.065978099
SPECC1L,0.065586397,0.062148976
SCAMP1,0.296384381,0.27232897
ENOX1,0.212474943,0.406882629
PIM2,0.88422528,0.877589179
SERTAD3,0.260094562,0.27797019
RPL18A,0.10145697,0.055416947
PDCD11,0.382425778,0.440125541
SLC7A4,0.356866432,0.340976431
C19orf43,0.548817265,0.631552802
PDE7A,0.003149163,0.878257352
SUMF2,3.58E-09,0.003913652
DNAJB5,0.58917347,0.526673404
FAM21C,1,1
RHOA,0.053458288,0.08484883
BAG5,1.87E-102,0.001963246
RANBP6,0.732187768,0.710960528
TMEM134,0.585297082,0.591506486
NME6,0.993377363,0.94206756
TBCC,0.784498525,0.755514704
FOXK1,0.761641751,0.766573182
SEC24B,0.301806685,0.288184505
DYNC1LI1,0.890501698,0.901294224
HIST1H4E,0.157350359,0.252896614
RSBN1L-AS1,0.861853923,0.891930953
MPP3,0.11219695,0.180038653
RRBP1,0.513259911,0.478864142
MAPK12,0.901426569,0.981198605
MRPS23,0.556463694,0.54609454
RAB6A,0.0008065,0.044950297
BBS10,0.470254583,0.479087127
EXOSC5,0.491141504,0.545227807
GLUL,0.568935452,0.62377346
PPM1M,0.297893294,0.364111474
ADPGK,0.474942454,0.469285332
SRSF3,1,1
ZNF17,6.85E-11,0.000543238
EIF3D,0.682121493,0.721539162
CTDNEP1,0.296534027,0.337942543
RPS23,0.844363919,0.838638977
PSMD4,0.880772035,0.881636087
TECPR1,0.909007147,0.888744166
CAPZA2,0.484895467,0.530281534
MAGI2,0.555775205,0.537417136
STT3B,0.108935731,0.065719237
PCDHB10,0.043003382,0.061950073
ASB13,0.902606657,0.902015632
ATN1,0.942386405,0.937410042
EIF1,0.402246172,0.395776284
CDC37,0.088980636,0.147439222
AHSA2,0.318321292,0.294891491
9-Mar,0.560882699,0.600561734
JAK1,0.00085169,0.003887646
C19orf66,1,1
SWAP70,0.864131093,0.866548862
PMPCA,0.640247077,0.589337667
RPS28,0.199461672,0.255654945
PINLYP,0.908630531,0.904694603
TCF7L1,0.021911671,0.094388134
RPL17,0.527239615,0.48775585
SIRT4,0.951341465,0.942492462
CCDC126,0.067966248,0.116543053
CASC15,0.886692984,0.881764469
RPS29,0.338405069,0.380363618
NIP7,6.54E-13,8.54E-06
SNX1,0.074581401,0.106481936
PREX2,0.640247077,0.637568512
EFNA3,0.698479087,0.734127937
PYCR1,0.727992673,0.754179737
TM7SF3,0.213202266,0.293566853
SLC25A4,0.424364554,0.517080147
DYNC2LI1,0.589967324,0.592540263
RNF7,0.150873743,0.238002417
CASC3,0.000955672,0.015490907
HTRA1,0.211331953,0.26636541
PAXBP1,0.32360343,0.404746493
TBC1D5,0.922571756,0.92460587
MYO1E,0.010673483,0.101681446
TP53INP2,7.44E-16,8.06E-05
ZNF33B,1.06E-05,0.002916913
HNRNPR,0.882570403,0.892362844
MSL1,0.715473239,0.707520954
SIVA1,0.105602522,0.196307775
DNM3,0.881157714,0.877806151
GNB2,0.755960588,0.776918961
RBM4B,0.773080808,0.803797724
ABCE1,0.452850356,0.475483743
DEPTOR,0.97199471,0.969890682
TBC1D9B,0.020393146,0.023008165
ZNF845,0.581215823,0.58830602
TIMM8A,0.346746148,0.418786417
EIF2A,0.956902327,0.958629124
RBBP7,0.02725844,0.11877872
SERTAD1,0.239017418,0.309086762
SAE1,0.752328907,0.723782939
ARHGEF11,0.622934577,0.63328589
FBXO44,9.53E-06,0.011020133
ARL6IP5,0.921131098,0.905886801
MYCL,0.274917723,0.343285761
GTF2H2B,0.614686873,0.58665432
FBXO5,0.010008032,0.020658533
HDLBP,0.856613833,0.840833384
MGST3,0.878536755,0.895119608
ST6GAL2,0.004193529,0.016185939
LGI1,0.100735472,0.159939938
ECSIT,0.101157515,0.292463037
RPL36A,0.216876848,0.211831681
TOP3A,0.771012534,0.745280046
TST,0.409663881,0.410092407
CRAMP1L,5.26E-05,0.010785089
LRRTM2,0.03566197,0.058961275
RAB20,2.14E-06,0.096839768
ATXN10,0.492816506,0.447653676
PLEKHO1,0.469881624,0.421189238
SHF,0.42169005,0.470952528
FKBP10,0.473017125,0.440171674
FAM32A,0.94646708,0.94377042
SMAD4,0.919451244,0.91742596
ASL,0.786747517,0.697740253
ETNK1,0.796726943,0.822445887
IPW,0.07987355,0.090299246
TBCCD1,0.765662973,0.735581069
USP40,0.263959471,0.245559561
TTC8,0.555807506,0.502763081
CCT6A,1,1
CLCC1,0.001867987,0.007814832
SDHAP1,0.230987599,0.181212852
HAGH,0.823479367,0.848178537
FXR2,0.331161657,0.306830089
RHOT1,0.150146584,0.112959289
C16orf87,0.02534847,0.110983939
RAD50,0.72730755,0.72252554
CFL1,5.54E-05,0.000880124
ADAMTSL1,0.454343487,0.446119995
ACTR3,0.620432559,0.650510246
SEMA7A,0.000185191,0.006406439
SNX8,0.002070539,0.01271755
SDCBP,0.208230781,0.242522675
PANK3,0.299185248,0.268542703
INTS10,0.858565288,0.853829526
SMAD5,0.055810218,0.110340257
ADAM17,0.214514148,0.2310247
VAPB,0.82276673,0.824181779
TRAPPC11,0.838495383,0.846021278
CNOT6,2.03E-07,0.004986482
CMTR1,0.021420326,0.124123141
GRINA,0.748216371,0.741570927
MZT2A,0.2258405,0.299545572
LDOC1L,1,1
FAM160B1,0.380502505,0.442069856
TMX3,0.668425094,0.703348277
INPP5K,0.147362404,0.236288012
C14orf166,0.482337724,0.511265706
SNRPD3,0.163250628,0.175979306
UTP18,5.64E-31,9.04E-06
IPO8,0.381182488,0.542931798
LNP1,4.79E-05,0.070907452
CENPM,0.000238708,0.008104051
PPM1H,0.015160911,0.037557713
DDX19A,0.256651996,0.343811829
NCK2,0.529392048,0.557080401
PFN1,0.279240067,0.279575992
MRPS27,0.338050609,0.326711609
SEL1L,0.979470092,0.975206292
SLC9B2,0.467677428,0.469690092
TMEM145,3.91E-05,0.022976657
QSOX1,0.51249929,0.514389588
C16orf62,0.06840476,0.116445992
ING3,0.241106935,0.312272284
CCDC8,0.200899189,0.250656236
ARRB2,0.431181911,0.384551892
