Short Gene name,p_value w/o covariate,p_value w/ covariate
FAM89B,0.025075456,0.11914461
IFT140,0.63240214,0.612324007
MED20,0.209431259,0.152132374
ODC1,0.840273445,0.838981432
RALGAPA1,0.327701303,0.297253796
CUX1,0.073369178,0.304346145
CHMP7,0.856284643,0.846202428
CETN3,0.793800059,0.823125773
LIMD2,0.75007107,0.759805917
CYP2U1,0.044896694,0.105274779
FN3KRP,0.776817609,0.727731554
TRA2A,0.535051417,0.540015152
RPS3A,0.740172688,0.711863136
RAP1B,0.790188457,0.723812762
STXBP6,0.730510404,0.733782272
DBNDD2,0.859039538,0.855079269
SLC7A3,0.950945222,0.961988009
KANSL1L,0.881035945,0.874226937
SFXN1,0.789958127,0.77924817
CAPN6,0.639669028,0.668833991
HDGFRP3,0.966887196,0.96729454
SF3B14,0.542895912,0.5775296
LYRM7,1,1
EARS2,0.598180893,0.591046966
LIMK1,0.402190185,0.34711826
CNIH1,1,1
ANK2,1,1
KIAA0196,1,1
DVL1,0.983410943,0.981345031
CIRBP,1,1
PKD1P6,8.07E-09,0.011667563
ZMYM3,0.833121566,0.780137096
ZNF766,0.508300067,0.509627028
DUSP11,0.671461003,0.755976062
TMEM35,0.459751534,0.406114752
PTCHD2,0.865028307,0.8531346
SLC35A5,0.610666127,0.626173487
RASGEF1C,0.372424277,0.304624976
FEZ1,0.003036281,0.041195228
SAMD1,0.974765291,0.980479923
MESDC1,0.878574433,0.895746677
FHL1,1.77E-07,0.000273235
GOLT1B,1,1
IBTK,0.524486455,0.557579755
ASTN1,0.655971798,0.630483943
GARS,0.233817267,0.153478795
CCDC71L,0.000539816,0.047723525
NSFP1,0.252325947,0.242194823
PSME3,0.186207972,0.327827029
MED10,0.641430531,0.628479154
MCM4,0.743468708,0.748927943
EIF2S2,0.758303421,0.73854366
POLR2J3,0.474149741,0.548578383
PON2,0.178323219,0.225967229
ZNF74,0.6842868,0.682477199
MZF1,0.046539493,0.082774819
KIAA1429,0.886330122,0.877207574
CDIP1,1.47E-33,0.193366144
CCDC24,0.650414562,0.596226199
C6orf1,0.725464006,0.695994573
ALG3,0.90280413,0.899449018
STMN2,0.971862721,0.971277682
ADAMTS4,0.26862954,0.303529813
SSR3,0.099474178,0.558098051
IQGAP1,0.193214712,0.217864184
MAP1LC3A,0.820133261,0.808378129
H2AFZ,0.925566717,0.921354241
EMP1,0.074507809,0.088548993
KATNA1,0.24470971,0.242532662
USP37,0.290812141,0.293953483
NUP37,0.006727994,0.091180894
NVL,0.002440072,0.078013486
SGPL1,1,1
ARL1,0.562926662,0.66312933
RTN4,0.240130636,0.487224787
LTV1,0.475402857,0.493606085
EMC2,0.739908606,0.693414442
KAT2A,0.029968936,0.077713479
ATP6AP1,0.657534103,0.681273992
KRBOX4,0.784469603,0.796529461
NDUFS6,1,1
KLF12,0.174858467,0.159724268
PRMT1,0.704706085,0.767962736
ANAPC1,0.000178619,0.167332236
HCFC1R1,0.192201643,0.12969737
INHA,0.214969742,0.185043364
LOC730183,0.469139981,0.532679695
FAM195B,0.581185575,0.579153408
LRRC8D,0.070632999,0.110343651
IP6K1,0.969655886,0.969530245
LINC00674,0.553397764,0.553772659
ZC3HAV1,0.707255859,0.609455087
SNX6,0.415462513,0.42483378
TPP2,0.544151144,0.525550223
LINC00599,0.234143659,0.366965336
KCTD18,0.380625893,0.395012054
PIK3C3,0.469110103,0.431414312
PPP3CB,0.628498427,0.656563224
NPM3,0.868937236,0.852750785
RASD1,0.779734487,0.800765916
ZIC5,0.758317136,0.698117077
ERGIC2,0.752489066,0.777360535
USF1,0.84833049,0.859766362
RNF152,0.368436496,0.415149375
APLP1,0.93573456,0.935017779
NRP2,0.66662421,0.684691552
ARHGDIG,0.004480143,0.208396495
SNRPB,0.010236392,0.16349465
RFC3,0.622428033,0.622198737
ERCC6L2,0.536716905,0.523977043
UBQLN2,0.635350383,0.605778085
TAF1D,0.754054835,0.72983923
RHBDD1,0.265178479,0.29142534
THOC3,0.387406265,0.441703001
GOLGA4,0.65050742,0.646188296
USP35,0.387574891,0.407539099
ZBTB17,0.6533783,0.712455084
RSL1D1,0.673901062,0.67746223
EML1,0.638243268,0.597736322
ZNF286A,2.53E-80,0.001298326
WBP11,0.513086558,0.721949184
LOC100093631,0.223948174,0.227305056
IST1,0.577925625,0.642364543
SP4,0.740346022,0.7299815
TBC1D23,0.916103079,0.900733888
PTPRN,0.851748938,0.849117922
PTPRH,0.340839552,0.288208992
GMPPB,0.718097982,0.736987286
UBE2D1,0.903906126,0.904403559
NPM1,0.381775464,0.46567894
MYCN,0.811244028,0.791873958
GOLPH3,0.126484933,0.127203974
RGL1,0.997778506,0.999751018
HAT1,0.916525339,0.917105562
ATRNL1,0.601588429,0.558720979
HS6ST1,0.86191633,0.876533292
ERAL1,0.086715968,0.06137613
CAMSAP1,0.958323062,0.95873251
SLC2A4RG,0.49069288,0.48445665
FAM219B,0.925712864,0.905046315
UNC13A,0.385648764,0.387602597
IGF2BP2,0.739936134,0.758562988
GPC3,0.849721289,0.867596762
TMED9,0.688009834,0.678240832
KIT,0.021817465,0.066641608
SNORD58C,0.829811626,0.802643778
DCTN4,0.725749898,0.701506333
SIRT3,0.653979451,0.660247801
CNP,0.23485187,0.287562765
CHKB,0.270190889,0.364389532
MED24,0.403480909,0.397908887
LSG1,0.881491207,0.883371033
BICD2,0.83626636,0.868569317
GTF3C3,0.645455052,0.689075753
CHTOP,0.774656735,0.817020287
TUFM,0.188695148,0.185504716
CSRP2BP,0.699685173,0.702084316
ZBTB33,0.129573874,0.783341826
L3HYPDH,0.503852996,0.616440304
NETO2,0.946544594,0.945389407
GAS1,0.031859332,0.125027418
UQCRQ,0.775493882,0.770290981
TTC9,0.781883449,0.77652968
MAPK10,0.62253119,0.723962011
CLCN4,0.381090419,0.388633264
CHEK1,0.364555239,0.351982019
PLAUR,0.571386018,0.561146345
SRGAP2,0.450237641,0.509635685
MAD1L1,0.617443682,0.591779468
POLR3B,0.84567094,0.836672106
HNRNPU,0.148748265,0.297600556
MEIS1,0.949262053,0.950070087
ZNF841,0.836030149,0.849184683
FAM169A,0.341653544,0.287897294
LOC100190986,0.900752053,0.902949577
SNORA80B,0.753285903,0.78467411
NAP1L2,0.211713938,0.439758483
TBCE,0.520502216,0.48974882
TGS1,0.526013482,0.514737717
MIR3187,0.305658804,0.307198259
OFD1,0.563029275,0.546487591
SNORD59B,0.538729043,0.522776432
DNAJC7,0.180158374,0.220371688
GTPBP4,0.582613095,0.56971353
PWARSN,0.805859123,0.905431404
GADD45G,0.500131602,0.508424185
PNPLA8,0.41442364,0.374364219
DEXI,0.753790601,0.757860168
TRIM5,0.004919287,0.083515049
CNOT10,0.239377314,0.189855945
TMEM208,0.732318431,0.702341922
RPL10A,0.947298042,0.947817948
C9orf40,0.670825845,0.693345892
SUPT6H,0.921754894,0.914850646
MTMR4,0.744640492,0.723472709
MAPRE2,0.888688046,0.892336066
C14orf159,0.716380453,0.694561366
UFD1L,0.735759178,0.748318309
USE1,0.793907824,0.790260093
PPM1F,1.44E-06,0.012544867
FCF1,0.80008505,0.811058014
VOPP1,0.585229913,0.544044366
DDX21,0.977780773,0.983454555
LIPG,0.748009202,0.729673075
RLIM,0.827538493,0.824962637
VPS28,0.832641944,0.814303397
SNRPD1,0.958013613,0.959162969
MBOAT2,0.601202451,0.600440291
HMGN3,0.100952031,0.26255848
NSL1,0.897635144,0.897812911
PELO,0.25709194,0.383363192
SLTM,0.976675916,0.982519358
PRRX2,0.179144929,0.285413089
COX15,0.715914952,0.696319781
EBP,0.799259665,0.795964683
NSUN2,0.820133261,0.82236401
PALLD,1,1
MYO18A,0.660812092,0.808749029
PRRC2B,0.072445769,0.133175046
FN3K,0.50997893,0.482734799
NDFIP2,0.860645883,0.845724283
SSBP4,0.921736935,0.918995118
KBTBD11,0.380587299,0.416010572
RPL10,0.595060319,0.482799156
PNO1,0.442018349,0.538767432
CWF19L1,0.914703986,0.91069144
NUDT3,0.749886007,0.75675554
RPL27,0.203756578,0.402061136
WNK2,0.406902357,0.538800205
JPH4,1,1
ASAP1,0.948875413,0.945792441
CCDC28B,0.800462321,0.822427632
AKIRIN2,0.504277887,0.505406872
NUDT2,0.283095141,0.280947739
RNF115,0.337957781,0.321491793
SNORD116-1,0.550736069,0.527722451
RPL13A,0.469664235,0.505840195
ARL10,0.963675784,0.964225532
TRAPPC2,0.977955697,0.983749253
PPFIA1,0.238369688,0.73559449
SMARCAD1,0.079983429,0.125861626
TSR2,0.821352936,0.795592751
SMS,1,1
RHPN1,1,1
UBALD2,0.795339751,0.812547103
ATXN3,1,1
SLC4A8,0.954324329,0.983661583
LGR4,0.050949921,0.097902563
PRKCSH,0.668944655,0.662391408
HIATL2,0.222549865,0.240704406
ZKSCAN8,0.36589889,0.390191523
LSM3,0.576550509,0.535613979
LSM14B,0.678935152,0.678292565
MMP24-AS1,0.499770217,0.603365131
TXNDC5,1,1
NNMT,0.926624791,0.925620408
PTGES,0.983444059,0.998109868
PRPF4B,0.805859123,0.790501981
ZNF362,0.113223256,0.147998478
PAK1IP1,0.119469315,0.136451758
CASKIN1,0.337208143,0.415148622
PABPC1,0.35890442,0.338505891
KIAA0753,0.796191202,0.781986424
SNORD17,0.32664272,0.375734812
MAPRE3,1,1
ZNF423,0.874637409,0.876596007
FSD1,0.847868803,0.857914443
WBP5,0.92426559,0.891530897
PIK3R3,0.003935053,0.02564088
ACBD7,0.809863553,0.798169018
SFPQ,0.7526382,0.733600703
LHFPL4,0.221544657,0.215933354
ZSWIM6,0.909679493,0.913366416
STAG1,0.890319555,0.894090477
CSNK1D,0.195831983,0.203447096
GNG4,0.619504303,0.623928481
BCL7A,0.366303403,0.331026101
SPTBN2,0.834305727,0.868113241
THRA,0.021735305,0.206977904
TBC1D24,0.862661982,0.853208493
MIR4787,0.900657374,0.913901297
EI24,0.63586312,0.621205595
ENAH,0.638494371,0.615822649
GMNN,0.017724094,0.039488967
PSPH,0.96217146,0.94472727
ADRBK1,0.132167701,0.124465873
SNORD121B,0.99209022,0.983173735
TGFB1,0.525908036,0.566813394
EIF3B,1,1
SNORD82,0.125906497,0.118677465
CDK4,0.000260634,0.751946274
LOC646762,0.931104242,0.93020487
SNORD58A,0.596037144,0.453958613
HNRNPH2,0.720377983,0.703467195
SNORD114-14,0.980077923,0.975404012
RPL38,0.195717962,0.18352173
SERPINE1,0.744114965,0.743551443
SLC30A6,1,1
ASCC1,0.459735378,0.455909216
BRMS1L,1,1
ITGA7,0.234184951,0.291260505
BTBD6,0.872339679,0.863057846
IK,0.838566725,0.816830189
MYO10,0.854517879,0.833876807
ATP6V0E2,0.891471242,0.887816222
PDPR,0.000906315,0.045460927
MAST2,0.334684128,0.38063219
MALAT1,0.45920925,0.501928739
CERS6,0.311349375,0.256192096
ULK1,0.082136443,0.145325338
SNORD22,0.443939618,0.49200263
FAM127B,0.932176518,0.931602365
CDC23,0.93134116,0.931599423
KLHL23,0.557617352,0.50869077
TMEM126A,0.472023983,0.471562592
PTOV1-AS2,0.477117519,0.476437292
SKIV2L2,0.455517735,0.421732852
SNX5,0.901942475,0.899645876
INTU,0.863312833,0.855535864
NFYA,0.03069757,0.055394319
MYEOV2,0.85104679,0.822320652
FEZ2,0.618201755,0.585298947
XXYLT1,0.002249366,0.004993576
TMEM258,0.940545947,0.941255663
MAP3K10,0.715549433,0.721691655
PEG10,0.963144485,0.966769819
SEC23A,0.012096589,0.88153089
UTP3,0.151660397,0.171090924
NBEA,0.574258159,0.775493397
KLHL36,0.230042912,0.315233397
EZR,0.027976159,0.03688413
SOX2,0.175459736,0.338994758
SNRPE,0.711097327,0.5758284
DUSP8,0.849583673,0.830600456
ALDH1B1,0.6592678,0.62478784
UGGT2,0.015587594,0.055803805
FGD4,0.832282303,0.801168948
PTK2,0.643010884,0.607158775
DUSP26,0.588318513,0.583901253
C10orf76,0.994537963,0.989636295
ADAMTS18,0.627067351,0.610060368
GLRX,0.841237755,0.911647053
ARMC7,0.337728415,0.596082834
SCAMP3,0.982836302,1
PRR13,0.153535312,0.127866233
MFAP1,0.072893396,0.116815053
EXTL3,0.768382719,0.799926667
DISP2,0.718934009,0.729376281
SPTBN1,0.088051297,0.163092241
SLBP,0.957846719,0.957854241
CHAF1A,0.152390941,0.200849654
FZD2,0.000875538,0.061947578
MED14,0.281889864,0.276229237
CEP41,0.66864805,0.675245548
BTF3,0.469853562,0.430353266
PIP4K2B,0.89577071,0.893781398
LRFN4,0.606261284,0.617532088
PHGDH,0.590386444,0.609297057
KIF2A,0.902572464,0.900724599
AGAP2,0.603872145,0.597378788
HIST2H2BE,0.702606788,0.777965225
UBAP2L,0.610985227,0.601097703
TNFRSF25,0.959679881,0.959691826
TIGD2,0.943366947,0.942310508
ACVR1,0.932092527,0.926674931
MGAT5,0.613750475,0.579385032
SFXN4,0.446554593,0.366660956
PDLIM2,0.736940917,0.749126329
SLMO2,1,1
FAM35A,0.82443445,0.843425385
RSBN1,0.6216966,0.589483109
CPSF7,0.832641944,0.815770839
TSNAX,0.397995698,0.335761999
HMOX1,6.67E-09,0.001596324
CPEB4,0.590177017,0.619256088
PARK7,0.556821631,0.505901443
DBI,0.044646846,0.138829071
KIAA0895L,0.006435217,0.026708576
TXNDC15,0.422657994,0.409532965
SLC7A11,0.792036817,0.79310241
NUDCD1,0.915775266,0.909620945
LRRC37BP1,0.435826453,0.395313656
7-Sep,0.642357271,0.59823266
TMEM214,0.646680965,0.634706522
TBC1D1,0.798483145,0.798151926
DPM1,0.764311981,0.767475649
GPR37,0.642372248,0.641334664
POLR3F,0.205246711,0.409912497
A1BG,0.735972391,0.721994999
RFNG,0.191821067,0.184201031
RPN2,0.042092852,0.100566639
TRMT12,0.22948677,0.241646778
RPAP2,0.144423366,0.186533976
ESF1,0.834160943,0.817952367
TIMP2,0.266057775,0.292426439
MTURN,0.304286844,0.307991023
WWC3,0.051318497,0.088854582
XPR1,0.660734042,0.65197916
PPP1R3F,0.79374393,0.798270783
PTPN11,0.978673135,0.978728043
RNF187,0.624961022,0.494340853
RUFY3,0.436005993,0.43682316
ARL2BP,0.902862178,0.895189505
HMCES,0.876503046,0.860318668
TIGD5,0.370306574,0.402258275
KIAA1549L,0.627756605,0.639035398
SMIM7,0.51559447,0.542250713
SV2A,0.61340315,0.623835555
SMIM8,0.198498862,0.168024398
EIF4A3,0.944231109,0.944899142
DDOST,0.707800844,0.7060138
MGMT,0.352713285,0.334431349
EGFR,0.899535024,0.939241061
TOMM20,0.250139345,0.341474696
DIP2C,0.764777604,0.76995565
ELFN1,0.484733836,0.549406967
LSM6,0.612630212,0.570934085
PLEKHG2,0.223768749,0.207691455
STK32C,0.719858517,0.705073684
TBL2,0.906722342,0.883811147
ACAD11,0.900783545,0.907419152
TSPYL2,0.398186045,0.346429896
TXNDC12,0.585416203,0.582810164
ATP5A1,0.156096348,0.474222005
MIR4435-1HG,0.065383224,0.32892479
BRIX1,1,1
FZR1,0.793691235,0.810230073
CCDC127,0.193542525,0.191121881
ASPHD2,0.457145151,0.434324543
KDSR,0.896489038,0.895360721
DNAJC6,0.911653346,0.887998325
DNAJC18,0.602438595,0.580324002
SIAH2,0.972260752,0.961253601
TRIM25,0.97747819,0.970210972
PRPF39,0.397817937,0.41883568
MTMR1,0.230319557,0.385567176
NAA10,0.767802885,0.758603296
RPL34,0.626341249,0.594258855
UCKL1,0.935776936,0.935999039
ADCYAP1R1,0.856201909,0.840782961
TMEM43,0.358860497,0.339182766
UBA5,0.632245865,0.61956852
AKAP6,0.034809113,0.529123286
CDC5L,0.993205727,0.988900576
RPS27L,0.047207023,0.088167849
ARHGEF19,0.572764665,0.564512166
CDC42EP3,0.613533643,0.59248965
RTFDC1,0.840803842,0.834146717
PPME1,0.947921713,0.904749816
P4HA2,0.655798945,0.64583855
SEPW1,0.856587486,0.832735787
CDK10,0.255520818,0.358434559
CITED4,0.417956392,0.42867466
BAD,0.227942177,0.261164848
DACH1,0.908667461,0.901376376
PPP1R12C,0.267608737,0.278694575
ERCC2,0.717523641,0.691980635
ZEB2,0.446708592,0.431694136
SLC22A17,0.432596469,0.460035782
RPL18,0.969067667,0.974786495
TOMM40L,0.612096709,0.629029164
GLA,0.953023293,0.953851851
C16orf70,0.466862793,0.419557702
TRAF3,5.39E-05,0.022115022
IPP,0.011625598,0.065714191
DNAJB9,0.838617167,0.825104246
FAM43A,0.215323611,0.190896691
SRD5A1,0.801482307,0.806970246
ADNP2,1,1
NAP1L1,0.027651206,0.064357864
CYB561D2,0.523055697,0.562503977
NUFIP1,0.733674957,0.75636033
RPF1,0.700874938,0.709570687
SIRPA,0.297850083,0.32402522
C9orf156,0.871573179,0.868893733
ELL,0.979673355,0.981032312
GNAS,0.979517849,0.979896426
HNRNPF,0.326989881,0.437799384
MIR7-3HG,0.856478169,0.852249878
RPS6KA2,0.779148204,0.81516191
SLC9A3R2,0.77985228,0.758153232
NPIPB5,0.373021403,0.335899319
MLEC,1,1
PEX3,0.519911664,0.474695758
KIAA0020,0.261674127,0.301602018
MIIP,0.584263879,0.601495459
CUL1,0.361153075,0.382403433
TPR,0.602438595,0.616259739
CLPB,2.79E-05,0.18255215
FZD3,0.612630212,0.585626455
SEZ6L2,0.243758412,0.288397748
SLC33A1,0.000272139,0.078232414
JPH3,0.075881759,0.130650986
CTC-338M12.4,0.072915812,0.076754651
RABGGTB,0.766299007,0.763412047
PDP1,0.741987422,0.721251371
HTATSF1,0.927800896,0.916294026
ANKZF1,0.851239491,0.833643316
PVT1,0.677128739,0.622244951
STX17,2.01E-07,0.277905096
RADIL,0.840881418,0.843798405
MRPS9,0.177967095,0.179816857
KLHL5,0.670691942,0.672156315
TUBB4B,0.950997555,0.951698358
CHSY3,0.730247305,0.72885345
NEUROD1,1,1
SUPT4H1,0.156064976,0.26075346
RPS16,0.601054587,0.580846444
SLC30A5,0.894352817,0.876872273
DHX40,0.591293878,0.594051648
STX5,0.167234568,0.254354629
DLG5,0.235535336,0.246789399
NME2,0.292531485,0.372534437
KPTN,0.435853691,0.737728359
NDUFA9,0.159191968,0.140392004
MON1B,0.005572844,0.018252886
NPR2,0.136129481,0.608417098
UBA3,0.871573179,0.857862474
PDXP,0.568506147,0.588618341
SUGP2,0.654093867,0.655325663
ADH5,0.750813657,0.722073095
SCAF11,0.32419307,0.28054469
DHX33,0.699759945,0.67751682
EZH1,0.80205032,0.793935923
PACS1,0.064227443,0.225922541
MEGF6,0.567312103,0.562698101
SNORD97,0.176002852,0.193799637
FANCI,0.822517157,0.811068227
RNF2,0.372940598,0.575053607
SPTAN1,0.723469829,0.726690674
CCZ1,0.972813026,0.972489027
ZNF776,0.402324549,0.385639331
USP36,0.979201352,0.981194351
SESTD1,0.730732516,0.744080021
HLTF,0.01892784,0.053597041
PPAPDC1A,0.468184331,0.473272658
RBM26,0.819299127,0.797201536
MIA3,0.204703145,0.226853546
STON1,0.771683961,0.756236164
MAK16,0.059488495,0.077552569
SMU1,0.555357114,0.593152818
SRSF2,0.023935771,0.07875888
GAS7,0.588142645,0.569627521
ZZEF1,0.599815958,0.580954838
UGDH,0.016321262,0.051497866
ASIC1,0.712560514,0.766624876
TXNRD1,0.287170035,0.279659551
SLK,0.939019559,0.933398925
IRS4,0.20019599,0.421300992
TM9SF3,0.457518252,0.443754368
STX1B,1.76E-13,0.003620379
MIR9-1,0.838712593,0.845579663
CC2D1B,0.756988171,0.802844906
ZNF516,0.725749898,0.739634892
CAP2,0.753387873,0.768813064
MMP15,0.390043854,0.411254861
PSMG2,0.713964935,0.813448709
MCMBP,0.758424336,0.76451332
CYB5R4,0.784012716,0.795133656
CAPN5,0.072875247,0.156922819
ATG4A,0.768969664,0.773964223
ZNF256,1,1
TNC,0.552676981,0.516524184
YARS2,0.757649291,0.764520892
UBE2Q2L,0.416387994,0.406605097
CMIP,0.609591132,0.574698997
DIAPH2,0.470761282,0.450473264
RYK,0.062426279,0.179262534
BET1,0.170815443,0.167450129
THAP8,0.170084822,0.219140684
LNX2,0.658144737,0.700578394
AIMP2,0.144027875,0.168527543
MAX,0.882881602,0.875071536
PHC1,0.854738831,0.823181333
CECR6,0.767662627,0.753002257
CRYZL1,0.213767844,0.183641209
C19orf10,0.978673135,0.98191826
MAP3K3,0.886956913,0.863525909
PDIA4,0.575253406,0.569562036
GABBR2,0.80008505,0.801422276
TRIP11,0.719094907,0.678930926
RPLP1,0.250143998,0.409860284
HIST1H4H,0.286051118,0.316052492
ATP6V1H,0.730278362,0.726724487
TDRD3,0.914613672,0.929939632
DCBLD2,0.97910731,1
PLCG2,0.40582577,0.426835943
MYO5A,0.145998922,0.188248518
NUDT11,0.215219024,0.281516266
GRIK3,0.731297933,0.657538268
KIF21A,0.852436144,0.849691003
TSPAN15,0.836372008,0.900949941
MIR4654,0.073312269,0.100424697
HSPB1,0.979374979,0.993030491
SNORD36B,0.900485629,0.892774681
RAB11FIP2,0.575878293,0.586660054
SEC22B,0.40951744,0.390252173
ELOVL5,0.606396131,0.620670077
NARFL,0.523872038,0.460970377
MTIF2,0.116582985,0.174583325
REXO2,0.312825947,0.340245369
ACAP3,0.044413154,0.211370386
MIR1260B,0.672231728,0.682866161
KIFC2,1,1
MRPS33,0.058750549,0.13229023
BECN1,0.070810507,0.151059949
VPS53,0.930351954,1
NOL8,6.96E-09,0.002516702
DICER1-AS1,1,0.983897195
INSIG1,0.677345247,0.703926461
NMNAT2,0.024403289,0.054384683
CHRNB2,0.852056998,0.856398899
SNORA8,1.01E-09,0.019448198
CUEDC2,0.832109135,0.840817004
TAX1BP3,0.771850509,0.761300172
DDT,0.723530523,0.725527541
SYNGR3,0.862835358,0.861746173
RPL7A,0.567629039,0.623493687
LOC550643,1.74E-05,0.010968848
MRPL12,0.046301597,0.050351971
MAGED4,0.552206831,0.530781262
EIF2AK2,0.661085902,0.631036417
PLA2G6,0.864359231,0.81985542
RAB1A,0.889317241,0.865349574
WDR11,0.033724133,0.183022528
MRS2,0.55909913,0.535554387
TSN,0.424787919,0.39183393
POLR1B,0.843426736,0.839578936
EIF3H,0.91317756,0.913968519
TMEM178B,1,1
CDH7,0.637103665,0.636408112
FAIM2,0.491245709,0.580103813
PRTG,0.717987121,0.717320892
PNPO,0.037060091,0.369115099
PIAS2,0.600204102,0.534105989
SH3BGRL3,0.786388466,0.809036538
TTC4,0.013112048,0.019884705
DTX1,0.281062652,0.236913259
CHCHD5,0.211927296,0.282920077
GDF10,0.476111019,0.496124651
RPL23AP82,0.675981781,0.693975588
TENM2,0.746394186,0.739237824
NUP85,0.27696621,0.215915488
WNK1,0.683336819,0.721398482
TEFM,0.646864804,0.735208395
NOG,1,1
TMUB1,0.758422357,0.722512002
GYG2,0.158310744,0.199482561
SRGAP3,0.953584005,0.980264454
CHUK,0.107712046,0.166156035
MAGT1,1,1
KIAA1467,0.487206852,0.493843309
RGS12,0.641437251,0.65958961
SLC37A3,0.654744324,0.589642356
KIAA1024,0.014326416,0.109061959
SCARNA17,0.643010884,0.619765888
IL17RC,0.504591747,0.574984586
CALU,0.659838923,0.668252099
DNTTIP1,4.92E-16,0.36680596
PPM1G,0.746603823,0.769098411
BNC2,0.669610771,0.679720102
NCAPD3,0.922674662,0.921829712
GRIPAP1,0.736228728,0.736199979
PAFAH1B3,1,1
HES4,0.890529379,0.88960702
AP3S2,0.330169963,0.388941105
CTDP1,0.742233744,0.724324993
10-Sep,0.637492809,0.68746747
TOX4,1,1
OIP5-AS1,0.930813709,0.937124171
SKIDA1,0.1196729,0.130776437
TMEM11,0.967881768,0.968410842
PCAT6,0.803768363,0.794900687
FBXL2,0.184957556,0.156551189
RRN3,0.900752053,0.888772572
PPAP2B,0.837977147,0.816594662
LRFN1,0.198498862,0.195743751
SRSF8,0.875967773,0.870469368
TAGLN2,0.808101038,0.821719384
PPP2R5A,0.000104974,0.059655797
COPE,0.982365125,0.982961309
BRAP,0.566183249,0.535884331
NXT1,0.471070471,0.418999944
PASK,0.336933995,0.39514711
CHID1,0.236928463,0.233659526
NOP16,0.83640349,0.825479653
STRIP1,0.379467994,0.387811309
TFDP1,0.399850419,0.505596693
ALDH9A1,0.048059381,0.324904247
RRM1,0.845587281,0.8365701
GSS,0.155288798,0.247978376
PSPC1,0.312233864,0.28875074
TFAM,1,1
CLDN7,0.140830532,0.268365671
ATP6V1D,0.863533929,0.859352012
ABCC5,0.295506359,0.294389776
POLH,0.003741935,0.081877848
C7orf60,0.000101356,0.008117708
DDX54,0.754646354,0.73937732
RAB2B,0.991369165,0.99608184
SORBS3,0.928471043,0.922292674
TRIL,0.696935268,0.652908157
NUP133,0.816302794,0.820679399
CEP44,0.706756661,0.685729035
RBX1,0.538340878,0.522382026
SORD,0.980011103,0.979978261
TRIP13,0.559946088,0.532935173
MAF1,0.865534139,0.85250103
C11orf84,0.284460059,0.304241097
EIF2S3,2.31E-15,0.292473436
TIMM17A,1,1
LOC100271836,0.900708672,0.902257946
SMARCA2,0.181984242,0.233752588
EMILIN2,0.144641649,0.231806063
SEMA3F,0.497038636,0.52777098
DDX27,0.950415698,0.947803347
ZNF485,0.000505321,0.010034661
DHRS4,0.529323055,0.510092413
WDR61,0.832455323,0.834967323
MCCC1,0.991771481,0.992898991
PRKACB,1.33E-08,0.000703267
CIDECP,0.927226254,0.924642679
WNT3,0.975073616,0.966165793
TOP1,0.960571468,0.957081609
MARK1,0.825296691,0.828795803
CBLN2,0.473826862,0.492233716
GNAI3,0.195152702,0.30086073
FAM98A,0.009192981,0.035064886
EXTL2,0.677551075,0.661186324
MRPL53,0.860555889,0.867097734
ZNF768,0.008049963,0.070519919
UTP11L,0.931614977,0.93460553
ATP5J,0.197188471,0.232951964
DHX30,0.557866723,0.542675564
SMARCD1,0.726526367,0.678347655
SLC2A13,0.084999725,0.100244236
WWOX,1,1
MIR4737,0.885856958,0.886627897
YME1L1,0.091765923,0.224443521
MRPL21,0.734898006,0.758317505
NDUFV3,0.799138878,0.795940929
ZNF622,0.045473224,0.083410718
UVRAG,0.850168784,0.844068709
RBBP8,0.300549781,0.363994516
MPPED2,0.933454031,0.93203932
CCNL2,1,1
NARS2,0.32102278,0.35081384
EXT1,0.371589486,0.325467025
STRN3,1,1
COPS5,0.643980833,0.639848676
WSCD2,0.563101454,0.616531875
KMT2B,0.000173026,0.025187052
PPIH,0.840487635,0.848443845
PIK3R4,0.589666084,0.582600691
TNK2,0.419185852,0.453606885
MIR4275,1.48E-09,0.489096937
SLC45A4,1,1
TSPAN5,0.877673303,0.864176827
LPCAT2,0.300375464,0.282455039
GINM1,0.86294788,0.865645444
RASSF2,0.29561314,0.289504459
IQSEC1,0.341653544,0.319404808
PTBP2,0.25040024,0.33455427
MMAB,2.57E-26,0.17983686
XRN2,0.942457219,0.942755421
KRBA1,0.482878544,0.524805485
RPS12,0.60350881,0.5899026
RTF1,0.455805318,0.403146253
POLR1C,0.357160905,0.29125964
SUPT16H,0.08689943,0.120048647
GATSL2,0.94863505,0.947586941
APCDD1,0.262330225,0.253014185
TTC12,0.320654035,0.470366827
TPST1,0.473240147,0.484331724
OSBPL11,0.251734825,0.202080786
LPHN1,0.872351782,0.899288677
LRRC20,0.318177351,0.463495001
MIR3653,0.484462003,0.493144434
BDKRB1,0.569181319,0.5130311
ABHD8,0.00122499,0.017333933
AAMDC,0.884662277,0.886810615
BZW1,0.764810701,0.742137763
PSMA4,0.78332811,0.784353871
LY6E,0.98066577,0.983238953
MECP2,0.832205125,0.890025628
CSTF3,0.000259905,0.004736364
DEF8,0.19919846,0.40886077
UPF2,0.442018349,0.451689855
PSMG3,0.525941705,0.461995077
DDX31,0.499590151,0.469661304
RRP9,0.395964083,0.52430428
HSPA8,0.991814143,0.991738208
GLI4,0.732156124,0.697001809
